transaction_id,source_account_id,destination_account_id,timestamp,amount,transaction_type,location_id,reference,network_id,synthetic_flag
TXN-019248,ACCT-004550,ACCT-000178,2024-02-07T03:32:00,12585.69,BILL_PAYMENT,LOC-002635,SYNREF-00019248,NET-000005,true
TXN-019249,ACCT-003296,ACCT-003045,2023-07-16T11:43:00,56592.7,CASH_DEPOSIT,LOC-000910,SYNREF-00019249,NET-000001,true
TXN-019250,ACCT-005821,ACCT-006382,2023-04-01T13:43:00,45105.91,REFUND,LOC-002884,SYNREF-00019250,NET-000026,true
TXN-019251,ACCT-000559,ACCT-004766,2022-10-14T03:02:00,16902.57,MERCHANT_PAYMENT,LOC-002838,SYNREF-00019251,NET-000016,true
TXN-019252,ACCT-000756,ACCT-005162,2023-05-21T08:05:00,4789.94,TRANSFER,LOC-002643,SYNREF-00019252,NET-000008,true
TXN-019253,ACCT-007303,ACCT-003376,2023-08-02T16:56:00,4125.38,REFUND,LOC-002446,SYNREF-00019253,NET-000017,true
TXN-019254,ACCT-011603,ACCT-002145,2023-03-21T08:06:00,1558.5,BILL_PAYMENT,LOC-002889,SYNREF-00019254,,true
TXN-019255,ACCT-008035,ACCT-007646,2022-11-11T12:36:00,5455.78,CASH_DEPOSIT,LOC-001131,SYNREF-00019255,NET-000014,true
TXN-019256,ACCT-001254,ACCT-002645,2024-02-28T02:11:00,6382.0,CASH_DEPOSIT,LOC-000675,SYNREF-00019256,NET-000010,true
TXN-019257,ACCT-005001,ACCT-002377,2022-10-05T08:18:00,45301.12,BILL_PAYMENT,LOC-001817,SYNREF-00019257,NET-000017,true
TXN-019258,ACCT-009619,ACCT-006868,2023-07-30T23:25:00,16170.81,TRANSFER,LOC-000676,SYNREF-00019258,,true
TXN-019259,ACCT-002427,ACCT-001962,2023-11-09T15:54:00,5469.38,MERCHANT_PAYMENT,LOC-001604,SYNREF-00019259,NET-000019,true
TXN-019260,ACCT-006177,ACCT-005585,2023-03-19T15:23:00,22518.41,MERCHANT_PAYMENT,LOC-001189,SYNREF-00019260,NET-000005,true
TXN-019261,ACCT-006334,ACCT-002830,2023-05-21T03:37:00,7289.95,MERCHANT_PAYMENT,LOC-001935,SYNREF-00019261,,true
TXN-019262,ACCT-008251,ACCT-003209,2023-04-11T00:23:00,37126.21,CASH_DEPOSIT,LOC-002130,SYNREF-00019262,NET-000003,true
TXN-019263,ACCT-004607,ACCT-004600,2023-08-01T13:39:00,4668.27,CASH_DEPOSIT,LOC-002826,SYNREF-00019263,NET-000022,true
TXN-019264,ACCT-000024,ACCT-003671,2023-08-11T10:30:00,15514.76,BILL_PAYMENT,LOC-000707,SYNREF-00019264,NET-000015,true
TXN-019265,ACCT-007611,ACCT-006830,2023-01-17T00:26:00,9737.76,REFUND,LOC-001752,SYNREF-00019265,NET-000014,true
TXN-019266,ACCT-001682,ACCT-007677,2024-04-06T05:47:00,10070.51,CASH_DEPOSIT,LOC-000960,SYNREF-00019266,NET-000022,true
TXN-019267,ACCT-001772,ACCT-007996,2022-07-19T04:37:00,6011.04,MERCHANT_PAYMENT,LOC-001777,SYNREF-00019267,NET-000018,true
TXN-019268,ACCT-009861,ACCT-003461,2023-03-02T20:01:00,27935.29,MERCHANT_PAYMENT,LOC-002467,SYNREF-00019268,,true
TXN-019269,ACCT-001878,ACCT-010775,2024-02-25T17:12:00,4485.64,REFUND,LOC-000111,SYNREF-00019269,,true
TXN-019270,ACCT-009203,ACCT-003332,2023-10-16T21:25:00,2826.62,CASH_DEPOSIT,LOC-002330,SYNREF-00019270,NET-000026,true
TXN-019271,ACCT-006337,ACCT-004757,2023-10-01T20:20:00,6921.35,BILL_PAYMENT,LOC-001982,SYNREF-00019271,NET-000021,true
TXN-019272,ACCT-002589,ACCT-001261,2023-08-30T06:11:00,20640.54,TRANSFER,LOC-001796,SYNREF-00019272,NET-000007,true
TXN-019273,ACCT-004171,ACCT-005958,2023-06-03T00:54:00,74207.65,REFUND,LOC-002268,SYNREF-00019273,NET-000027,true
TXN-019274,ACCT-006299,ACCT-002329,2022-08-29T04:08:00,5931.26,CASH_DEPOSIT,LOC-001298,SYNREF-00019274,NET-000002,true
TXN-019275,ACCT-005483,ACCT-001168,2022-12-08T21:36:00,6814.64,CASH_WITHDRAWAL,LOC-001245,SYNREF-00019275,NET-000017,true
TXN-019276,ACCT-005019,ACCT-003663,2023-02-21T19:08:00,10889.75,TRANSFER,LOC-000068,SYNREF-00019276,NET-000023,true
TXN-019277,ACCT-004611,ACCT-008156,2023-05-20T00:07:00,14094.55,CASH_DEPOSIT,LOC-002405,SYNREF-00019277,NET-000006,true
TXN-019278,ACCT-004396,ACCT-006830,2022-11-21T09:19:00,3663.77,BILL_PAYMENT,LOC-001671,SYNREF-00019278,NET-000014,true
TXN-019279,ACCT-006466,ACCT-004060,2024-02-13T22:34:00,3981.69,MERCHANT_PAYMENT,LOC-001480,SYNREF-00019279,NET-000025,true
TXN-019280,ACCT-001511,ACCT-008225,2023-03-29T18:39:00,30083.06,BILL_PAYMENT,LOC-002512,SYNREF-00019280,NET-000014,true
TXN-019281,ACCT-011082,ACCT-000035,2023-12-18T06:00:00,13790.26,CASH_WITHDRAWAL,LOC-000031,SYNREF-00019281,,true
TXN-019282,ACCT-005017,ACCT-001398,2024-03-06T10:42:00,33624.48,CASH_DEPOSIT,LOC-000724,SYNREF-00019282,,true
TXN-019283,ACCT-001194,ACCT-000949,2023-10-17T07:55:00,19539.38,CASH_DEPOSIT,LOC-002397,SYNREF-00019283,NET-000017,true
TXN-019284,ACCT-001930,ACCT-005898,2022-12-06T03:16:00,18423.53,REFUND,LOC-000338,SYNREF-00019284,NET-000017,true
TXN-019285,ACCT-002943,ACCT-007212,2023-04-22T00:29:00,1426639.95,MERCHANT_PAYMENT,LOC-002535,SYNREF-00019285,NET-000003,true
TXN-019286,ACCT-001693,ACCT-007136,2023-01-31T23:04:00,7895.78,CASH_DEPOSIT,LOC-002216,SYNREF-00019286,,true
TXN-019287,ACCT-003636,ACCT-000042,2023-05-17T18:26:00,36400.15,TRANSFER,LOC-002489,SYNREF-00019287,NET-000025,true
TXN-019288,ACCT-001588,ACCT-001591,2023-08-30T09:24:00,4715.89,BILL_PAYMENT,LOC-000519,SYNREF-00019288,NET-000023,true
TXN-019289,ACCT-002815,ACCT-007543,2023-01-26T07:09:00,10468.09,REFUND,LOC-001446,SYNREF-00019289,NET-000004,true
TXN-019290,ACCT-007033,ACCT-003474,2023-03-09T14:47:00,92030.62,REFUND,LOC-001465,SYNREF-00019290,NET-000013,true
TXN-019291,ACCT-010660,ACCT-010499,2023-08-29T17:45:00,24723.27,BILL_PAYMENT,LOC-002802,SYNREF-00019291,,true
TXN-019292,ACCT-009359,ACCT-007281,2023-11-04T12:54:00,68936.19,CASH_DEPOSIT,LOC-000232,SYNREF-00019292,NET-000017,true
TXN-019293,ACCT-008819,ACCT-000428,2023-05-25T19:30:00,1963.4,CASH_WITHDRAWAL,LOC-001792,SYNREF-00019293,NET-000004,true
TXN-019294,ACCT-009371,ACCT-007874,2023-09-30T21:11:00,4183.75,BILL_PAYMENT,LOC-003009,SYNREF-00019294,NET-000024,true
TXN-019295,ACCT-002551,ACCT-001026,2023-01-01T19:28:00,72256.87,CASH_WITHDRAWAL,LOC-001604,SYNREF-00019295,NET-000028,true
TXN-019296,ACCT-003529,ACCT-005592,2023-05-07T21:27:00,26612.13,TRANSFER,LOC-001610,SYNREF-00019296,NET-000013,true
TXN-019297,ACCT-007519,ACCT-002714,2023-05-25T04:29:00,3746.35,MERCHANT_PAYMENT,LOC-000653,SYNREF-00019297,NET-000020,true
TXN-019298,ACCT-009215,ACCT-002437,2023-12-22T18:02:00,7591.01,CASH_WITHDRAWAL,LOC-002402,SYNREF-00019298,,true
TXN-019299,ACCT-008981,ACCT-008054,2023-06-02T20:20:00,25635.85,REFUND,LOC-002342,SYNREF-00019299,NET-000005,true
TXN-019300,ACCT-000203,ACCT-006620,2022-10-15T06:28:00,17237.3,TRANSFER,LOC-000052,SYNREF-00019300,NET-000024,true
TXN-019301,ACCT-004084,ACCT-003677,2023-11-18T04:39:00,31495.11,MERCHANT_PAYMENT,LOC-000151,SYNREF-00019301,NET-000015,true
TXN-019302,ACCT-006248,ACCT-007089,2023-08-06T03:55:00,3433.62,REFUND,LOC-002318,SYNREF-00019302,NET-000007,true
TXN-019303,ACCT-009044,ACCT-006659,2022-12-21T16:33:00,19444.42,TRANSFER,LOC-001388,SYNREF-00019303,NET-000025,true
TXN-019304,ACCT-005126,ACCT-005091,2022-10-18T19:39:00,3018.72,CASH_WITHDRAWAL,LOC-001690,SYNREF-00019304,NET-000017,true
TXN-019305,ACCT-005383,ACCT-000668,2023-12-04T23:17:00,12879.28,CASH_DEPOSIT,LOC-001526,SYNREF-00019305,NET-000003,true
TXN-019306,ACCT-002216,ACCT-006740,2023-10-16T18:50:00,26847.55,CASH_WITHDRAWAL,LOC-002518,SYNREF-00019306,NET-000015,true
TXN-019307,ACCT-005341,ACCT-000129,2023-03-17T15:29:00,13610.44,REFUND,LOC-000265,SYNREF-00019307,NET-000007,true
TXN-019308,ACCT-001234,ACCT-002229,2023-04-29T17:19:00,11773.57,CASH_DEPOSIT,LOC-000519,SYNREF-00019308,,true
TXN-019309,ACCT-002130,ACCT-007222,2023-09-12T01:47:00,12490.12,REFUND,LOC-000891,SYNREF-00019309,NET-000021,true
TXN-019310,ACCT-003256,ACCT-000706,2023-02-24T13:59:00,28589.25,MERCHANT_PAYMENT,LOC-002160,SYNREF-00019310,NET-000009,true
TXN-019311,ACCT-008218,ACCT-000124,2023-01-05T21:18:00,18201.78,CASH_DEPOSIT,LOC-001206,SYNREF-00019311,NET-000012,true
TXN-019312,ACCT-005338,ACCT-002630,2023-02-24T16:42:00,52457.06,CASH_DEPOSIT,LOC-000096,SYNREF-00019312,NET-000009,true
TXN-019313,ACCT-005568,ACCT-003274,2023-09-22T07:55:00,57474.0,TRANSFER,LOC-002731,SYNREF-00019313,NET-000013,true
TXN-019314,ACCT-004242,ACCT-004709,2023-10-03T13:08:00,34473.23,TRANSFER,LOC-002767,SYNREF-00019314,NET-000008,true
TXN-019315,ACCT-002569,ACCT-001575,2023-02-03T11:06:00,62414.79,REFUND,LOC-001936,SYNREF-00019315,NET-000002,true
TXN-019316,ACCT-002207,ACCT-002565,2023-06-14T02:42:00,126443.22,BILL_PAYMENT,LOC-001398,SYNREF-00019316,,true
TXN-019317,ACCT-002129,ACCT-011285,2023-02-12T00:22:00,5040.67,MERCHANT_PAYMENT,LOC-000448,SYNREF-00019317,NET-000021,true
TXN-019318,ACCT-000244,ACCT-005100,2023-08-06T05:52:00,8654.92,CASH_WITHDRAWAL,LOC-001186,SYNREF-00019318,NET-000017,true
TXN-019319,ACCT-005376,ACCT-002720,2024-01-30T07:14:00,1120679.23,MERCHANT_PAYMENT,LOC-002855,SYNREF-00019319,NET-000028,true
TXN-019320,ACCT-003104,ACCT-007145,2023-01-24T16:27:00,23050.16,CASH_DEPOSIT,LOC-000592,SYNREF-00019320,NET-000007,true
TXN-019321,ACCT-002453,ACCT-002452,2023-04-09T23:36:00,5462.37,TRANSFER,LOC-000679,SYNREF-00019321,NET-000021,true
TXN-019322,ACCT-002038,ACCT-005296,2022-11-14T09:32:00,19180.45,TRANSFER,LOC-001994,SYNREF-00019322,NET-000004,true
TXN-019323,ACCT-000488,ACCT-001444,2024-03-13T17:53:00,6461.92,MERCHANT_PAYMENT,LOC-000988,SYNREF-00019323,NET-000003,true
TXN-019324,ACCT-001492,ACCT-006394,2023-09-21T00:10:00,10382.65,CASH_DEPOSIT,LOC-000880,SYNREF-00019324,NET-000005,true
TXN-019325,ACCT-005847,ACCT-001255,2023-05-10T06:18:00,20719.33,BILL_PAYMENT,LOC-002632,SYNREF-00019325,NET-000009,true
TXN-019326,ACCT-009464,ACCT-005714,2024-01-29T12:04:00,14002.07,REFUND,LOC-000388,SYNREF-00019326,,true
TXN-019327,ACCT-007791,ACCT-006032,2023-09-09T00:28:00,14946.58,CASH_DEPOSIT,LOC-000613,SYNREF-00019327,NET-000013,true
TXN-019328,ACCT-001457,ACCT-002254,2023-12-21T19:47:00,13927.93,TRANSFER,LOC-001035,SYNREF-00019328,,true
TXN-019329,ACCT-002425,ACCT-000976,2023-10-17T02:41:00,7127.62,BILL_PAYMENT,LOC-000623,SYNREF-00019329,NET-000011,true
TXN-019330,ACCT-005314,ACCT-010052,2023-01-01T06:18:00,28685.83,REFUND,LOC-000530,SYNREF-00019330,,true
TXN-019331,ACCT-003743,ACCT-002752,2023-07-17T10:04:00,3087.14,BILL_PAYMENT,LOC-001051,SYNREF-00019331,NET-000012,true
TXN-019332,ACCT-006826,ACCT-001634,2023-05-05T00:24:00,22908.39,CASH_DEPOSIT,LOC-001158,SYNREF-00019332,NET-000023,true
TXN-019333,ACCT-002440,ACCT-006345,2023-11-01T08:07:00,26259.29,CASH_WITHDRAWAL,LOC-000901,SYNREF-00019333,NET-000001,true
TXN-019334,ACCT-001260,ACCT-008554,2023-08-08T08:23:00,22067.69,MERCHANT_PAYMENT,LOC-001724,SYNREF-00019334,NET-000007,true
TXN-019335,ACCT-003614,ACCT-008758,2023-07-08T06:47:00,9916.47,REFUND,LOC-001721,SYNREF-00019335,NET-000022,true
TXN-019336,ACCT-010184,ACCT-006791,2023-05-11T14:20:00,13920.57,MERCHANT_PAYMENT,LOC-000137,SYNREF-00019336,,true
TXN-019337,ACCT-000251,ACCT-002120,2023-03-14T21:56:00,578734.4,TRANSFER,LOC-002859,SYNREF-00019337,NET-000015,true
TXN-019338,ACCT-003651,ACCT-007073,2023-07-26T00:50:00,17231.86,BILL_PAYMENT,LOC-001364,SYNREF-00019338,NET-000004,true
TXN-019339,ACCT-000062,ACCT-003743,2023-07-04T12:51:00,875201.06,TRANSFER,LOC-001714,SYNREF-00019339,NET-000026,true
TXN-019340,ACCT-002097,ACCT-000046,2024-01-31T03:21:00,59384.45,CASH_DEPOSIT,LOC-001071,SYNREF-00019340,NET-000008,true
TXN-019341,ACCT-008504,ACCT-001650,2023-09-27T19:21:00,250,CASH_DEPOSIT,LOC-000106,SYNREF-00019341,NET-000018,true
TXN-019342,ACCT-011690,ACCT-008819,2022-11-30T22:07:00,39618.5,CASH_WITHDRAWAL,LOC-000920,SYNREF-00019342,,true
TXN-019343,ACCT-004904,ACCT-004525,2023-06-23T15:25:00,8568.66,CASH_DEPOSIT,LOC-000221,SYNREF-00019343,NET-000002,true
TXN-019344,ACCT-001433,ACCT-003478,2023-08-29T05:02:00,13666.5,TRANSFER,LOC-000032,SYNREF-00019344,NET-000017,true
TXN-019345,ACCT-005353,ACCT-006739,2023-04-09T05:28:00,1131632.76,TRANSFER,LOC-002671,SYNREF-00019345,NET-000015,true
TXN-019346,ACCT-006515,ACCT-006205,2023-05-01T23:42:00,11618.94,CASH_DEPOSIT,LOC-001500,SYNREF-00019346,,true
TXN-019347,ACCT-001413,ACCT-007894,2023-07-06T11:34:00,14049.58,REFUND,LOC-001757,SYNREF-00019347,NET-000014,true
TXN-019348,ACCT-003897,ACCT-000093,2023-05-25T11:37:00,2248.41,TRANSFER,LOC-002561,SYNREF-00019348,NET-000021,true
TXN-019349,ACCT-000433,ACCT-008751,2023-09-14T21:57:00,37313.24,CASH_WITHDRAWAL,LOC-002510,SYNREF-00019349,NET-000027,true
TXN-019350,ACCT-004482,ACCT-000346,2023-04-25T02:40:00,69171.3,TRANSFER,LOC-001727,SYNREF-00019350,NET-000020,true
TXN-019351,ACCT-003914,ACCT-006808,2023-12-09T06:55:00,22431.88,REFUND,LOC-002406,SYNREF-00019351,NET-000010,true
TXN-019352,ACCT-011485,ACCT-004874,2022-12-08T06:51:00,70639.3,CASH_DEPOSIT,LOC-001638,SYNREF-00019352,,true
TXN-019353,ACCT-008772,ACCT-006217,2023-11-26T04:43:00,13157.41,CASH_DEPOSIT,LOC-002392,SYNREF-00019353,NET-000007,true
TXN-019354,ACCT-004135,ACCT-007541,2024-02-16T07:17:00,32346.43,REFUND,LOC-001949,SYNREF-00019354,NET-000020,true
TXN-019355,ACCT-006583,ACCT-010655,2023-09-09T23:42:00,9193.7,TRANSFER,LOC-002301,SYNREF-00019355,,true
TXN-019356,ACCT-002026,ACCT-005566,2023-05-15T06:01:00,2704.01,REFUND,LOC-001082,SYNREF-00019356,NET-000013,true
TXN-019357,ACCT-008591,ACCT-001526,2023-04-23T21:25:00,74606.37,MERCHANT_PAYMENT,LOC-002328,SYNREF-00019357,NET-000017,true
TXN-019358,ACCT-005756,ACCT-006156,2023-05-07T21:17:00,24748.11,CASH_WITHDRAWAL,LOC-002541,SYNREF-00019358,NET-000008,true
TXN-019359,ACCT-009120,ACCT-006585,2022-11-17T08:48:00,4164.85,BILL_PAYMENT,LOC-002609,SYNREF-00019359,NET-000015,true
TXN-019360,ACCT-006422,ACCT-006149,2024-03-08T01:26:00,37095.09,TRANSFER,LOC-002487,SYNREF-00019360,NET-000006,true
TXN-019361,ACCT-009179,ACCT-000670,2023-04-16T01:14:00,4691.9,BILL_PAYMENT,LOC-001881,SYNREF-00019361,NET-000024,true
TXN-019362,ACCT-009045,ACCT-004059,2023-12-27T21:41:00,17967.84,BILL_PAYMENT,LOC-001835,SYNREF-00019362,NET-000025,true
TXN-019363,ACCT-002809,ACCT-008275,2023-08-25T18:45:00,6588.26,MERCHANT_PAYMENT,LOC-000710,SYNREF-00019363,NET-000026,true
TXN-019364,ACCT-000052,ACCT-004686,2023-12-09T19:54:00,33231.19,CASH_DEPOSIT,LOC-001995,SYNREF-00019364,NET-000008,true
TXN-019365,ACCT-003889,ACCT-001215,2022-10-04T09:01:00,41332.79,CASH_DEPOSIT,LOC-001275,SYNREF-00019365,NET-000024,true
TXN-019366,ACCT-004837,ACCT-007652,2022-11-08T19:04:00,12743.53,MERCHANT_PAYMENT,LOC-000937,SYNREF-00019366,NET-000004,true
TXN-019367,ACCT-003266,ACCT-001805,2023-12-08T11:35:00,15551.54,BILL_PAYMENT,LOC-001896,SYNREF-00019367,NET-000023,true
TXN-019368,ACCT-002857,ACCT-004958,2023-04-27T22:36:00,669892.24,CASH_WITHDRAWAL,LOC-001682,SYNREF-00019368,NET-000005,true
TXN-019369,ACCT-003441,ACCT-006465,2023-03-24T00:53:00,4934.2,TRANSFER,LOC-001251,SYNREF-00019369,NET-000021,true
TXN-019370,ACCT-006545,ACCT-003327,2022-11-30T11:43:00,7259.66,BILL_PAYMENT,LOC-000047,SYNREF-00019370,,true
TXN-019371,ACCT-000913,ACCT-000887,2023-08-10T15:22:00,81350.78,BILL_PAYMENT,LOC-000915,SYNREF-00019371,NET-000005,true
TXN-019372,ACCT-001478,ACCT-004370,2023-04-10T02:11:00,4446.12,TRANSFER,LOC-001814,SYNREF-00019372,NET-000021,true
TXN-019373,ACCT-001999,ACCT-002517,2022-11-26T13:37:00,20121.09,CASH_DEPOSIT,LOC-000688,SYNREF-00019373,,true
TXN-019374,ACCT-004934,ACCT-000216,2023-05-04T01:29:00,9210.78,CASH_WITHDRAWAL,LOC-001919,SYNREF-00019374,NET-000024,true
TXN-019375,ACCT-002155,ACCT-006236,2023-09-21T14:23:00,18267.89,REFUND,LOC-002417,SYNREF-00019375,NET-000015,true
TXN-019376,ACCT-003588,ACCT-003524,2023-09-08T09:50:00,38695.94,TRANSFER,LOC-001680,SYNREF-00019376,NET-000013,true
TXN-019377,ACCT-006428,ACCT-005475,2023-11-26T19:12:00,4393.29,CASH_WITHDRAWAL,LOC-002009,SYNREF-00019377,NET-000022,true
TXN-019378,ACCT-004806,ACCT-008624,2023-06-22T13:33:00,3262.31,CASH_DEPOSIT,LOC-002640,SYNREF-00019378,NET-000018,true
TXN-019379,ACCT-009633,ACCT-010078,2023-06-21T09:44:00,19753.11,TRANSFER,LOC-001033,SYNREF-00019379,,true
TXN-019380,ACCT-008077,ACCT-004934,2022-09-07T01:36:00,2761.07,BILL_PAYMENT,LOC-000468,SYNREF-00019380,NET-000024,true
TXN-019381,ACCT-004835,ACCT-002078,2023-05-12T08:10:00,14369.8,CASH_DEPOSIT,LOC-001501,SYNREF-00019381,NET-000004,true
TXN-019382,ACCT-007840,ACCT-007151,2023-02-11T09:37:00,8135.34,CASH_WITHDRAWAL,LOC-002053,SYNREF-00019382,NET-000014,true
TXN-019383,ACCT-003826,ACCT-006429,2022-10-16T19:13:00,18195.39,TRANSFER,LOC-002575,SYNREF-00019383,,true
TXN-019384,ACCT-002512,ACCT-006593,2023-04-23T15:21:00,14597.15,CASH_DEPOSIT,LOC-002448,SYNREF-00019384,NET-000014,true
TXN-019385,ACCT-004424,ACCT-006708,2023-04-22T18:59:00,17263.3,MERCHANT_PAYMENT,LOC-002842,SYNREF-00019385,NET-000005,true
TXN-019386,ACCT-009073,ACCT-007261,2023-05-26T12:49:00,39294.55,MERCHANT_PAYMENT,LOC-002873,SYNREF-00019386,NET-000024,true
TXN-019387,ACCT-005267,ACCT-001284,2023-12-18T01:26:00,17118.3,TRANSFER,LOC-001441,SYNREF-00019387,,true
TXN-019388,ACCT-002091,ACCT-007432,2023-11-29T22:42:00,11447.13,BILL_PAYMENT,LOC-000490,SYNREF-00019388,NET-000018,true
TXN-019389,ACCT-004371,ACCT-009294,2023-11-23T05:29:00,15606.01,REFUND,LOC-001712,SYNREF-00019389,NET-000021,true
TXN-019390,ACCT-002937,ACCT-002320,2023-05-19T13:12:00,47087.78,TRANSFER,LOC-001750,SYNREF-00019390,,true
TXN-019391,ACCT-007726,ACCT-003947,2023-01-24T00:37:00,12254.42,TRANSFER,LOC-002023,SYNREF-00019391,NET-000027,true
TXN-019392,ACCT-000021,ACCT-007731,2023-02-11T05:08:00,3148.82,TRANSFER,LOC-000370,SYNREF-00019392,NET-000024,true
TXN-019393,ACCT-000077,ACCT-003885,2023-07-12T09:29:00,13373.54,TRANSFER,LOC-001795,SYNREF-00019393,NET-000004,true
TXN-019394,ACCT-006867,ACCT-006160,2023-09-20T12:17:00,1377.9,REFUND,LOC-000724,SYNREF-00019394,NET-000002,true
TXN-019395,ACCT-006099,ACCT-000111,2023-07-21T05:59:00,10205.65,CASH_DEPOSIT,LOC-000246,SYNREF-00019395,NET-000019,true
TXN-019396,ACCT-006790,ACCT-002492,2023-05-14T03:43:00,66916.56,BILL_PAYMENT,LOC-000878,SYNREF-00019396,NET-000021,true
TXN-019397,ACCT-007732,ACCT-007310,2023-10-02T18:43:00,22609.76,BILL_PAYMENT,LOC-000792,SYNREF-00019397,NET-000012,true
TXN-019398,ACCT-006135,ACCT-007259,2023-01-29T16:42:00,19858.02,TRANSFER,LOC-002999,SYNREF-00019398,NET-000024,true
TXN-019399,ACCT-003501,ACCT-005945,2023-03-20T00:29:00,1121.38,CASH_DEPOSIT,LOC-002966,SYNREF-00019399,,true
TXN-019400,ACCT-005265,ACCT-003528,2024-01-22T08:31:00,41856.94,TRANSFER,LOC-002943,SYNREF-00019400,NET-000013,true
TXN-019401,ACCT-004751,ACCT-009346,2023-08-04T01:18:00,4002.02,REFUND,LOC-002383,SYNREF-00019401,NET-000009,true
TXN-019402,ACCT-004858,ACCT-011447,2023-07-16T20:09:00,5480.46,REFUND,LOC-002568,SYNREF-00019402,,true
TXN-019403,ACCT-011832,ACCT-000646,2022-12-07T04:56:00,22334.38,REFUND,LOC-001989,SYNREF-00019403,,true
TXN-019404,ACCT-007657,ACCT-005764,2024-02-25T12:00:00,16002.09,MERCHANT_PAYMENT,LOC-002120,SYNREF-00019404,,true
TXN-019405,ACCT-000598,ACCT-002843,2023-05-11T14:39:00,36179.35,CASH_DEPOSIT,LOC-000820,SYNREF-00019405,NET-000009,true
TXN-019406,ACCT-005416,ACCT-005063,2023-08-09T06:42:00,18438.42,REFUND,LOC-000424,SYNREF-00019406,NET-000012,true
TXN-019407,ACCT-004154,ACCT-000930,2023-08-17T23:35:00,123591.61,REFUND,LOC-002817,SYNREF-00019407,NET-000016,true
TXN-019408,ACCT-005397,ACCT-004040,2023-08-10T22:21:00,29841.97,MERCHANT_PAYMENT,LOC-000795,SYNREF-00019408,NET-000005,true
TXN-019409,ACCT-010940,ACCT-006637,2023-08-02T13:15:00,21664.74,MERCHANT_PAYMENT,LOC-002084,SYNREF-00019409,,true
TXN-019410,ACCT-001801,ACCT-008713,2022-12-21T12:09:00,113703.82,CASH_DEPOSIT,LOC-002675,SYNREF-00019410,,true
TXN-019411,ACCT-002020,ACCT-006029,2023-06-26T04:28:00,2717.9,REFUND,LOC-000723,SYNREF-00019411,NET-000013,true
TXN-019412,ACCT-004092,ACCT-008763,2023-04-10T19:49:00,4143.75,MERCHANT_PAYMENT,LOC-002563,SYNREF-00019412,NET-000021,true
TXN-019413,ACCT-003702,ACCT-001104,2023-07-06T11:02:00,8585.37,TRANSFER,LOC-002207,SYNREF-00019413,NET-000026,true
TXN-019414,ACCT-009947,ACCT-003376,2023-05-31T19:39:00,12904.2,CASH_WITHDRAWAL,LOC-001540,SYNREF-00019414,,true
TXN-019415,ACCT-006357,ACCT-008392,2023-06-19T08:43:00,9997.04,REFUND,LOC-001650,SYNREF-00019415,NET-000024,true
TXN-019416,ACCT-002562,ACCT-005054,2023-09-21T16:03:00,3832.91,BILL_PAYMENT,LOC-001020,SYNREF-00019416,NET-000019,true
TXN-019417,ACCT-007485,ACCT-004172,2022-10-04T01:22:00,12517.73,CASH_WITHDRAWAL,LOC-001850,SYNREF-00019417,NET-000027,true
TXN-019418,ACCT-009179,ACCT-005516,2023-04-28T18:45:00,8867.96,CASH_WITHDRAWAL,LOC-001713,SYNREF-00019418,NET-000024,true
TXN-019419,ACCT-001429,ACCT-010999,2023-03-20T12:52:00,1671.02,REFUND,LOC-001317,SYNREF-00019419,,true
TXN-019420,ACCT-002788,ACCT-010949,2023-09-17T03:47:00,2862.81,REFUND,LOC-001169,SYNREF-00019420,,true
TXN-019421,ACCT-002713,ACCT-007159,2023-06-06T07:07:00,5098.38,TRANSFER,LOC-001435,SYNREF-00019421,,true
TXN-019422,ACCT-007502,ACCT-001521,2022-11-30T19:22:00,1659.76,MERCHANT_PAYMENT,LOC-002872,SYNREF-00019422,,true
TXN-019423,ACCT-006288,ACCT-006427,2023-03-09T04:09:00,3947.63,TRANSFER,LOC-001189,SYNREF-00019423,NET-000022,true
TXN-019424,ACCT-000932,ACCT-004489,2023-08-12T14:29:00,2173.96,TRANSFER,LOC-000125,SYNREF-00019424,NET-000010,true
TXN-019425,ACCT-009659,ACCT-007302,2023-03-02T19:39:00,24336.76,REFUND,LOC-002717,SYNREF-00019425,,true
TXN-019426,ACCT-009124,ACCT-000563,2023-09-20T02:42:00,4740.19,TRANSFER,LOC-001596,SYNREF-00019426,,true
TXN-019427,ACCT-011585,ACCT-011332,2023-05-25T18:55:00,4477.62,BILL_PAYMENT,LOC-002422,SYNREF-00019427,,true
TXN-019428,ACCT-006490,ACCT-003940,2023-04-27T02:09:00,18395.06,CASH_DEPOSIT,LOC-002058,SYNREF-00019428,NET-000004,true
TXN-019429,ACCT-001665,ACCT-006762,2023-12-01T23:22:00,2367.79,TRANSFER,LOC-001809,SYNREF-00019429,NET-000006,true
TXN-019430,ACCT-002594,ACCT-003418,2023-03-27T22:32:00,175182.92,BILL_PAYMENT,LOC-002076,SYNREF-00019430,NET-000011,true
TXN-019431,ACCT-005571,ACCT-003275,2023-02-23T02:44:00,16125.0,BILL_PAYMENT,LOC-002734,SYNREF-00019431,NET-000013,true
TXN-019432,ACCT-004605,ACCT-003122,2023-10-24T20:54:00,1339252.1,REFUND,LOC-001847,SYNREF-00019432,NET-000025,true
TXN-019433,ACCT-005889,ACCT-002354,2023-05-08T11:51:00,596369.15,CASH_WITHDRAWAL,LOC-002992,SYNREF-00019433,,true
