device_id,device_type,person_id,os,first_seen,last_seen,synthetic_flag
DEVICE-008862,Feature Phone,PERSON-000230,Android,2023-10-30,2023-10-30,true
DEVICE-008863,Smartphone,PERSON-001542,iOS,2023-11-15,2023-11-15,true
DEVICE-008864,Smartphone,PERSON-002438,iOS,2023-11-15,2023-11-15,true
DEVICE-008865,Tablet,PERSON-001363,Android,2023-11-15,2023-11-15,true
DEVICE-008866,Smartphone,PERSON-000886,Android,2023-11-15,2023-11-15,true
DEVICE-008867,Tablet,PERSON-002713,iOS,2023-11-15,2023-11-15,true
DEVICE-008868,Feature Phone,PERSON-002713,Android,2023-11-15,2023-11-15,true
DEVICE-008869,Smartphone,PERSON-002105,Android,2023-11-15,2023-11-15,true
DEVICE-008870,Smartphone,PERSON-002922,Android,2023-11-15,2023-11-15,true
DEVICE-008871,Feature Phone,PERSON-000260,Android,2023-07-27,2023-07-27,true
DEVICE-008872,Smartphone,PERSON-001584,iOS,2023-07-27,2023-07-27,true
DEVICE-008873,Feature Phone,PERSON-001584,Android,2023-07-27,2023-07-27,true
DEVICE-008874,Tablet,PERSON-000245,Android,2023-07-27,2023-07-27,true
DEVICE-008875,Feature Phone,PERSON-001691,iOS,2023-07-27,2023-07-27,true
DEVICE-008876,Smartphone,PERSON-002397,iOS,2023-07-27,2023-07-27,true
DEVICE-008877,Feature Phone,PERSON-001747,Android,2023-07-27,2023-07-27,true
DEVICE-008878,Smartphone,PERSON-002846,Android,2023-07-27,2023-07-27,true
DEVICE-008879,Feature Phone,PERSON-002408,Android,2023-07-27,2023-07-27,true
DEVICE-008880,Feature Phone,PERSON-001578,iOS,2023-07-27,2023-07-27,true
DEVICE-008881,Feature Phone,PERSON-002304,Android,2023-07-27,2023-07-27,true
DEVICE-008882,Feature Phone,PERSON-002393,Android,2023-07-27,2023-07-27,true
DEVICE-008883,Smartphone,PERSON-001847,iOS,2023-07-27,2023-07-27,true
DEVICE-008884,Feature Phone,PERSON-001135,Android,2023-11-08,2023-11-08,true
DEVICE-008885,Smartphone,PERSON-001135,Android,2023-11-08,2023-11-08,true
DEVICE-008886,Smartphone,PERSON-000597,iOS,2023-11-08,2023-11-08,true
DEVICE-008887,Smartphone,PERSON-000597,Android,2023-11-08,2023-11-08,true
DEVICE-008888,Feature Phone,PERSON-000860,Android,2023-11-08,2023-11-08,true
DEVICE-008889,Smartphone,PERSON-000860,iOS,2023-11-08,2023-11-08,true
DEVICE-008890,Smartphone,PERSON-000390,iOS,2023-11-08,2023-11-08,true
DEVICE-008891,Feature Phone,PERSON-002660,Android,2023-11-08,2023-11-08,true
DEVICE-008892,Tablet,PERSON-002335,Android,2023-11-08,2023-11-08,true
DEVICE-008893,Smartphone,PERSON-002335,Android,2023-11-08,2023-11-08,true
DEVICE-008894,Smartphone,PERSON-001337,iOS,2023-11-08,2023-11-08,true
DEVICE-008895,Smartphone,PERSON-002558,Android,2023-07-31,2023-07-31,true
DEVICE-008896,Smartphone,PERSON-000717,iOS,2023-07-31,2023-07-31,true
DEVICE-008897,Tablet,PERSON-000667,iOS,2023-07-31,2023-07-31,true
DEVICE-008898,Tablet,PERSON-001658,iOS,2023-07-31,2023-07-31,true
DEVICE-008899,Tablet,PERSON-001890,iOS,2023-07-31,2023-07-31,true
DEVICE-008900,Smartphone,PERSON-002164,iOS,2023-07-31,2023-07-31,true
DEVICE-008901,Feature Phone,PERSON-002499,Android,2023-07-31,2023-07-31,true
DEVICE-008902,Tablet,PERSON-002215,Android,2023-07-31,2023-07-31,true
DEVICE-008903,Tablet,PERSON-000927,Android,2023-01-15,2023-01-15,true
DEVICE-008904,Feature Phone,PERSON-001589,iOS,2023-01-15,2023-01-15,true
DEVICE-008905,Feature Phone,PERSON-001873,Android,2023-01-15,2023-01-15,true
DEVICE-008906,Feature Phone,PERSON-001337,Android,2023-01-15,2023-01-15,true
DEVICE-008907,Smartphone,PERSON-002020,iOS,2023-12-15,2023-12-15,true
DEVICE-008908,Smartphone,PERSON-000120,iOS,2023-12-15,2023-12-15,true
DEVICE-008909,Tablet,PERSON-000765,iOS,2023-12-15,2023-12-15,true
DEVICE-008910,Smartphone,PERSON-001898,Android,2023-12-15,2023-12-15,true
DEVICE-008911,Smartphone,PERSON-002745,iOS,2023-12-15,2023-12-15,true
DEVICE-008912,Tablet,PERSON-002999,iOS,2023-12-15,2023-12-15,true
DEVICE-008913,Tablet,PERSON-000260,Android,2023-04-21,2023-04-21,true
DEVICE-008914,Tablet,PERSON-000245,Android,2023-04-21,2023-04-21,true
DEVICE-008915,Feature Phone,PERSON-000245,Android,2023-04-21,2023-04-21,true
DEVICE-008916,Smartphone,PERSON-000825,Android,2023-04-21,2023-04-21,true
DEVICE-008917,Smartphone,PERSON-001747,iOS,2023-04-21,2023-04-21,true
DEVICE-008918,Smartphone,PERSON-001747,Android,2023-04-21,2023-04-21,true
DEVICE-008919,Feature Phone,PERSON-000374,iOS,2023-04-21,2023-04-21,true
DEVICE-008920,Tablet,PERSON-000374,iOS,2023-04-21,2023-04-21,true
DEVICE-008921,Feature Phone,PERSON-002304,Android,2023-04-21,2023-04-21,true
DEVICE-008922,Smartphone,PERSON-002393,iOS,2023-04-21,2023-04-21,true
DEVICE-008923,Smartphone,PERSON-002821,iOS,2023-03-27,2023-03-27,true
DEVICE-008924,Smartphone,PERSON-001474,iOS,2023-03-27,2023-03-27,true
DEVICE-008925,Smartphone,PERSON-000180,iOS,2023-03-27,2023-03-27,true
DEVICE-008926,Smartphone,PERSON-000180,iOS,2023-03-27,2023-03-27,true
DEVICE-008927,Tablet,PERSON-001262,iOS,2023-03-27,2023-03-27,true
DEVICE-008928,Smartphone,PERSON-000955,Android,2023-03-27,2023-03-27,true
DEVICE-008929,Smartphone,PERSON-000955,iOS,2023-03-27,2023-03-27,true
DEVICE-008930,Smartphone,PERSON-000792,Android,2023-03-27,2023-03-27,true
DEVICE-008931,Tablet,PERSON-000792,iOS,2023-03-27,2023-03-27,true
DEVICE-008932,Tablet,PERSON-000440,Android,2023-03-27,2023-03-27,true
DEVICE-008933,Feature Phone,PERSON-001757,Android,2023-03-27,2023-03-27,true
DEVICE-008934,Tablet,PERSON-001210,iOS,2023-12-01,2023-12-01,true
DEVICE-008935,Smartphone,PERSON-000611,Android,2023-12-01,2023-12-01,true
DEVICE-008936,Tablet,PERSON-002438,Android,2023-12-01,2023-12-01,true
DEVICE-008937,Tablet,PERSON-001596,Android,2023-12-01,2023-12-01,true
DEVICE-008938,Feature Phone,PERSON-000060,Android,2023-12-01,2023-12-01,true
DEVICE-008939,Tablet,PERSON-002713,iOS,2023-12-01,2023-12-01,true
DEVICE-008940,Feature Phone,PERSON-002713,Android,2023-12-01,2023-12-01,true
DEVICE-008941,Tablet,PERSON-002896,iOS,2023-12-01,2023-12-01,true
DEVICE-008942,Smartphone,PERSON-002896,iOS,2023-12-01,2023-12-01,true
DEVICE-008943,Tablet,PERSON-002847,Android,2023-12-01,2023-12-01,true
DEVICE-008944,Smartphone,PERSON-001847,iOS,2023-12-01,2023-12-01,true
DEVICE-008945,Tablet,PERSON-001480,Android,2023-12-01,2023-12-01,true
DEVICE-008946,Smartphone,PERSON-002922,Android,2023-12-01,2023-12-01,true
DEVICE-008947,Feature Phone,PERSON-002922,Android,2023-12-01,2023-12-01,true
DEVICE-008948,Smartphone,PERSON-002821,Android,2023-11-07,2023-11-07,true
DEVICE-008949,Feature Phone,PERSON-001474,iOS,2023-11-07,2023-11-07,true
DEVICE-008950,Feature Phone,PERSON-001115,Android,2023-11-07,2023-11-07,true
DEVICE-008951,Feature Phone,PERSON-002574,iOS,2023-11-07,2023-11-07,true
DEVICE-008952,Feature Phone,PERSON-002574,iOS,2023-11-07,2023-11-07,true
DEVICE-008953,Tablet,PERSON-001610,Android,2023-11-07,2023-11-07,true
DEVICE-008954,Tablet,PERSON-000267,Android,2023-11-07,2023-11-07,true
DEVICE-008955,Smartphone,PERSON-002060,Android,2023-11-07,2023-11-07,true
DEVICE-008956,Feature Phone,PERSON-001757,Android,2023-11-07,2023-11-07,true
DEVICE-008957,Feature Phone,PERSON-000081,Android,2023-05-23,2023-05-23,true
DEVICE-008958,Feature Phone,PERSON-001944,iOS,2023-05-23,2023-05-23,true
DEVICE-008959,Tablet,PERSON-001944,Android,2023-05-23,2023-05-23,true
DEVICE-008960,Tablet,PERSON-001259,Android,2023-05-23,2023-05-23,true
DEVICE-008961,Smartphone,PERSON-000850,iOS,2023-05-23,2023-05-23,true
DEVICE-008962,Smartphone,PERSON-001861,iOS,2023-05-23,2023-05-23,true
DEVICE-008963,Tablet,PERSON-002574,Android,2023-05-23,2023-05-23,true
DEVICE-008964,Smartphone,PERSON-000863,Android,2023-05-23,2023-05-23,true
DEVICE-008965,Tablet,PERSON-000063,iOS,2023-05-23,2023-05-23,true
DEVICE-008966,Smartphone,PERSON-002757,iOS,2023-05-23,2023-05-23,true
DEVICE-008967,Tablet,PERSON-001542,Android,2023-04-17,2023-04-17,true
DEVICE-008968,Tablet,PERSON-000611,Android,2023-04-17,2023-04-17,true
DEVICE-008969,Feature Phone,PERSON-000060,iOS,2023-04-17,2023-04-17,true
DEVICE-008970,Tablet,PERSON-000060,iOS,2023-04-17,2023-04-17,true
DEVICE-008971,Smartphone,PERSON-000832,iOS,2023-04-17,2023-04-17,true
DEVICE-008972,Smartphone,PERSON-000886,iOS,2023-04-17,2023-04-17,true
DEVICE-008973,Smartphone,PERSON-002713,iOS,2023-04-17,2023-04-17,true
DEVICE-008974,Tablet,PERSON-000497,iOS,2023-04-17,2023-04-17,true
DEVICE-008975,Feature Phone,PERSON-000497,Android,2023-04-17,2023-04-17,true
DEVICE-008976,Smartphone,PERSON-001327,iOS,2023-04-17,2023-04-17,true
DEVICE-008977,Smartphone,PERSON-000635,Android,2023-04-17,2023-04-17,true
DEVICE-008978,Feature Phone,PERSON-002922,iOS,2023-04-17,2023-04-17,true
DEVICE-008979,Feature Phone,PERSON-000233,Android,2023-03-09,2023-03-09,true
DEVICE-008980,Smartphone,PERSON-001363,Android,2023-03-09,2023-03-09,true
DEVICE-008981,Tablet,PERSON-001363,Android,2023-03-09,2023-03-09,true
DEVICE-008982,Smartphone,PERSON-000342,iOS,2023-03-09,2023-03-09,true
DEVICE-008983,Smartphone,PERSON-000342,Android,2023-03-09,2023-03-09,true
DEVICE-008984,Tablet,PERSON-000886,iOS,2023-03-09,2023-03-09,true
DEVICE-008985,Feature Phone,PERSON-001059,Android,2023-03-09,2023-03-09,true
DEVICE-008986,Tablet,PERSON-001059,Android,2023-03-09,2023-03-09,true
DEVICE-008987,Feature Phone,PERSON-000144,Android,2023-03-09,2023-03-09,true
DEVICE-008988,Feature Phone,PERSON-000144,iOS,2023-03-09,2023-03-09,true
DEVICE-008989,Smartphone,PERSON-001880,Android,2023-03-09,2023-03-09,true
DEVICE-008990,Tablet,PERSON-002122,iOS,2023-03-09,2023-03-09,true
DEVICE-008991,Feature Phone,PERSON-002082,iOS,2023-03-09,2023-03-09,true
DEVICE-008992,Tablet,PERSON-002082,iOS,2023-03-09,2023-03-09,true
DEVICE-008993,Smartphone,PERSON-000305,iOS,2023-03-09,2023-03-09,true
DEVICE-008994,Tablet,PERSON-000305,iOS,2023-03-09,2023-03-09,true
DEVICE-008995,Tablet,PERSON-001558,Android,2023-09-17,2023-09-17,true
DEVICE-008996,Smartphone,PERSON-001558,Android,2023-09-17,2023-09-17,true
DEVICE-008997,Smartphone,PERSON-000906,Android,2023-09-17,2023-09-17,true
DEVICE-008998,Feature Phone,PERSON-001474,iOS,2023-09-17,2023-09-17,true
DEVICE-008999,Smartphone,PERSON-001474,Android,2023-09-17,2023-09-17,true
DEVICE-009000,Feature Phone,PERSON-001115,iOS,2023-09-17,2023-09-17,true
DEVICE-009001,Feature Phone,PERSON-001115,iOS,2023-09-17,2023-09-17,true
DEVICE-009002,Feature Phone,PERSON-001610,Android,2023-09-17,2023-09-17,true
DEVICE-009003,Tablet,PERSON-001610,iOS,2023-09-17,2023-09-17,true
DEVICE-009004,Smartphone,PERSON-000440,Android,2023-09-17,2023-09-17,true
DEVICE-009005,Tablet,PERSON-000440,Android,2023-09-17,2023-09-17,true
DEVICE-009006,Tablet,PERSON-000792,iOS,2023-09-17,2023-09-17,true
DEVICE-009007,Smartphone,PERSON-002060,iOS,2023-09-17,2023-09-17,true
DEVICE-009008,Smartphone,PERSON-002618,Android,2023-09-17,2023-09-17,true
DEVICE-009009,Smartphone,PERSON-001757,iOS,2023-09-17,2023-09-17,true
DEVICE-009010,Smartphone,PERSON-001757,Android,2023-09-17,2023-09-17,true
DEVICE-009011,Feature Phone,PERSON-002839,Android,2023-05-26,2023-05-26,true
DEVICE-009012,Feature Phone,PERSON-000274,iOS,2023-05-26,2023-05-26,true
DEVICE-009013,Tablet,PERSON-001876,iOS,2023-05-26,2023-05-26,true
DEVICE-009014,Feature Phone,PERSON-000406,Android,2023-05-26,2023-05-26,true
DEVICE-009015,Tablet,PERSON-001691,Android,2023-05-26,2023-05-26,true
DEVICE-009016,Smartphone,PERSON-001277,iOS,2023-05-26,2023-05-26,true
DEVICE-009017,Tablet,PERSON-000232,iOS,2023-05-26,2023-05-26,true
DEVICE-009018,Feature Phone,PERSON-000109,Android,2023-05-26,2023-05-26,true
DEVICE-009019,Tablet,PERSON-000109,Android,2023-05-26,2023-05-26,true
DEVICE-009020,Feature Phone,PERSON-000789,Android,2023-05-26,2023-05-26,true
DEVICE-009021,Tablet,PERSON-002937,iOS,2023-01-26,2023-01-26,true
DEVICE-009022,Tablet,PERSON-000063,iOS,2023-01-26,2023-01-26,true
DEVICE-009023,Tablet,PERSON-000081,Android,2023-01-26,2023-01-26,true
DEVICE-009024,Smartphone,PERSON-000081,Android,2023-01-26,2023-01-26,true
DEVICE-009025,Feature Phone,PERSON-001259,iOS,2023-01-26,2023-01-26,true
DEVICE-009026,Feature Phone,PERSON-000540,Android,2023-06-18,2023-06-18,true
DEVICE-009027,Tablet,PERSON-000180,Android,2023-06-18,2023-06-18,true
DEVICE-009028,Tablet,PERSON-000792,iOS,2023-06-18,2023-06-18,true
DEVICE-009029,Feature Phone,PERSON-002900,iOS,2023-06-18,2023-06-18,true
DEVICE-009030,Tablet,PERSON-002618,Android,2023-06-18,2023-06-18,true
DEVICE-009031,Tablet,PERSON-000440,Android,2023-06-18,2023-06-18,true
DEVICE-009032,Smartphone,PERSON-002371,iOS,2023-06-18,2023-06-18,true
DEVICE-009033,Feature Phone,PERSON-001431,iOS,2023-04-29,2023-04-29,true
DEVICE-009034,Smartphone,PERSON-000081,Android,2023-04-29,2023-04-29,true
DEVICE-009035,Smartphone,PERSON-001259,iOS,2023-04-29,2023-04-29,true
DEVICE-009036,Tablet,PERSON-001861,Android,2023-04-29,2023-04-29,true
DEVICE-009037,Feature Phone,PERSON-000863,iOS,2023-04-29,2023-04-29,true
DEVICE-009038,Feature Phone,PERSON-000063,Android,2023-04-29,2023-04-29,true
DEVICE-009039,Smartphone,PERSON-002757,Android,2023-04-29,2023-04-29,true
DEVICE-009040,Tablet,PERSON-002517,iOS,2023-06-13,2023-06-13,true
DEVICE-009041,Feature Phone,PERSON-002873,Android,2023-06-13,2023-06-13,true
DEVICE-009042,Feature Phone,PERSON-001992,Android,2023-06-13,2023-06-13,true
DEVICE-009043,Feature Phone,PERSON-000083,Android,2023-06-13,2023-06-13,true
DEVICE-009044,Feature Phone,PERSON-002999,iOS,2023-06-13,2023-06-13,true
DEVICE-009045,Smartphone,PERSON-000765,Android,2023-06-13,2023-06-13,true
DEVICE-009046,Feature Phone,PERSON-000357,Android,2023-06-13,2023-06-13,true
DEVICE-009047,Feature Phone,PERSON-002159,Android,2023-03-03,2023-03-03,true
DEVICE-009048,Tablet,PERSON-001110,iOS,2023-03-03,2023-03-03,true
DEVICE-009049,Smartphone,PERSON-000906,Android,2023-03-03,2023-03-03,true
DEVICE-009050,Feature Phone,PERSON-000906,Android,2023-03-03,2023-03-03,true
DEVICE-009051,Feature Phone,PERSON-001172,iOS,2023-03-03,2023-03-03,true
DEVICE-009052,Feature Phone,PERSON-001131,Android,2023-03-03,2023-03-03,true
DEVICE-009053,Smartphone,PERSON-000566,Android,2023-03-03,2023-03-03,true
DEVICE-009054,Tablet,PERSON-000566,Android,2023-03-03,2023-03-03,true
DEVICE-009055,Smartphone,PERSON-001127,iOS,2023-03-03,2023-03-03,true
DEVICE-009056,Tablet,PERSON-000955,Android,2023-03-03,2023-03-03,true
DEVICE-009057,Feature Phone,PERSON-000223,Android,2023-03-03,2023-03-03,true
DEVICE-009058,Smartphone,PERSON-002847,Android,2023-03-03,2023-03-03,true
DEVICE-009059,Tablet,PERSON-000682,Android,2023-01-27,2023-01-27,true
DEVICE-009060,Feature Phone,PERSON-000682,Android,2023-01-27,2023-01-27,true
DEVICE-009061,Feature Phone,PERSON-002737,Android,2023-01-27,2023-01-27,true
DEVICE-009062,Smartphone,PERSON-000473,Android,2023-01-27,2023-01-27,true
DEVICE-009063,Smartphone,PERSON-000042,Android,2023-01-27,2023-01-27,true
DEVICE-009064,Tablet,PERSON-000275,Android,2023-01-27,2023-01-27,true
DEVICE-009065,Smartphone,PERSON-000032,iOS,2023-01-27,2023-01-27,true
DEVICE-009066,Tablet,PERSON-000032,Android,2023-01-27,2023-01-27,true
DEVICE-009067,Smartphone,PERSON-002114,iOS,2023-01-27,2023-01-27,true
DEVICE-009068,Smartphone,PERSON-002279,Android,2023-06-20,2023-06-20,true
DEVICE-009069,Tablet,PERSON-001898,iOS,2023-06-20,2023-06-20,true
DEVICE-009070,Tablet,PERSON-001540,Android,2023-06-20,2023-06-20,true
DEVICE-009071,Smartphone,PERSON-001992,iOS,2023-06-20,2023-06-20,true
DEVICE-009072,Smartphone,PERSON-001543,Android,2023-06-20,2023-06-20,true
DEVICE-009073,Smartphone,PERSON-000765,Android,2023-06-20,2023-06-20,true
DEVICE-009074,Tablet,PERSON-000357,Android,2023-06-20,2023-06-20,true
DEVICE-009075,Feature Phone,PERSON-000822,Android,2023-06-16,2023-06-16,true
DEVICE-009076,Smartphone,PERSON-000846,iOS,2023-06-16,2023-06-16,true
DEVICE-009077,Feature Phone,PERSON-002759,Android,2023-06-16,2023-06-16,true
DEVICE-009078,Feature Phone,PERSON-001071,Android,2023-06-16,2023-06-16,true
DEVICE-009079,Smartphone,PERSON-002068,Android,2023-06-16,2023-06-16,true
DEVICE-009080,Feature Phone,PERSON-002068,Android,2023-06-16,2023-06-16,true
DEVICE-009081,Tablet,PERSON-001667,Android,2023-10-30,2023-10-30,true
DEVICE-009082,Smartphone,PERSON-001210,iOS,2023-10-30,2023-10-30,true
DEVICE-009083,Feature Phone,PERSON-000146,iOS,2023-10-30,2023-10-30,true
DEVICE-009084,Feature Phone,PERSON-000351,iOS,2023-10-30,2023-10-30,true
DEVICE-009085,Feature Phone,PERSON-000351,iOS,2023-10-30,2023-10-30,true
DEVICE-009086,Tablet,PERSON-002887,iOS,2023-10-30,2023-10-30,true
DEVICE-009087,Feature Phone,PERSON-002887,iOS,2023-10-30,2023-10-30,true
DEVICE-009088,Smartphone,PERSON-001589,iOS,2023-10-30,2023-10-30,true
DEVICE-009089,Tablet,PERSON-001670,Android,2023-10-30,2023-10-30,true
DEVICE-009090,Tablet,PERSON-000597,Android,2023-06-30,2023-06-30,true
DEVICE-009091,Feature Phone,PERSON-000062,iOS,2023-06-30,2023-06-30,true
DEVICE-009092,Tablet,PERSON-000405,iOS,2023-06-30,2023-06-30,true
DEVICE-009093,Feature Phone,PERSON-000405,iOS,2023-06-30,2023-06-30,true
DEVICE-009094,Tablet,PERSON-002879,Android,2023-06-30,2023-06-30,true
DEVICE-009095,Tablet,PERSON-000920,iOS,2023-06-30,2023-06-30,true
DEVICE-009096,Tablet,PERSON-000927,iOS,2023-06-30,2023-06-30,true
DEVICE-009097,Tablet,PERSON-001873,Android,2023-06-30,2023-06-30,true
DEVICE-009098,Feature Phone,PERSON-000611,iOS,2023-12-10,2023-12-10,true
DEVICE-009099,Smartphone,PERSON-000648,Android,2023-12-10,2023-12-10,true
DEVICE-009100,Tablet,PERSON-000647,iOS,2023-12-10,2023-12-10,true
DEVICE-009101,Feature Phone,PERSON-000895,iOS,2023-12-10,2023-12-10,true
DEVICE-009102,Tablet,PERSON-000259,Android,2023-12-10,2023-12-10,true
DEVICE-009103,Smartphone,PERSON-000259,Android,2023-12-10,2023-12-10,true
DEVICE-009104,Tablet,PERSON-000898,iOS,2023-12-10,2023-12-10,true
DEVICE-009105,Tablet,PERSON-000898,Android,2023-12-10,2023-12-10,true
DEVICE-009106,Tablet,PERSON-000568,Android,2023-12-10,2023-12-10,true
DEVICE-009107,Tablet,PERSON-000568,iOS,2023-12-10,2023-12-10,true
DEVICE-009108,Tablet,PERSON-001788,iOS,2023-12-10,2023-12-10,true
DEVICE-009109,Smartphone,PERSON-001318,iOS,2023-12-10,2023-12-10,true
DEVICE-009110,Smartphone,PERSON-000245,Android,2023-05-19,2023-05-19,true
DEVICE-009111,Smartphone,PERSON-001747,iOS,2023-05-19,2023-05-19,true
DEVICE-009112,Smartphone,PERSON-001885,iOS,2023-05-19,2023-05-19,true
DEVICE-009113,Feature Phone,PERSON-000374,iOS,2023-05-19,2023-05-19,true
DEVICE-009114,Smartphone,PERSON-001578,Android,2023-05-19,2023-05-19,true
DEVICE-009115,Smartphone,PERSON-002393,Android,2023-05-19,2023-05-19,true
DEVICE-009116,Feature Phone,PERSON-001029,Android,2023-05-19,2023-05-19,true
DEVICE-009117,Feature Phone,PERSON-000295,iOS,2023-02-23,2023-02-23,true
DEVICE-009118,Feature Phone,PERSON-000295,iOS,2023-02-23,2023-02-23,true
DEVICE-009119,Feature Phone,PERSON-001066,iOS,2023-02-23,2023-02-23,true
DEVICE-009120,Tablet,PERSON-001701,iOS,2023-02-23,2023-02-23,true
DEVICE-009121,Smartphone,PERSON-001701,iOS,2023-02-23,2023-02-23,true
DEVICE-009122,Tablet,PERSON-002739,iOS,2023-02-23,2023-02-23,true
DEVICE-009123,Feature Phone,PERSON-000901,Android,2023-02-23,2023-02-23,true
DEVICE-009124,Smartphone,PERSON-000569,iOS,2023-02-23,2023-02-23,true
DEVICE-009125,Feature Phone,PERSON-000569,Android,2023-02-23,2023-02-23,true
DEVICE-009126,Feature Phone,PERSON-001387,Android,2023-02-23,2023-02-23,true
DEVICE-009127,Smartphone,PERSON-001152,Android,2023-02-23,2023-02-23,true
DEVICE-009128,Feature Phone,PERSON-002159,Android,2023-08-02,2023-08-02,true
DEVICE-009129,Tablet,PERSON-001110,Android,2023-08-02,2023-08-02,true
DEVICE-009130,Feature Phone,PERSON-000245,Android,2023-08-02,2023-08-02,true
DEVICE-009131,Smartphone,PERSON-001131,Android,2023-08-02,2023-08-02,true
DEVICE-009132,Feature Phone,PERSON-000955,iOS,2023-08-02,2023-08-02,true
DEVICE-009133,Feature Phone,PERSON-000955,Android,2023-08-02,2023-08-02,true
DEVICE-009134,Feature Phone,PERSON-000223,iOS,2023-08-02,2023-08-02,true
DEVICE-009135,Feature Phone,PERSON-002821,iOS,2023-09-09,2023-09-09,true
DEVICE-009136,Tablet,PERSON-002639,Android,2023-09-09,2023-09-09,true
DEVICE-009137,Smartphone,PERSON-001474,iOS,2023-09-09,2023-09-09,true
DEVICE-009138,Smartphone,PERSON-001474,Android,2023-09-09,2023-09-09,true
DEVICE-009139,Smartphone,PERSON-001115,Android,2023-09-09,2023-09-09,true
DEVICE-009140,Smartphone,PERSON-000180,Android,2023-09-09,2023-09-09,true
DEVICE-009141,Feature Phone,PERSON-001262,Android,2023-09-09,2023-09-09,true
DEVICE-009142,Tablet,PERSON-000792,iOS,2023-09-09,2023-09-09,true
DEVICE-009143,Tablet,PERSON-002060,iOS,2023-09-09,2023-09-09,true
DEVICE-009144,Feature Phone,PERSON-002618,iOS,2023-09-09,2023-09-09,true
DEVICE-009145,Smartphone,PERSON-000440,Android,2023-09-09,2023-09-09,true
DEVICE-009146,Smartphone,PERSON-001757,iOS,2023-09-09,2023-09-09,true
DEVICE-009147,Feature Phone,PERSON-001757,Android,2023-09-09,2023-09-09,true
DEVICE-009148,Smartphone,PERSON-002980,Android,2023-04-13,2023-04-13,true
DEVICE-009149,Smartphone,PERSON-000092,Android,2023-04-13,2023-04-13,true
DEVICE-009150,Tablet,PERSON-000092,Android,2023-04-13,2023-04-13,true
DEVICE-009151,Tablet,PERSON-001615,Android,2023-04-13,2023-04-13,true
DEVICE-009152,Tablet,PERSON-000808,iOS,2023-04-13,2023-04-13,true
DEVICE-009153,Feature Phone,PERSON-001384,Android,2023-04-13,2023-04-13,true
DEVICE-009154,Feature Phone,PERSON-000075,iOS,2023-04-13,2023-04-13,true
DEVICE-009155,Tablet,PERSON-000075,iOS,2023-04-13,2023-04-13,true
DEVICE-009156,Tablet,PERSON-002770,iOS,2023-04-13,2023-04-13,true
DEVICE-009157,Smartphone,PERSON-002770,iOS,2023-04-13,2023-04-13,true
DEVICE-009158,Feature Phone,PERSON-001259,Android,2023-01-19,2023-01-19,true
DEVICE-009159,Feature Phone,PERSON-000850,Android,2023-01-19,2023-01-19,true
DEVICE-009160,Feature Phone,PERSON-002574,Android,2023-01-19,2023-01-19,true
DEVICE-009161,Feature Phone,PERSON-002574,iOS,2023-01-19,2023-01-19,true
DEVICE-009162,Feature Phone,PERSON-000063,iOS,2023-01-19,2023-01-19,true
DEVICE-009163,Smartphone,PERSON-002417,iOS,2023-01-19,2023-01-19,true
DEVICE-009164,Tablet,PERSON-002757,iOS,2023-01-19,2023-01-19,true
DEVICE-009165,Feature Phone,PERSON-002757,iOS,2023-01-19,2023-01-19,true
DEVICE-009166,Tablet,PERSON-001589,iOS,2023-01-19,2023-01-19,true
DEVICE-009167,Tablet,PERSON-001589,iOS,2023-01-19,2023-01-19,true
DEVICE-009168,Tablet,PERSON-002900,Android,2023-10-06,2023-10-06,true
DEVICE-009169,Smartphone,PERSON-001115,iOS,2023-10-06,2023-10-06,true
DEVICE-009170,Feature Phone,PERSON-001262,iOS,2023-10-06,2023-10-06,true
DEVICE-009171,Feature Phone,PERSON-001056,Android,2023-10-06,2023-10-06,true
DEVICE-009172,Feature Phone,PERSON-000792,iOS,2023-10-06,2023-10-06,true
DEVICE-009173,Feature Phone,PERSON-000792,Android,2023-10-06,2023-10-06,true
DEVICE-009174,Tablet,PERSON-002060,iOS,2023-10-06,2023-10-06,true
DEVICE-009175,Smartphone,PERSON-002060,iOS,2023-10-06,2023-10-06,true
DEVICE-009176,Feature Phone,PERSON-002618,Android,2023-10-06,2023-10-06,true
DEVICE-009177,Tablet,PERSON-000440,Android,2023-10-06,2023-10-06,true
DEVICE-009178,Tablet,PERSON-001757,iOS,2023-10-06,2023-10-06,true
DEVICE-009179,Feature Phone,PERSON-001757,Android,2023-10-06,2023-10-06,true
DEVICE-009180,Tablet,PERSON-000538,iOS,2023-12-03,2023-12-03,true
DEVICE-009181,Feature Phone,PERSON-001544,iOS,2023-12-03,2023-12-03,true
DEVICE-009182,Smartphone,PERSON-002873,Android,2023-12-03,2023-12-03,true
DEVICE-009183,Feature Phone,PERSON-001898,iOS,2023-12-03,2023-12-03,true
DEVICE-009184,Smartphone,PERSON-001898,iOS,2023-12-03,2023-12-03,true
DEVICE-009185,Feature Phone,PERSON-001540,Android,2023-12-03,2023-12-03,true
DEVICE-009186,Smartphone,PERSON-001540,Android,2023-12-03,2023-12-03,true
DEVICE-009187,Tablet,PERSON-000405,iOS,2023-12-03,2023-12-03,true
DEVICE-009188,Feature Phone,PERSON-000083,iOS,2023-12-03,2023-12-03,true
DEVICE-009189,Feature Phone,PERSON-001205,iOS,2023-12-03,2023-12-03,true
