evidence_id,case_id,evidence_type,source,collected_at,location_id,related_person_id,related_vehicle_id,related_device_id,description,reliability,integrity_sha256,synthetic_flag
EVID-006663,CASE-000954,DIGITAL,Synthetic Source,2023-10-30T04:12:00,LOC-002884,PERSON-001210,VEH-001061,DEVICE-006780,Synthetic evidence record,0.62,47da210f48abc8c34f9e3b9b03a5e57f63aefd424a0da2f2fd8c28b462483360,true
EVID-006664,CASE-000954,SURVEILLANCE,Synthetic Source,2023-10-30T04:12:00,LOC-002885,PERSON-001210,VEH-001061,DEVICE-004494,Synthetic evidence record,0.96,3d12e0c512e505c652752397aa335b459f500ca9fea1327cd27df18f2f0f90d4,true
EVID-006665,CASE-000954,PHYSICAL,Synthetic Source,2023-10-30T04:12:00,LOC-002884,PERSON-000146,VEH-002407,DEVICE-006451,Synthetic evidence record,0.83,de973ff4299f1ff97d0e1209bf21b8ccb1d06048f85fbe9ade6393ded002bfeb,true
EVID-006666,CASE-000955,CCTV,Synthetic Source,2023-06-30T04:35:00,LOC-002886,PERSON-000920,VEH-001686,DEVICE-002926,Synthetic evidence record,0.93,fa75a471f0b164ea28efceb0afddc2e4cc3b7ea34359873382cd677524c9ad7e,true
EVID-006667,CASE-000955,FINANCIAL,Synthetic Source,2023-06-30T04:35:00,LOC-002889,PERSON-000920,VEH-001603,DEVICE-006250,Synthetic evidence record,0.72,ea0ec594ab646440570a137bb14df59b6ddb3c6fa43990d4d0eb3f5788a28f12,true
EVID-006668,CASE-000955,PHONE,Synthetic Source,2023-06-30T04:35:00,LOC-002886,PERSON-001873,VEH-004493,DEVICE-003472,Synthetic evidence record,0.95,fc0e1866ff3a452ad33ed3107d16b0789306929b3505a1cd26d8aa3073d647ff,true
EVID-006669,CASE-000955,SURVEILLANCE,Synthetic Source,2023-06-30T04:35:00,LOC-002886,PERSON-000062,VEH-003701,DEVICE-002489,Synthetic evidence record,0.73,fe410bd41d7d35028609a220447918d12cd01583e2777dccae955ed8027ed537,true
EVID-006670,CASE-000955,PHONE,Synthetic Source,2023-06-30T04:35:00,LOC-002887,PERSON-000927,VEH-000179,DEVICE-000745,Synthetic evidence record,0.66,70c4aa6cff199fb0e072da8a7f809ff968320d85d11b2209f2c596de95aa87b0,true
EVID-006671,CASE-000955,FINANCIAL,Synthetic Source,2023-06-30T04:35:00,LOC-002889,PERSON-000062,VEH-003701,DEVICE-003350,Synthetic evidence record,0.65,6366296639fe079fcac95088d77404f93de92a2121138f0d25cafcd15ea1dc86,true
EVID-006672,CASE-000955,DIGITAL,Synthetic Source,2023-06-30T04:35:00,LOC-002886,PERSON-001873,VEH-003976,DEVICE-007398,Synthetic evidence record,0.7,245b07c5d2ba36d9ffc734a7677b90f6411a3ec949cf7e33bef6e4e6526575f8,true
EVID-006673,CASE-000956,DIGITAL,Synthetic Source,2023-12-10T10:28:00,LOC-002893,PERSON-000647,VEH-003507,DEVICE-007803,Synthetic evidence record,0.73,aeb4c074da04e7ffb52104c67864271185ecca4565e37dcf985ad513f3d85b2f,true
EVID-006674,CASE-000956,DOCUMENT,Synthetic Source,2023-12-10T10:28:00,LOC-002891,PERSON-000898,VEH-003805,DEVICE-006637,Synthetic evidence record,0.69,a4433d7cd17eabb52594c9a01da23cfd759e7cbc29b3568a4a37dbf0c064afe3,true
EVID-006675,CASE-000956,PHYSICAL,Synthetic Source,2023-12-10T10:28:00,LOC-002891,PERSON-001788,VEH-004497,DEVICE-007175,Synthetic evidence record,0.8,e7e2871ad25aee21aceb6a62ae5c4f8a2f0fd78c8a54795e037cea1fb3c9c455,true
EVID-006676,CASE-000956,PHONE,Synthetic Source,2023-12-10T10:28:00,LOC-002892,PERSON-001318,VEH-000392,DEVICE-006643,Synthetic evidence record,0.7,38c70419bf3a8f65b63f1cf71cc28651db7f2f90aa764a9712cee4565b5d1162,true
EVID-006677,CASE-000956,CCTV,Synthetic Source,2023-12-10T10:28:00,LOC-002891,PERSON-000568,VEH-002607,DEVICE-005111,Synthetic evidence record,0.65,47d340e84cc833bb66535993f5aca047bf13d913af0eea3fa2e3073fc94bb1ad,true
EVID-006678,CASE-000956,PHONE,Synthetic Source,2023-12-10T10:28:00,LOC-002892,PERSON-000611,VEH-003090,DEVICE-004282,Synthetic evidence record,0.74,b8a02ba8bf344b8e9f8eaf26a559745fd67d48562300a8902e9544be357dbd92,true
EVID-006679,CASE-000957,PHYSICAL,Synthetic Source,2023-05-19T18:47:00,LOC-002894,PERSON-000374,VEH-004053,DEVICE-007832,Synthetic evidence record,0.88,5c2f4560c6dfbf7fc045a7717a6cd7dadc8e7b26b088300be10cdf9014681598,true
EVID-006680,CASE-000957,CCTV,Synthetic Source,2023-05-19T18:47:00,LOC-002894,PERSON-000245,VEH-002445,DEVICE-000006,Synthetic evidence record,0.88,b17d240e95bc5d40e277a95618c38566280b529e1241ce8a7f0e772f7143b663,true
EVID-006681,CASE-000957,PHYSICAL,Synthetic Source,2023-05-19T18:47:00,LOC-002895,PERSON-000245,VEH-004499,DEVICE-006344,Synthetic evidence record,0.86,4b0e440fe1e49cf02df2609db20045360ec16ca708012bb6350098f2549a04dd,true
EVID-006682,CASE-000957,PHONE,Synthetic Source,2023-05-19T18:47:00,LOC-002895,PERSON-001747,VEH-003810,DEVICE-008223,Synthetic evidence record,0.9,f532e3dda82e750310726c449f292e708b9134eee5d5bb73a3f8e0326971c108,true
EVID-006683,CASE-000957,PHONE,Synthetic Source,2023-05-19T18:47:00,LOC-002894,PERSON-001029,VEH-003443,DEVICE-008417,Synthetic evidence record,0.71,7c17fbf6cff03e9a1e17ff107efdfa490db64a5dab3d04e6786b2bf6ffb84b8f,true
EVID-006684,CASE-000958,SURVEILLANCE,Synthetic Source,2023-02-23T12:13:00,LOC-002897,PERSON-001152,VEH-002333,DEVICE-001712,Synthetic evidence record,0.91,65ec348fad12ff677e5865c7f34325df3b288f559d6432659fd283ef2601b85e,true
EVID-006685,CASE-000958,PHONE,Synthetic Source,2023-02-23T12:13:00,LOC-002897,PERSON-000901,VEH-001694,DEVICE-001426,Synthetic evidence record,0.83,726175907f104c032fc03c72346293265fea8c9f3c9183ac5920023f4e76f06f,true
EVID-006686,CASE-000958,FINANCIAL,Synthetic Source,2023-02-23T12:13:00,LOC-002899,PERSON-002739,VEH-004505,DEVICE-009122,Synthetic evidence record,0.76,277f7e2c03d7e9c76a6d327d2f574ebe7903c59bbede7766afae096699fcc505,true
EVID-006687,CASE-000958,FINANCIAL,Synthetic Source,2023-02-23T12:13:00,LOC-002898,PERSON-000569,VEH-000967,DEVICE-001750,Synthetic evidence record,0.89,e602d4bfbf1f2f54a5abf09fe10cc3426daa36c2615cd881131382ed783037f8,true
EVID-006688,CASE-000958,DOCUMENT,Synthetic Source,2023-02-23T12:13:00,LOC-002899,PERSON-000901,VEH-001694,DEVICE-009123,Synthetic evidence record,0.73,000e4446cb3137b93424a31fb40e24477662adadf57f9e2b0a8815dcb6994aa2,true
EVID-006689,CASE-000958,DOCUMENT,Synthetic Source,2023-02-23T12:13:00,LOC-002899,PERSON-000901,VEH-001694,DEVICE-001804,Synthetic evidence record,0.93,2d7d092af700afb1a472e9cf9a191bbe88155fc4b2bcbc78e96a57ff750399ab,true
EVID-006690,CASE-000959,PHONE,Synthetic Source,2023-08-02T12:30:00,LOC-002901,PERSON-000223,VEH-004511,DEVICE-009134,Synthetic evidence record,0.95,2ad14e8f1d860d481de51487c9b71a95f5298a48de515673632005f9e61db226,true
EVID-006691,CASE-000959,PHONE,Synthetic Source,2023-08-02T12:30:00,LOC-002904,PERSON-000245,VEH-004509,DEVICE-007409,Synthetic evidence record,0.68,1ac625049006d0b2fbb55c8b9470bc93ab887a8fba84830b4d365461f94d2323,true
EVID-006692,CASE-000959,DOCUMENT,Synthetic Source,2023-08-02T12:30:00,LOC-002902,PERSON-002159,VEH-001824,DEVICE-001588,Synthetic evidence record,0.7,f2ebece573c2cbd5011cf6cc07f481dc2e0c6a3980ba99305936187155186212,true
EVID-006693,CASE-000959,PHONE,Synthetic Source,2023-08-02T12:30:00,LOC-002904,PERSON-000223,VEH-004474,DEVICE-000617,Synthetic evidence record,0.68,4dc7ad77546e3c575a08b6caa320e45750718bef9fb647a21cbb55d7ebcd1878,true
EVID-006694,CASE-000959,FINANCIAL,Synthetic Source,2023-08-02T12:30:00,LOC-002904,PERSON-002159,VEH-004469,DEVICE-001588,Synthetic evidence record,0.88,26c142f8b4b26ba51504efb1e22665ca84591601c6bca1b4b0b6e5f28a42ec66,true
EVID-006695,CASE-000959,DOCUMENT,Synthetic Source,2023-08-02T12:30:00,LOC-002902,PERSON-000223,VEH-004511,DEVICE-001627,Synthetic evidence record,0.94,46ffa1b1d45ea631574cf7e4c8dbb237bc71f1c9082f27d73233d6535f695408,true
EVID-006696,CASE-000959,CCTV,Synthetic Source,2023-08-02T12:30:00,LOC-002902,PERSON-000223,VEH-001947,DEVICE-000618,Synthetic evidence record,0.67,de035263d374181c175bf59ca9818dd39488d7ead17201dadefc04a94a7bf890,true
EVID-006697,CASE-000959,CCTV,Synthetic Source,2023-08-02T12:30:00,LOC-002901,PERSON-002159,VEH-001824,DEVICE-001128,Synthetic evidence record,0.98,ddb0be206f2b165421ee7ef512c320b489b9575560d3a00f5045ed283430d0b0,true
EVID-006698,CASE-000960,DIGITAL,Synthetic Source,2023-09-09T20:25:00,LOC-002907,PERSON-001474,VEH-001601,DEVICE-005835,Synthetic evidence record,0.67,bdfb23672e9e18d1a9a17a038982e23b0d5be505cb62a3917531e340eaa1e265,true
EVID-006699,CASE-000960,DOCUMENT,Synthetic Source,2023-09-09T20:25:00,LOC-002907,PERSON-001262,VEH-003390,DEVICE-007708,Synthetic evidence record,0.66,0ec918b19a5411839623045dedc3490964a1f50b2d56fc1ca85eba24fa870f1f,true
EVID-006700,CASE-000960,PHONE,Synthetic Source,2023-09-09T20:25:00,LOC-002908,PERSON-001115,VEH-000125,DEVICE-001051,Synthetic evidence record,0.7,3fc3a6301efd1240a6b88ebea17c316252f129e1547eed8354cf55518c98bcae,true
EVID-006701,CASE-000960,DOCUMENT,Synthetic Source,2023-09-09T20:25:00,LOC-002905,PERSON-001115,VEH-001049,DEVICE-003535,Synthetic evidence record,0.81,0e819df12a7fe43e3dda6b2c4648fc9053cf153c97c80d4dcc3f445d8f00b518,true
EVID-006702,CASE-000960,CCTV,Synthetic Source,2023-09-09T20:25:00,LOC-002905,PERSON-001262,VEH-003885,DEVICE-002824,Synthetic evidence record,0.91,7d52ad8e3106428bfe6802a10268d0e047049d8ede5d58db3eeaee8275993d3b,true
EVID-006703,CASE-000960,CCTV,Synthetic Source,2023-09-09T20:25:00,LOC-002907,PERSON-002618,VEH-003064,DEVICE-008166,Synthetic evidence record,0.75,921492b1276a0b51d8d9d949345d5514556acdd22f8c594e09dc80fbb0f1e38c,true
EVID-006704,CASE-000960,PHONE,Synthetic Source,2023-09-09T20:25:00,LOC-002907,PERSON-001474,VEH-002860,DEVICE-006445,Synthetic evidence record,0.95,1bbb565eaa0c84c65d359b798adb40dbbabc2b64f0c4d6ca7d3a0b00c1f5ff6c,true
EVID-006705,CASE-000960,SURVEILLANCE,Synthetic Source,2023-09-09T20:25:00,LOC-002906,PERSON-002060,VEH-001817,DEVICE-006599,Synthetic evidence record,0.95,3ec79b52475e05fb67d1ba4ec88f7cc0fe6749a0f45323688fcf49378c454e9f,true
EVID-006706,CASE-000961,FINANCIAL,Synthetic Source,2023-04-13T14:16:00,LOC-002910,PERSON-002980,VEH-003200,DEVICE-004086,Synthetic evidence record,0.64,f8659ae61d2ebc5689633523b434599e45758eeaa85795ffdeb248aa7c1dc875,true
EVID-006707,CASE-000961,CCTV,Synthetic Source,2023-04-13T14:16:00,LOC-002910,PERSON-001615,VEH-001796,DEVICE-001039,Synthetic evidence record,0.74,8a23f6936ad31916c0cabc41286cbfb34492351ba7cde5d4244f6ccbb9c72487,true
EVID-006708,CASE-000961,DIGITAL,Synthetic Source,2023-04-13T14:16:00,LOC-002911,PERSON-000092,VEH-002011,DEVICE-008757,Synthetic evidence record,0.72,eb0b4e60b9f0ada74eaa2c0660a73a8fb630caab6463bb3ea81581f6d648868d,true
EVID-006709,CASE-000961,DOCUMENT,Synthetic Source,2023-04-13T14:16:00,LOC-002911,PERSON-001615,VEH-002549,DEVICE-005212,Synthetic evidence record,0.93,c11bbad3a7f8841809798a17dc0c64302a9cc9852aa5ab789e1cdc3f64859f14,true
EVID-006710,CASE-000961,DIGITAL,Synthetic Source,2023-04-13T14:16:00,LOC-002911,PERSON-001384,VEH-004520,DEVICE-007134,Synthetic evidence record,0.66,08dc2d562dbc3e3493990bb7e43bdcd1563cb054e797035400345118c3ead746,true
EVID-006711,CASE-000962,CCTV,Synthetic Source,2023-01-19T19:41:00,LOC-002913,PERSON-002574,VEH-003643,DEVICE-008963,Synthetic evidence record,0.82,2af054af72cf43898c5692553767b07c84c9f7103b7ac611bd831480c867c6b3,true
EVID-006712,CASE-000962,CCTV,Synthetic Source,2023-01-19T19:41:00,LOC-002915,PERSON-002574,VEH-000108,DEVICE-007042,Synthetic evidence record,0.92,555e8268633aecb34a688ba5a39b0ddb70ccb345ecb4dd108896c9813b17b393,true
EVID-006713,CASE-000962,DIGITAL,Synthetic Source,2023-01-19T19:41:00,LOC-002913,PERSON-001589,VEH-001908,DEVICE-001421,Synthetic evidence record,0.61,17d0a32e8ab976967f1f58f39ab1105b9736382226b9e3d33f7cc3c123ca712f,true
EVID-006714,CASE-000962,PHONE,Synthetic Source,2023-01-19T19:41:00,LOC-002912,PERSON-001259,VEH-001304,DEVICE-008661,Synthetic evidence record,0.84,4dd76b9e3487d2bf871c1d800e2233727c40951482b27cee0596098f22ada1de,true
EVID-006715,CASE-000962,DOCUMENT,Synthetic Source,2023-01-19T19:41:00,LOC-002914,PERSON-000850,VEH-000931,DEVICE-004689,Synthetic evidence record,0.93,9f13ee46e81e1893af30ca4f37f7f38761610474cc118e5f3e460bcc1267fac4,true
EVID-006716,CASE-000962,DIGITAL,Synthetic Source,2023-01-19T19:41:00,LOC-002914,PERSON-000850,VEH-000797,DEVICE-002833,Synthetic evidence record,0.95,1928ef78534aedb2e60eb1e6494b1cb0efbd964e5afc9b56dfd1d1830e4cc9bb,true
EVID-006717,CASE-000962,DIGITAL,Synthetic Source,2023-01-19T19:41:00,LOC-002912,PERSON-002757,VEH-000770,DEVICE-006501,Synthetic evidence record,0.68,afc8c877ce421d5a96e36faae57669b74f553b75ead697ff54c3be661dd41ba6,true
EVID-006718,CASE-000962,PHONE,Synthetic Source,2023-01-19T19:41:00,LOC-002912,PERSON-002417,VEH-002091,DEVICE-005631,Synthetic evidence record,0.64,5efc559a08a2c1fc8e5f9d3487a5fe8e3771be94f0a6b4a1180d94b57e4b021c,true
EVID-006719,CASE-000963,DIGITAL,Synthetic Source,2023-10-06T16:04:00,LOC-002918,PERSON-000440,VEH-001925,DEVICE-006600,Synthetic evidence record,0.86,da8296a1bbe8f47ca956515b793feeaed2c36de79385ff0a7ff8d164e3e92ba1,true
EVID-006720,CASE-000963,PHONE,Synthetic Source,2023-10-06T16:04:00,LOC-002917,PERSON-000792,VEH-000291,DEVICE-004884,Synthetic evidence record,0.7,0106e8f030f2063480ff10dc5a91b9ae34bfe369a41f0c760f52d64d304f1b54,true
EVID-006721,CASE-000963,CCTV,Synthetic Source,2023-10-06T16:04:00,LOC-002917,PERSON-002618,VEH-000984,DEVICE-004548,Synthetic evidence record,0.61,914a6159edd4b21b826d779f2438635008ccdf89a357210b5243bfcc4d8ffec3,true
EVID-006722,CASE-000963,PHONE,Synthetic Source,2023-10-06T16:04:00,LOC-002917,PERSON-001115,VEH-003579,DEVICE-001051,Synthetic evidence record,0.94,ef5c9d0d2f08376eee0c8bc574e7cb36810bd3bda122996629b32b759d9f1db3,true
EVID-006723,CASE-000963,PHONE,Synthetic Source,2023-10-06T16:04:00,LOC-002917,PERSON-001115,VEH-000125,DEVICE-005402,Synthetic evidence record,0.79,487b0b6bde160450817c87b03a4f7ed3ee03055a2da768ab94c0e31ac51949d0,true
EVID-006724,CASE-000963,DOCUMENT,Synthetic Source,2023-10-06T16:04:00,LOC-002916,PERSON-001056,VEH-004529,DEVICE-005256,Synthetic evidence record,0.82,d1d233e8c9565bf27ae7bc0812441b052a2ea2d290ffa9b1f41fb206fafbb57c,true
EVID-006725,CASE-000963,FINANCIAL,Synthetic Source,2023-10-06T16:04:00,LOC-002916,PERSON-001757,VEH-001577,DEVICE-005857,Synthetic evidence record,0.86,b0127e7397a78afaf22d8e3e1b0a8438e985284df3c74d911bbee6dafcf431b1,true
EVID-006726,CASE-000964,DOCUMENT,Synthetic Source,2023-12-03T17:01:00,LOC-002919,PERSON-000405,VEH-004111,DEVICE-003708,Synthetic evidence record,0.65,28083410a6c0ae4298b4a12c41b60401ce71c7403e427b3f0e917adda8148547,true
EVID-006727,CASE-000964,DIGITAL,Synthetic Source,2023-12-03T17:01:00,LOC-002920,PERSON-001898,VEH-002842,DEVICE-001342,Synthetic evidence record,0.88,6c8f5df6a61c9a169dc00028daf16950ac345d6f6ccc3703f43a6921e4c2b7ce,true
EVID-006728,CASE-000964,PHYSICAL,Synthetic Source,2023-12-03T17:01:00,LOC-002919,PERSON-000405,VEH-000767,DEVICE-005746,Synthetic evidence record,0.71,356ffabb532e24fcc7080fb918c486f181ea8ebd8b2cc8be9ab257382e5e0dac,true
EVID-006729,CASE-000964,DOCUMENT,Synthetic Source,2023-12-03T17:01:00,LOC-002920,PERSON-001544,VEH-000076,DEVICE-004623,Synthetic evidence record,0.88,09ff6ca8baf9342d759e92c55deae5a98edc4fef572fbbda9757e97e5a2bd35b,true
EVID-006730,CASE-000964,PHONE,Synthetic Source,2023-12-03T17:01:00,LOC-002919,PERSON-002873,VEH-001778,DEVICE-001542,Synthetic evidence record,0.68,b4468daa61c87466cf49ab50abb2bfc9c8e330471d09d3241611314933fbc80b,true
EVID-006731,CASE-000964,DOCUMENT,Synthetic Source,2023-12-03T17:01:00,LOC-002920,PERSON-001205,VEH-001783,DEVICE-008441,Synthetic evidence record,0.91,dadaa84d66854d539bcd1ac5bb7da915c85594022662e622a2e8e8535958e785,true
EVID-006732,CASE-000964,PHONE,Synthetic Source,2023-12-03T17:01:00,LOC-002919,PERSON-001898,VEH-001549,DEVICE-001342,Synthetic evidence record,0.62,5306639cc36e57f786eac40bf046cb5f1979496fc01421d41817d53213a5f00e,true
EVID-006733,CASE-000964,CCTV,Synthetic Source,2023-12-03T17:01:00,LOC-002920,PERSON-001205,VEH-000338,DEVICE-006762,Synthetic evidence record,0.82,d93ea95fa51348055c5d24ad72023e38eb3fd2778b2a35498ccbfc06904f62b3,true
EVID-006734,CASE-000965,CCTV,Synthetic Source,2023-11-04T22:10:00,LOC-002921,PERSON-001205,VEH-003296,DEVICE-002080,Synthetic evidence record,0.98,6ca5f4c260b265cbed906f4e792175986e35be0d7d2c7a3f686f66d828c3fc22,true
EVID-006735,CASE-000965,DIGITAL,Synthetic Source,2023-11-04T22:10:00,LOC-002922,PERSON-002020,VEH-004540,DEVICE-006757,Synthetic evidence record,0.68,5c1c9e74c3038f49acd7e82a8ce9aa9b3ec6dcae32c740009ccf28b788ec33d1,true
EVID-006736,CASE-000965,DIGITAL,Synthetic Source,2023-11-04T22:10:00,LOC-002922,PERSON-002999,VEH-002534,DEVICE-002108,Synthetic evidence record,0.94,6a837d9f4df0509ef20f2d3b22d4de249ea57bcd0375c2d8d0e448d38b9e27a4,true
EVID-006737,CASE-000965,DIGITAL,Synthetic Source,2023-11-04T22:10:00,LOC-002921,PERSON-000357,VEH-003851,DEVICE-004361,Synthetic evidence record,0.72,466807141a4c31c29b35dd4099cc3c5785874236de813bdc892d2bc50e4b3bd8,true
EVID-006738,CASE-000965,PHYSICAL,Synthetic Source,2023-11-04T22:10:00,LOC-002921,PERSON-001205,VEH-001406,DEVICE-006943,Synthetic evidence record,0.86,e87e03e4b554acd356bd28222cdee84a08aebb3a8a5b86eb146811ce541b1511,true
EVID-006739,CASE-000965,FINANCIAL,Synthetic Source,2023-11-04T22:10:00,LOC-002921,PERSON-002020,VEH-004294,DEVICE-006087,Synthetic evidence record,0.66,2409a20d55c851c9a8719c808eecdfbcd4fac37f169ba106eae1df35edb02638,true
EVID-006740,CASE-000966,SURVEILLANCE,Synthetic Source,2023-03-28T05:02:00,LOC-002924,PERSON-001516,VEH-004547,DEVICE-002711,Synthetic evidence record,0.72,801bad3a71640a4210cecac01c38f3b943a529832cb03b8780961151378bf95f,true
EVID-006741,CASE-000966,PHONE,Synthetic Source,2023-03-28T05:02:00,LOC-002924,PERSON-000838,VEH-001668,DEVICE-000022,Synthetic evidence record,0.94,3d7383c66e76995e234566eb314119e15ab8d891b4633cea05b302b06f3bacfc,true
EVID-006742,CASE-000966,PHONE,Synthetic Source,2023-03-28T05:02:00,LOC-002924,PERSON-002197,VEH-001875,DEVICE-002997,Synthetic evidence record,0.78,b8f727be01cf3fc509887435e55b447dd94585237850fa44afb1f773cb5043eb,true
EVID-006743,CASE-000966,CCTV,Synthetic Source,2023-03-28T05:02:00,LOC-002923,PERSON-002197,VEH-002259,DEVICE-000116,Synthetic evidence record,0.98,672ca0f09e1d1ac76ce232716e2bf234fab3166b1485bac6dd5e623c5bb349aa,true
EVID-006744,CASE-000966,FINANCIAL,Synthetic Source,2023-03-28T05:02:00,LOC-002923,PERSON-001516,VEH-004547,DEVICE-002711,Synthetic evidence record,0.73,c551eb3a31c19607d05695a0ba8298e95ebecd71a61e5722ef8004f0c30a9362,true
EVID-006745,CASE-000966,PHONE,Synthetic Source,2023-03-28T05:02:00,LOC-002923,PERSON-000295,VEH-000996,DEVICE-008467,Synthetic evidence record,0.85,45eea9ba052c8a10af2ac3757ef00fdf7abdd49f67a8e57cdc1f679a7e8ac4b6,true
EVID-006746,CASE-000966,CCTV,Synthetic Source,2023-03-28T05:02:00,LOC-002924,PERSON-002197,VEH-004025,DEVICE-001929,Synthetic evidence record,0.8,ff8477660a314f9f1e50c2f0525c5f6b7c8016c80c5223cb850d1f8cb3ee586e,true
EVID-006747,CASE-000967,DOCUMENT,Synthetic Source,2023-04-13T12:17:00,LOC-002926,PERSON-000906,VEH-000023,DEVICE-001591,Synthetic evidence record,0.84,a3ca24eb6871466513a847a8b4889dbd8a9a16960f3d4c9e162caef272c3d484,true
EVID-006748,CASE-000967,DIGITAL,Synthetic Source,2023-04-13T12:17:00,LOC-002927,PERSON-002609,VEH-004093,DEVICE-009212,Synthetic evidence record,0.88,49317523ac2335ce8858eddf779c23d6c7e7d49bf6dcd1e6f204cb4aadcd68cd,true
EVID-006749,CASE-000967,DOCUMENT,Synthetic Source,2023-04-13T12:17:00,LOC-002925,PERSON-002609,VEH-001211,DEVICE-001115,Synthetic evidence record,0.96,9e66744956defedb0defe6513a941eddccb4b780777732f68529e60bf5e4629f,true
EVID-006750,CASE-000967,PHYSICAL,Synthetic Source,2023-04-13T12:17:00,LOC-002926,PERSON-000217,VEH-000265,DEVICE-008450,Synthetic evidence record,0.86,5660b815ede6a7bd6c2b7a2cc9186792ee29547eb80ac365e8d29cced304a5ad,true
EVID-006751,CASE-000967,DOCUMENT,Synthetic Source,2023-04-13T12:17:00,LOC-002927,PERSON-002938,VEH-001892,DEVICE-004031,Synthetic evidence record,0.7,4b62bbab6c65801cef613f1fd4cba78b60b5f6beea2aadd22061901e951d462a,true
EVID-006752,CASE-000967,PHONE,Synthetic Source,2023-04-13T12:17:00,LOC-002925,PERSON-001768,VEH-001994,DEVICE-000348,Synthetic evidence record,0.92,cde3cfd300d9a9b31dc453ac64b8abcb56f50d47c78eab9b4cb0aa9448556720,true
EVID-006753,CASE-000967,PHONE,Synthetic Source,2023-04-13T12:17:00,LOC-002925,PERSON-000906,VEH-004550,DEVICE-001633,Synthetic evidence record,0.61,0f26e289eb67e4b3d44b780db69cdb95059e372a8249b0d30a5030b8da49abf6,true
EVID-006754,CASE-000968,FINANCIAL,Synthetic Source,2023-04-22T23:23:00,LOC-002930,PERSON-000175,VEH-001118,DEVICE-001688,Synthetic evidence record,0.77,8af90d32206b4e58850626ff6581cd8cc9beb223e50229f239f839a44b60f43c,true
EVID-006755,CASE-000968,SURVEILLANCE,Synthetic Source,2023-04-22T23:23:00,LOC-002930,PERSON-000175,VEH-000858,DEVICE-006333,Synthetic evidence record,0.63,7c1a1736b523b7126d4903aef2cdf0b100e81b35f008ac204b7fd389c55c5e5b,true
EVID-006756,CASE-000968,PHYSICAL,Synthetic Source,2023-04-22T23:23:00,LOC-002928,PERSON-002845,VEH-001428,DEVICE-004443,Synthetic evidence record,0.79,0e69fc4b845809b56094c7d89db6b344bbc4abe3470f25a2a8b2092cccb3f947,true
EVID-006757,CASE-000968,SURVEILLANCE,Synthetic Source,2023-04-22T23:23:00,LOC-002931,PERSON-000001,VEH-000859,DEVICE-005122,Synthetic evidence record,0.74,0dce6b75df1204fb33ed4fac9df96542955b3153dc938f9981a124ddc6376e2d,true
EVID-006758,CASE-000968,PHYSICAL,Synthetic Source,2023-04-22T23:23:00,LOC-002930,PERSON-001385,VEH-003114,DEVICE-005246,Synthetic evidence record,0.77,40e03d1106ab9c20b9756676d57ccdddcbbb0063a59985b87ee9d16bf94bda02,true
EVID-006759,CASE-000969,PHYSICAL,Synthetic Source,2023-11-21T20:02:00,LOC-002934,PERSON-001769,VEH-003346,DEVICE-006838,Synthetic evidence record,0.78,a815c46b920b2ab098876e034a0691ce379916d1e231765899ebf5d5e59db3d1,true
EVID-006760,CASE-000969,DIGITAL,Synthetic Source,2023-11-21T20:02:00,LOC-002932,PERSON-000734,VEH-001838,DEVICE-003701,Synthetic evidence record,0.79,2c2409f8fd0a4f534c2cb7fd23f2a843668199fcbf31d012d8fb08a447bd3f19,true
EVID-006761,CASE-000969,DIGITAL,Synthetic Source,2023-11-21T20:02:00,LOC-002932,PERSON-002954,VEH-002651,DEVICE-004394,Synthetic evidence record,0.84,05bb96dfead86555adb60f487672a38859d8d85009613fbe6ffb56dba707e8a9,true
EVID-006762,CASE-000969,DOCUMENT,Synthetic Source,2023-11-21T20:02:00,LOC-002934,PERSON-001478,VEH-003853,DEVICE-005703,Synthetic evidence record,0.74,7d56c15ecdf9d5ece9b114f6ec2cc9bb7f76c7772bbe1152994152030bf27633,true
EVID-006763,CASE-000969,DOCUMENT,Synthetic Source,2023-11-21T20:02:00,LOC-002934,PERSON-000222,VEH-001861,DEVICE-003756,Synthetic evidence record,0.62,b7da05af184112873f960aa50af8db79c8cc5cff166af86851f281ec6ba7e39e,true
EVID-006764,CASE-000969,PHONE,Synthetic Source,2023-11-21T20:02:00,LOC-002932,PERSON-000734,VEH-004073,DEVICE-004824,Synthetic evidence record,0.98,54af733965f8eeaffb91dd539d168d6d20c7442d1ebc19d5247937ee07f8105b,true
EVID-006765,CASE-000969,CCTV,Synthetic Source,2023-11-21T20:02:00,LOC-002933,PERSON-000734,VEH-003339,DEVICE-002246,Synthetic evidence record,0.9,18473974ae998930af02b6d9b1c28e36efb7e73020ceb98d4ba2827f1ec582f2,true
EVID-006766,CASE-000970,PHONE,Synthetic Source,2023-06-20T02:31:00,LOC-002936,PERSON-001474,VEH-002860,DEVICE-001959,Synthetic evidence record,0.9,4233e3451c494866c7de07a59d8994b5567c295c30b9590e97b4762a9433b427,true
EVID-006767,CASE-000970,PHYSICAL,Synthetic Source,2023-06-20T02:31:00,LOC-002936,PERSON-001757,VEH-001401,DEVICE-001059,Synthetic evidence record,0.69,b5bdf35a2ccff4f56bf158961f25e09333fa1f8f9e5d9bcab367de806bd50b72,true
