organization_id,name,organization_type,location_id,network_type,status,synthetic_flag
ORG-000853,Aster Enterprises 853,Logistics Company,LOC-002576,KIDNAPPING,Active,true
ORG-000854,Blue Enterprises 854,Front Company,LOC-002579,FINANCIAL_FRAUD,Inactive,true
ORG-000855,Blue Trading 855,Transport Company,LOC-002581,ORGANIZED_CRIME,Active,true
ORG-000856,Delta Transport 856,Construction Firm,LOC-002586,ORGANIZED_CRIME,Active,true
ORG-000857,Orion Solutions 857,Trading Company,LOC-002588,ORGANIZED_CRIME,Active,true
ORG-000858,Blue Logistics 858,Construction Firm,LOC-002591,MIXED_CRIME,Inactive,true
ORG-000859,Everest Solutions 859,Transport Company,LOC-002595,NARCOTICS,Active,true
ORG-000860,Harbor Trading 860,Shell-like Synthetic Entity,LOC-002597,MIXED_CRIME,Active,true
ORG-000861,Falcon Transport 861,Transport Company,LOC-002601,ORGANIZED_CRIME,Active,true
ORG-000862,Delta Trading 862,Legitimate Business,LOC-002603,MIXED_CRIME,Active,true
ORG-000863,Orion Services 863,Trading Company,LOC-002606,ORGANIZED_CRIME,Active,true
ORG-000864,Cedar Transport 864,Construction Firm,LOC-002612,ORGANIZED_CRIME,Active,true
ORG-000865,Blue Services 865,Shell-like Synthetic Entity,LOC-002616,NARCOTICS,Active,true
ORG-000866,Orion Transport 866,Trading Company,LOC-002617,HUMAN_TRAFFICKING,Active,true
ORG-000867,Everest Solutions 867,Trading Company,LOC-002624,FINANCIAL_FRAUD,Inactive,true
ORG-000868,Blue Trading 868,Logistics Company,LOC-002626,ROBBERY_DACOITY,Inactive,true
ORG-000869,Northstar Transport 869,Hospitality Business,LOC-002628,MIXED_CRIME,Active,true
ORG-000870,Delta Logistics 870,Front Company,LOC-002632,ORGANIZED_CRIME,Inactive,true
ORG-000871,Aster Solutions 871,Construction Firm,LOC-002633,FINANCIAL_FRAUD,Active,true
ORG-000872,Lotus Transport 872,Hospitality Business,LOC-002637,NARCOTICS,Active,true
ORG-000873,Orion Logistics 873,Trading Company,LOC-002639,NARCOTICS,Active,true
ORG-000874,Cedar Trading 874,Construction Firm,LOC-002641,ROBBERY_DACOITY,Active,true
ORG-000875,Everest Transport 875,Digital Services Firm,LOC-002644,KIDNAPPING,Active,true
ORG-000876,Orion Services 876,Legitimate Business,LOC-002647,FINANCIAL_FRAUD,Active,true
ORG-000877,Harbor Enterprises 877,Front Company,LOC-002654,FINANCIAL_FRAUD,Active,true
ORG-000878,Indigo Enterprises 878,Hospitality Business,LOC-002655,MIXED_CRIME,Inactive,true
ORG-000879,Aster Logistics 879,Hospitality Business,LOC-002659,ROBBERY_DACOITY,Active,true
ORG-000880,Falcon Services 880,Trading Company,LOC-002662,HUMAN_TRAFFICKING,Active,true
ORG-000881,Blue Logistics 881,Construction Firm,LOC-002664,MIXED_CRIME,Active,true
ORG-000882,Delta Services 882,Digital Services Firm,LOC-002667,ORGANIZED_CRIME,Active,true
ORG-000883,Northstar Logistics 883,Shell-like Synthetic Entity,LOC-002669,MIXED_CRIME,Active,true
ORG-000884,Lotus Services 884,Trading Company,LOC-002672,MIXED_CRIME,Inactive,true
ORG-000885,Blue Trading 885,Front Company,LOC-002675,MIXED_CRIME,Active,true
ORG-000886,Cedar Logistics 886,Shell-like Synthetic Entity,LOC-002677,KIDNAPPING,Inactive,true
ORG-000887,Everest Trading 887,Trading Company,LOC-002683,NARCOTICS,Active,true
ORG-000888,Cedar Trading 888,Transport Company,LOC-002686,KIDNAPPING,Inactive,true
ORG-000889,Delta Trading 889,Logistics Company,LOC-002690,MIXED_CRIME,Active,true
ORG-000890,Pioneer Logistics 890,Shell-like Synthetic Entity,LOC-002691,ORGANIZED_CRIME,Active,true
ORG-000891,Northstar Logistics 891,Hospitality Business,LOC-002695,ORGANIZED_CRIME,Inactive,true
ORG-000892,Northstar Logistics 892,Logistics Company,LOC-002700,MIXED_CRIME,Active,true
ORG-000893,Aster Enterprises 893,Construction Firm,LOC-002701,NARCOTICS,Active,true
ORG-000894,Blue Solutions 894,Construction Firm,LOC-002705,ORGANIZED_CRIME,Active,true
ORG-000895,Northstar Transport 895,Construction Firm,LOC-002710,MIXED_CRIME,Inactive,true
ORG-000896,Lotus Services 896,Front Company,LOC-002714,ORGANIZED_CRIME,Active,true
ORG-000897,Lotus Services 897,Hospitality Business,LOC-002716,ORGANIZED_CRIME,Inactive,true
ORG-000898,Orion Logistics 898,Hospitality Business,LOC-002719,FINANCIAL_FRAUD,Inactive,true
ORG-000899,Aster Transport 899,Hospitality Business,LOC-002721,ORGANIZED_CRIME,Active,true
ORG-000900,Cedar Enterprises 900,Digital Services Firm,LOC-002723,ORGANIZED_CRIME,Active,true
ORG-000901,Everest Enterprises 901,Front Company,LOC-002726,ORGANIZED_CRIME,Active,true
ORG-000902,Lotus Trading 902,Hospitality Business,LOC-002727,ORGANIZED_CRIME,Inactive,true
ORG-000903,Northstar Enterprises 903,Logistics Company,LOC-002731,ORGANIZED_CRIME,Inactive,true
ORG-000904,Delta Transport 904,Front Company,LOC-002733,ORGANIZED_CRIME,Active,true
ORG-000905,Lotus Logistics 905,Legitimate Business,LOC-002737,ORGANIZED_CRIME,Active,true
ORG-000906,Everest Enterprises 906,Digital Services Firm,LOC-002741,MIXED_CRIME,Inactive,true
ORG-000907,Orion Enterprises 907,Hospitality Business,LOC-002744,ORGANIZED_CRIME,Active,true
ORG-000908,Everest Trading 908,Logistics Company,LOC-002748,MIXED_CRIME,Active,true
ORG-000909,Northstar Transport 909,Shell-like Synthetic Entity,LOC-002750,MIXED_CRIME,Inactive,true
ORG-000910,Delta Solutions 910,Digital Services Firm,LOC-002752,NARCOTICS,Active,true
ORG-000911,Northstar Services 911,Transport Company,LOC-002756,MIXED_CRIME,Inactive,true
ORG-000912,Orion Logistics 912,Hospitality Business,LOC-002758,MIXED_CRIME,Active,true
ORG-000913,Aster Solutions 913,Digital Services Firm,LOC-002761,MIXED_CRIME,Active,true
ORG-000914,Blue Transport 914,Legitimate Business,LOC-002763,MIXED_CRIME,Active,true
ORG-000915,Delta Transport 915,Legitimate Business,LOC-002765,NARCOTICS,Active,true
ORG-000916,Everest Trading 916,Legitimate Business,LOC-002770,ORGANIZED_CRIME,Active,true
ORG-000917,Cedar Enterprises 917,Shell-like Synthetic Entity,LOC-002772,CYBERCRIME,Active,true
ORG-000918,Orion Trading 918,Digital Services Firm,LOC-002773,ORGANIZED_CRIME,Active,true
ORG-000919,Lotus Solutions 919,Front Company,LOC-002776,FINANCIAL_FRAUD,Active,true
ORG-000920,Pioneer Enterprises 920,Hospitality Business,LOC-002777,KIDNAPPING,Active,true
ORG-000921,Everest Enterprises 921,Construction Firm,LOC-002781,MIXED_CRIME,Inactive,true
ORG-000922,Cedar Transport 922,Logistics Company,LOC-002785,MIXED_CRIME,Active,true
ORG-000923,Everest Enterprises 923,Shell-like Synthetic Entity,LOC-002787,ORGANIZED_CRIME,Active,true
ORG-000924,Blue Logistics 924,Trading Company,LOC-002790,ROBBERY_DACOITY,Inactive,true
ORG-000925,Cedar Trading 925,Transport Company,LOC-002792,ROBBERY_DACOITY,Inactive,true
ORG-000926,Lotus Solutions 926,Digital Services Firm,LOC-002797,ORGANIZED_CRIME,Active,true
ORG-000927,Blue Enterprises 927,Digital Services Firm,LOC-002800,ORGANIZED_CRIME,Active,true
ORG-000928,Aster Logistics 928,Hospitality Business,LOC-002803,NARCOTICS,Inactive,true
ORG-000929,Falcon Services 929,Legitimate Business,LOC-002805,ROBBERY_DACOITY,Active,true
ORG-000930,Pioneer Logistics 930,Front Company,LOC-002808,ORGANIZED_CRIME,Active,true
ORG-000931,Harbor Trading 931,Legitimate Business,LOC-002811,ORGANIZED_CRIME,Active,true
ORG-000932,Pioneer Enterprises 932,Legitimate Business,LOC-002814,ORGANIZED_CRIME,Active,true
ORG-000933,Delta Trading 933,Trading Company,LOC-002816,ROBBERY_DACOITY,Active,true
ORG-000934,Blue Enterprises 934,Trading Company,LOC-002821,KIDNAPPING,Active,true
ORG-000935,Orion Solutions 935,Digital Services Firm,LOC-002823,ROBBERY_DACOITY,Active,true
ORG-000936,Lotus Services 936,Front Company,LOC-002827,MIXED_CRIME,Active,true
ORG-000937,Indigo Solutions 937,Legitimate Business,LOC-002831,ORGANIZED_CRIME,Inactive,true
ORG-000938,Indigo Services 938,Logistics Company,LOC-002834,MIXED_CRIME,Inactive,true
ORG-000939,Harbor Enterprises 939,Hospitality Business,LOC-002835,ORGANIZED_CRIME,Inactive,true
ORG-000940,Everest Services 940,Logistics Company,LOC-002837,MIXED_CRIME,Active,true
ORG-000941,Orion Services 941,Legitimate Business,LOC-002839,MIXED_CRIME,Active,true
ORG-000942,Everest Transport 942,Shell-like Synthetic Entity,LOC-002843,ORGANIZED_CRIME,Active,true
ORG-000943,Pioneer Solutions 943,Construction Firm,LOC-002848,ROBBERY_DACOITY,Inactive,true
ORG-000944,Northstar Trading 944,Logistics Company,LOC-002849,MIXED_CRIME,Active,true
ORG-000945,Blue Enterprises 945,Construction Firm,LOC-002852,CYBERCRIME,Active,true
ORG-000946,Indigo Solutions 946,Trading Company,LOC-002856,MIXED_CRIME,Inactive,true
ORG-000947,Orion Solutions 947,Shell-like Synthetic Entity,LOC-002859,MIXED_CRIME,Active,true
ORG-000948,Aster Logistics 948,Shell-like Synthetic Entity,LOC-002865,MIXED_CRIME,Inactive,true
ORG-000949,Delta Trading 949,Logistics Company,LOC-002869,MIXED_CRIME,Active,true
ORG-000950,Falcon Solutions 950,Trading Company,LOC-002870,NARCOTICS,Inactive,true
ORG-000951,Cedar Trading 951,Trading Company,LOC-002874,FINANCIAL_FRAUD,Active,true
ORG-000952,Harbor Logistics 952,Legitimate Business,LOC-002881,MIXED_CRIME,Active,true
ORG-000953,Aster Services 953,Trading Company,LOC-002883,NARCOTICS,Inactive,true
ORG-000954,Harbor Transport 954,Digital Services Firm,LOC-002885,ORGANIZED_CRIME,Inactive,true
ORG-000955,Blue Solutions 955,Trading Company,LOC-002887,ROBBERY_DACOITY,Inactive,true
ORG-000956,Aster Trading 956,Trading Company,LOC-002890,CYBERCRIME,Active,true
ORG-000957,Cedar Solutions 957,Construction Firm,LOC-002896,ORGANIZED_CRIME,Inactive,true
ORG-000958,Falcon Enterprises 958,Digital Services Firm,LOC-002899,KIDNAPPING,Inactive,true
ORG-000959,Falcon Services 959,Transport Company,LOC-002901,NARCOTICS,Active,true
ORG-000960,Northstar Services 960,Trading Company,LOC-002905,MIXED_CRIME,Active,true
ORG-000961,Northstar Trading 961,Hospitality Business,LOC-002910,CYBERCRIME,Inactive,true
ORG-000962,Falcon Transport 962,Digital Services Firm,LOC-002915,MIXED_CRIME,Active,true
ORG-000963,Everest Enterprises 963,Construction Firm,LOC-002917,MIXED_CRIME,Active,true
ORG-000964,Delta Trading 964,Shell-like Synthetic Entity,LOC-002919,MIXED_CRIME,Active,true
ORG-000965,Pioneer Services 965,Trading Company,LOC-002921,MIXED_CRIME,Active,true
ORG-000966,Falcon Logistics 966,Transport Company,LOC-002924,KIDNAPPING,Active,true
ORG-000967,Falcon Services 967,Construction Firm,LOC-002926,NARCOTICS,Inactive,true
ORG-000968,Delta Trading 968,Digital Services Firm,LOC-002928,ROBBERY_DACOITY,Active,true
ORG-000969,Pioneer Services 969,Legitimate Business,LOC-002932,ROBBERY_DACOITY,Active,true
ORG-000970,Cedar Trading 970,Legitimate Business,LOC-002935,MIXED_CRIME,Active,true
ORG-000971,Harbor Transport 971,Trading Company,LOC-002941,ORGANIZED_CRIME,Inactive,true
ORG-000972,Everest Transport 972,Front Company,LOC-002942,MIXED_CRIME,Active,true
ORG-000973,Harbor Transport 973,Logistics Company,LOC-002946,FINANCIAL_FRAUD,Active,true
ORG-000974,Blue Solutions 974,Shell-like Synthetic Entity,LOC-002951,MIXED_CRIME,Inactive,true
ORG-000975,Pioneer Transport 975,Construction Firm,LOC-002954,HUMAN_TRAFFICKING,Active,true
ORG-000976,Cedar Trading 976,Legitimate Business,LOC-002956,CYBERCRIME,Active,true
ORG-000977,Aster Services 977,Trading Company,LOC-002958,MIXED_CRIME,Inactive,true
ORG-000978,Northstar Services 978,Construction Firm,LOC-002964,CYBERCRIME,Active,true
ORG-000979,Aster Trading 979,Digital Services Firm,LOC-002967,ORGANIZED_CRIME,Active,true
ORG-000980,Lotus Enterprises 980,Legitimate Business,LOC-002970,ORGANIZED_CRIME,Active,true
ORG-000981,Pioneer Enterprises 981,Trading Company,LOC-002974,KIDNAPPING,Active,true
ORG-000982,Cedar Logistics 982,Transport Company,LOC-002976,FINANCIAL_FRAUD,Inactive,true
ORG-000983,Aster Transport 983,Legitimate Business,LOC-002981,MIXED_CRIME,Inactive,true
ORG-000984,Pioneer Transport 984,Digital Services Firm,LOC-002983,ORGANIZED_CRIME,Active,true
ORG-000985,Indigo Trading 985,Shell-like Synthetic Entity,LOC-002985,ORGANIZED_CRIME,Inactive,true
ORG-000986,Orion Logistics 986,Construction Firm,LOC-002990,MIXED_CRIME,Inactive,true
ORG-000987,Indigo Transport 987,Logistics Company,LOC-002993,ORGANIZED_CRIME,Active,true
ORG-000988,Indigo Solutions 988,Construction Firm,LOC-002997,MIXED_CRIME,Active,true
ORG-000989,Lotus Trading 989,Hospitality Business,LOC-003000,MIXED_CRIME,Active,true
ORG-000990,Harbor Trading 990,Hospitality Business,LOC-003001,ORGANIZED_CRIME,Active,true
ORG-000991,Northstar Logistics 991,Shell-like Synthetic Entity,LOC-003006,ORGANIZED_CRIME,Inactive,true
ORG-000992,Harbor Trading 992,Construction Firm,LOC-003008,ORGANIZED_CRIME,Active,true
ORG-000993,Cedar Logistics 993,Trading Company,LOC-003011,ORGANIZED_CRIME,Active,true
ORG-000994,Harbor Services 994,Transport Company,LOC-003014,FINANCIAL_FRAUD,Active,true
ORG-000995,Pioneer Trading 995,Front Company,LOC-003015,NARCOTICS,Active,true
ORG-000996,Everest Solutions 996,Front Company,LOC-003018,NARCOTICS,Inactive,true
ORG-000997,Pioneer Transport 997,Front Company,LOC-003020,MIXED_CRIME,Inactive,true
ORG-000998,Indigo Enterprises 998,Shell-like Synthetic Entity,LOC-003022,ORGANIZED_CRIME,Active,true
ORG-000999,Harbor Transport 999,Transport Company,LOC-003026,MIXED_CRIME,Active,true
ORG-001000,Falcon Trading 1000,Front Company,LOC-003028,MIXED_CRIME,Active,true
