alias_id,person_id,alias,alias_type,confidence,synthetic_flag
ALIAS-001245,PERSON-002884,may_932,Nickname,0.62,true
ALIAS-001246,PERSON-000009,shadow12,Online Handle,0.94,true
ALIAS-001247,PERSON-000835,Khan Online,Nickname,0.73,true
ALIAS-001248,PERSON-000292,shadow79,Nickname,0.8,true
ALIAS-001249,PERSON-002062,shadow58,Operational Alias,0.84,true
ALIAS-001250,PERSON-001029,man_68,Business Name,0.93,true
ALIAS-001251,PERSON-002144,arj_470,Online Handle,0.68,true
ALIAS-001252,PERSON-001599,Gupta Online,Known As,0.85,true
ALIAS-001253,PERSON-000130,Patel Online,Known As,0.73,true
ALIAS-001254,PERSON-000738,vihaan73,Operational Alias,0.79,true
ALIAS-001255,PERSON-001076,Joshi Online,Online Handle,0.86,true
ALIAS-001256,PERSON-001108,nee_223,Nickname,0.89,true
ALIAS-001257,PERSON-000632,Das Online,Online Handle,0.95,true
ALIAS-001258,PERSON-001026,vihaan15,Nickname,0.83,true
ALIAS-001259,PERSON-000543,falcon28,Nickname,0.65,true
ALIAS-001260,PERSON-002509,north41,Nickname,0.71,true
ALIAS-001261,PERSON-001304,meera67,Business Name,0.97,true
ALIAS-001262,PERSON-002302,raven70,Nickname,0.64,true
ALIAS-001263,PERSON-001725,north93,Online Handle,0.69,true
ALIAS-001264,PERSON-000890,ira1,Nickname,0.75,true
ALIAS-001265,PERSON-002433,north4,Online Handle,0.69,true
ALIAS-001266,PERSON-001156,falcon35,Nickname,0.85,true
ALIAS-001267,PERSON-002830,raven6,Business Name,0.92,true
ALIAS-001268,PERSON-002148,aisha43,Business Name,0.7,true
ALIAS-001269,PERSON-001419,manav1,Known As,0.66,true
ALIAS-001270,PERSON-000227,orbit92,Operational Alias,0.69,true
ALIAS-001271,PERSON-001259,adi_883,Nickname,0.64,true
ALIAS-001272,PERSON-001751,Yadav Online,Known As,0.62,true
ALIAS-001273,PERSON-001472,karan2,Business Name,0.83,true
ALIAS-001274,PERSON-001319,north45,Online Handle,0.63,true
ALIAS-001275,PERSON-001578,orbit97,Online Handle,0.74,true
ALIAS-001276,PERSON-002061,Iyer Online,Business Name,0.97,true
ALIAS-001277,PERSON-001053,raven12,Nickname,0.62,true
ALIAS-001278,PERSON-002064,ishaan6,Online Handle,0.83,true
ALIAS-001279,PERSON-001569,ira_625,Online Handle,0.8,true
ALIAS-001280,PERSON-000582,north95,Operational Alias,0.67,true
ALIAS-001281,PERSON-000060,may_288,Online Handle,0.79,true
ALIAS-001282,PERSON-001843,raven35,Nickname,0.74,true
ALIAS-001283,PERSON-002444,falcon61,Known As,0.76,true
ALIAS-001284,PERSON-001611,ish_435,Online Handle,0.66,true
ALIAS-001285,PERSON-002626,north97,Nickname,0.7,true
ALIAS-001286,PERSON-001877,Das Online,Operational Alias,0.76,true
ALIAS-001287,PERSON-002810,Yadav Online,Business Name,0.93,true
ALIAS-001288,PERSON-000680,raven88,Online Handle,0.67,true
ALIAS-001289,PERSON-002823,rohan37,Business Name,0.73,true
ALIAS-001290,PERSON-000463,kavya40,Operational Alias,0.75,true
ALIAS-001291,PERSON-000910,aisha47,Online Handle,0.74,true
ALIAS-001292,PERSON-000769,Gupta Online,Business Name,0.64,true
ALIAS-001293,PERSON-000344,raven52,Business Name,0.69,true
ALIAS-001294,PERSON-000202,arj_145,Business Name,0.88,true
ALIAS-001295,PERSON-000605,aisha49,Operational Alias,0.71,true
ALIAS-001296,PERSON-000913,raven63,Known As,0.72,true
ALIAS-001297,PERSON-001990,raven72,Business Name,0.72,true
ALIAS-001298,PERSON-001687,shadow10,Business Name,0.86,true
ALIAS-001299,PERSON-002361,maya66,Online Handle,0.81,true
ALIAS-001300,PERSON-000450,nee_731,Business Name,0.72,true
ALIAS-001301,PERSON-002118,Khan Online,Known As,0.71,true
ALIAS-001302,PERSON-000545,north68,Business Name,0.67,true
ALIAS-001303,PERSON-000360,nee_17,Online Handle,0.69,true
ALIAS-001304,PERSON-000416,karan95,Known As,0.77,true
ALIAS-001305,PERSON-000852,shadow67,Online Handle,0.96,true
ALIAS-001306,PERSON-001246,riya82,Online Handle,0.97,true
ALIAS-001307,PERSON-000794,kab_729,Nickname,0.89,true
ALIAS-001308,PERSON-002813,kav_230,Business Name,0.66,true
ALIAS-001309,PERSON-001257,ish_944,Known As,0.63,true
ALIAS-001310,PERSON-001195,mee_608,Online Handle,0.72,true
ALIAS-001311,PERSON-001220,Nair Online,Nickname,0.92,true
ALIAS-001312,PERSON-000895,Mehta Online,Nickname,0.87,true
ALIAS-001313,PERSON-001429,Deshmukh Online,Operational Alias,0.83,true
ALIAS-001314,PERSON-000638,maya89,Business Name,0.77,true
ALIAS-001315,PERSON-001722,nikhil95,Known As,0.79,true
ALIAS-001316,PERSON-000102,Chauhan Online,Operational Alias,0.84,true
ALIAS-001317,PERSON-001325,Gupta Online,Business Name,0.85,true
ALIAS-001318,PERSON-001145,ishaan82,Operational Alias,0.93,true
ALIAS-001319,PERSON-001029,falcon4,Business Name,0.74,true
ALIAS-001320,PERSON-000126,neel12,Online Handle,0.9,true
ALIAS-001321,PERSON-002082,nee_502,Nickname,0.82,true
ALIAS-001322,PERSON-001076,aisha80,Business Name,0.82,true
ALIAS-001323,PERSON-000734,falcon18,Nickname,0.74,true
ALIAS-001324,PERSON-000904,raven52,Known As,0.64,true
ALIAS-001325,PERSON-000278,kavya52,Online Handle,0.78,true
ALIAS-001326,PERSON-000001,nikhil59,Business Name,0.68,true
ALIAS-001327,PERSON-001058,raven9,Operational Alias,0.73,true
ALIAS-001328,PERSON-000806,rah_851,Known As,0.98,true
ALIAS-001329,PERSON-002386,north44,Operational Alias,0.74,true
ALIAS-001330,PERSON-002996,orbit4,Business Name,0.84,true
ALIAS-001331,PERSON-002621,Joshi Online,Business Name,0.85,true
ALIAS-001332,PERSON-001239,raven43,Operational Alias,0.92,true
ALIAS-001333,PERSON-001266,raven20,Nickname,0.97,true
ALIAS-001334,PERSON-001214,kab_83,Operational Alias,0.93,true
ALIAS-001335,PERSON-000848,diy_521,Known As,0.67,true
ALIAS-001336,PERSON-000962,Iyer Online,Nickname,0.89,true
ALIAS-001337,PERSON-001338,Joshi Online,Known As,0.75,true
ALIAS-001338,PERSON-001416,maya94,Business Name,0.9,true
ALIAS-001339,PERSON-002532,falcon24,Operational Alias,0.63,true
ALIAS-001340,PERSON-000294,karan23,Online Handle,0.91,true
ALIAS-001341,PERSON-002463,karan93,Business Name,0.68,true
ALIAS-001342,PERSON-000327,rah_529,Online Handle,0.83,true
ALIAS-001343,PERSON-002405,Sharma Online,Business Name,0.8,true
ALIAS-001344,PERSON-001996,shadow81,Known As,0.95,true
ALIAS-001345,PERSON-001130,Malik Online,Operational Alias,0.81,true
ALIAS-001346,PERSON-002516,falcon47,Online Handle,0.71,true
ALIAS-001347,PERSON-002772,kav_624,Nickname,0.88,true
ALIAS-001348,PERSON-000476,priya20,Business Name,0.71,true
ALIAS-001349,PERSON-002725,raj19,Online Handle,0.68,true
ALIAS-001350,PERSON-001395,riya49,Online Handle,0.7,true
ALIAS-001351,PERSON-002858,maya52,Business Name,0.9,true
ALIAS-001352,PERSON-000150,raj_151,Operational Alias,0.84,true
ALIAS-001353,PERSON-001673,Malik Online,Nickname,0.77,true
ALIAS-001354,PERSON-001097,nee_908,Nickname,0.77,true
ALIAS-001355,PERSON-000249,riy_374,Online Handle,0.68,true
ALIAS-001356,PERSON-000982,rah_270,Online Handle,0.8,true
ALIAS-001357,PERSON-001142,raven16,Business Name,0.97,true
ALIAS-001358,PERSON-001086,nee_693,Nickname,0.75,true
ALIAS-001359,PERSON-002943,man_895,Operational Alias,0.94,true
ALIAS-001360,PERSON-002137,diya82,Nickname,0.96,true
ALIAS-001361,PERSON-002406,ira_423,Nickname,0.9,true
ALIAS-001362,PERSON-001520,adi_538,Nickname,0.73,true
ALIAS-001363,PERSON-002456,ais_644,Online Handle,0.68,true
ALIAS-001364,PERSON-002041,aar_179,Operational Alias,0.77,true
ALIAS-001365,PERSON-001847,anaya38,Nickname,0.76,true
ALIAS-001366,PERSON-001170,Joshi Online,Operational Alias,0.89,true
ALIAS-001367,PERSON-001906,Chauhan Online,Nickname,0.97,true
ALIAS-001368,PERSON-000411,falcon67,Online Handle,0.93,true
ALIAS-001369,PERSON-001071,Verma Online,Operational Alias,0.91,true
ALIAS-001370,PERSON-002867,north44,Nickname,0.67,true
ALIAS-001371,PERSON-002372,Nair Online,Operational Alias,0.77,true
ALIAS-001372,PERSON-002865,falcon69,Business Name,0.88,true
ALIAS-001373,PERSON-002819,maya1,Known As,0.77,true
ALIAS-001374,PERSON-000677,Mehta Online,Business Name,0.77,true
ALIAS-001375,PERSON-002409,Gupta Online,Operational Alias,0.74,true
ALIAS-001376,PERSON-000351,diya72,Nickname,0.68,true
ALIAS-001377,PERSON-001699,karan78,Known As,0.83,true
ALIAS-001378,PERSON-002409,arjun80,Business Name,0.78,true
ALIAS-001379,PERSON-001924,vih_307,Nickname,0.87,true
ALIAS-001380,PERSON-002572,Patel Online,Business Name,0.63,true
ALIAS-001381,PERSON-000583,Das Online,Nickname,0.97,true
ALIAS-001382,PERSON-002979,raven68,Online Handle,0.76,true
ALIAS-001383,PERSON-002608,roh_466,Business Name,0.87,true
ALIAS-001384,PERSON-000040,priya30,Nickname,0.66,true
ALIAS-001385,PERSON-002033,diy_867,Nickname,0.74,true
ALIAS-001386,PERSON-000166,orbit29,Nickname,0.69,true
ALIAS-001387,PERSON-000532,diy_752,Nickname,0.72,true
ALIAS-001388,PERSON-000366,vik_24,Known As,0.67,true
ALIAS-001389,PERSON-000230,rohan79,Operational Alias,0.89,true
ALIAS-001390,PERSON-001831,north58,Nickname,0.72,true
ALIAS-001391,PERSON-000205,Chauhan Online,Known As,0.66,true
ALIAS-001392,PERSON-001430,falcon88,Business Name,0.94,true
ALIAS-001393,PERSON-000006,nik_941,Known As,0.69,true
ALIAS-001394,PERSON-000486,nikhil79,Operational Alias,0.81,true
ALIAS-001395,PERSON-000509,riya52,Operational Alias,0.62,true
ALIAS-001396,PERSON-000963,Malik Online,Business Name,0.96,true
ALIAS-001397,PERSON-000130,orbit12,Online Handle,0.72,true
ALIAS-001398,PERSON-000132,Kulkarni Online,Online Handle,0.7,true
ALIAS-001399,PERSON-001485,ana_747,Known As,0.63,true
ALIAS-001400,PERSON-001983,north35,Nickname,0.74,true
ALIAS-001401,PERSON-000887,Malik Online,Business Name,0.66,true
ALIAS-001402,PERSON-000940,raj59,Online Handle,0.63,true
ALIAS-001403,PERSON-001280,Verma Online,Nickname,0.84,true
ALIAS-001404,PERSON-001444,shadow54,Nickname,0.93,true
ALIAS-001405,PERSON-001920,ish_57,Operational Alias,0.74,true
ALIAS-001406,PERSON-001017,orbit19,Online Handle,0.72,true
ALIAS-001407,PERSON-001548,orbit79,Online Handle,0.92,true
ALIAS-001408,PERSON-001619,shadow36,Operational Alias,0.87,true
ALIAS-001409,PERSON-001723,vikram79,Nickname,0.89,true
ALIAS-001410,PERSON-000546,meera55,Nickname,0.76,true
ALIAS-001411,PERSON-000371,Yadav Online,Known As,0.75,true
ALIAS-001412,PERSON-002755,kavya9,Nickname,0.96,true
ALIAS-001413,PERSON-001430,rohan41,Business Name,0.82,true
ALIAS-001414,PERSON-002380,sim_895,Online Handle,0.88,true
ALIAS-001415,PERSON-000277,rah_449,Business Name,0.85,true
ALIAS-001416,PERSON-000350,north42,Known As,0.86,true
ALIAS-001417,PERSON-002921,rohan34,Operational Alias,0.71,true
ALIAS-001418,PERSON-001819,aisha85,Nickname,0.71,true
ALIAS-001419,PERSON-000129,shadow49,Business Name,0.73,true
ALIAS-001420,PERSON-000669,vik_409,Known As,0.83,true
ALIAS-001421,PERSON-000678,shadow99,Online Handle,0.8,true
ALIAS-001422,PERSON-000108,Gupta Online,Operational Alias,0.82,true
ALIAS-001423,PERSON-002997,kavya26,Operational Alias,0.79,true
ALIAS-001424,PERSON-000252,shadow93,Online Handle,0.76,true
ALIAS-001425,PERSON-002727,diya34,Operational Alias,0.64,true
ALIAS-001426,PERSON-002635,Verma Online,Known As,0.96,true
ALIAS-001427,PERSON-002769,shadow1,Nickname,0.75,true
ALIAS-001428,PERSON-002921,rohan40,Online Handle,0.96,true
ALIAS-001429,PERSON-001029,manav45,Known As,0.68,true
ALIAS-001430,PERSON-002049,tara42,Operational Alias,0.88,true
ALIAS-001431,PERSON-002176,rahul16,Business Name,0.79,true
ALIAS-001432,PERSON-000492,san_740,Business Name,0.91,true
ALIAS-001433,PERSON-000923,rahul50,Known As,0.72,true
ALIAS-001434,PERSON-001080,kabir13,Business Name,0.85,true
ALIAS-001435,PERSON-000683,vih_651,Online Handle,0.84,true
ALIAS-001436,PERSON-000811,Gupta Online,Business Name,0.84,true
ALIAS-001437,PERSON-002161,kar_982,Operational Alias,0.67,true
ALIAS-001438,PERSON-001077,Chauhan Online,Operational Alias,0.92,true
ALIAS-001439,PERSON-002815,sim_573,Known As,0.72,true
ALIAS-001440,PERSON-000866,Joshi Online,Nickname,0.82,true
ALIAS-001441,PERSON-001330,orbit16,Operational Alias,0.82,true
ALIAS-001442,PERSON-002815,orbit12,Business Name,0.71,true
ALIAS-001443,PERSON-000955,orbit37,Business Name,0.8,true
ALIAS-001444,PERSON-001913,raj36,Operational Alias,0.73,true
ALIAS-001445,PERSON-001722,nik_426,Operational Alias,0.72,true
ALIAS-001446,PERSON-000973,mee_684,Operational Alias,0.93,true
ALIAS-001447,PERSON-000307,ais_294,Online Handle,0.87,true
ALIAS-001448,PERSON-002245,kavya89,Nickname,0.92,true
ALIAS-001449,PERSON-002605,vikram62,Online Handle,0.94,true
ALIAS-001450,PERSON-000524,north88,Business Name,0.73,true
ALIAS-001451,PERSON-001369,Khan Online,Online Handle,0.73,true
ALIAS-001452,PERSON-002225,ishaan59,Online Handle,0.7,true
ALIAS-001453,PERSON-001343,falcon43,Nickname,0.76,true
ALIAS-001454,PERSON-002116,tar_539,Known As,0.67,true
ALIAS-001455,PERSON-002323,north66,Nickname,0.8,true
ALIAS-001456,PERSON-002136,orbit79,Operational Alias,0.63,true
ALIAS-001457,PERSON-001432,falcon83,Known As,0.8,true
ALIAS-001458,PERSON-002031,north38,Known As,0.87,true
ALIAS-001459,PERSON-002794,falcon1,Nickname,0.79,true
ALIAS-001460,PERSON-002162,north77,Operational Alias,0.97,true
ALIAS-001461,PERSON-001992,orbit11,Known As,0.63,true
ALIAS-001462,PERSON-000278,kavya56,Nickname,0.73,true
ALIAS-001463,PERSON-001815,Singh Online,Business Name,0.68,true
ALIAS-001464,PERSON-002530,Deshmukh Online,Operational Alias,0.63,true
ALIAS-001465,PERSON-001742,orbit36,Known As,0.69,true
ALIAS-001466,PERSON-002030,san_223,Operational Alias,0.79,true
ALIAS-001467,PERSON-002710,shadow56,Operational Alias,0.89,true
ALIAS-001468,PERSON-001841,Mehta Online,Nickname,0.62,true
ALIAS-001469,PERSON-000953,raven79,Known As,0.91,true
ALIAS-001470,PERSON-000449,anaya30,Operational Alias,0.81,true
ALIAS-001471,PERSON-000510,riy_862,Online Handle,0.88,true
ALIAS-001472,PERSON-002184,Malik Online,Online Handle,0.8,true
ALIAS-001473,PERSON-002651,karan6,Online Handle,0.88,true
ALIAS-001474,PERSON-001551,Sharma Online,Operational Alias,0.74,true
ALIAS-001475,PERSON-000720,Patel Online,Known As,0.68,true
ALIAS-001476,PERSON-001279,Gupta Online,Online Handle,0.69,true
ALIAS-001477,PERSON-002245,Khan Online,Nickname,0.62,true
ALIAS-001478,PERSON-001565,diya68,Online Handle,0.85,true
ALIAS-001479,PERSON-002488,shadow54,Nickname,0.82,true
ALIAS-001480,PERSON-000935,falcon36,Known As,0.63,true
ALIAS-001481,PERSON-002379,Kulkarni Online,Business Name,0.62,true
ALIAS-001482,PERSON-001499,Nair Online,Operational Alias,0.83,true
ALIAS-001483,PERSON-002846,ishaan51,Known As,0.72,true
ALIAS-001484,PERSON-000096,nik_897,Business Name,0.88,true
ALIAS-001485,PERSON-000734,shadow92,Online Handle,0.62,true
ALIAS-001486,PERSON-000297,Gupta Online,Business Name,0.72,true
ALIAS-001487,PERSON-001560,Das Online,Business Name,0.72,true
ALIAS-001488,PERSON-002942,orbit6,Online Handle,0.8,true
ALIAS-001489,PERSON-000551,priya25,Known As,0.74,true
ALIAS-001490,PERSON-002246,meera4,Operational Alias,0.72,true
ALIAS-001491,PERSON-001979,priya40,Known As,0.81,true
ALIAS-001492,PERSON-001887,vik_289,Online Handle,0.78,true
ALIAS-001493,PERSON-000100,Nair Online,Business Name,0.76,true
ALIAS-001494,PERSON-000589,ais_827,Known As,0.63,true
ALIAS-001495,PERSON-001385,orbit9,Online Handle,0.93,true
ALIAS-001496,PERSON-000338,sim_362,Known As,0.78,true
ALIAS-001497,PERSON-001786,vih_705,Online Handle,0.86,true
ALIAS-001498,PERSON-001608,neel3,Online Handle,0.8,true
ALIAS-001499,PERSON-000699,Nair Online,Nickname,0.91,true
ALIAS-001500,PERSON-001483,shadow78,Operational Alias,0.75,true
ALIAS-001501,PERSON-001364,adi_633,Nickname,0.64,true
ALIAS-001502,PERSON-001690,Kulkarni Online,Known As,0.83,true
ALIAS-001503,PERSON-002073,ana_550,Operational Alias,0.74,true
ALIAS-001504,PERSON-002308,aisha5,Operational Alias,0.69,true
ALIAS-001505,PERSON-000024,may_791,Operational Alias,0.95,true
ALIAS-001506,PERSON-001009,falcon50,Business Name,0.95,true
ALIAS-001507,PERSON-002371,Khan Online,Known As,0.65,true
ALIAS-001508,PERSON-001094,roh_761,Operational Alias,0.85,true
ALIAS-001509,PERSON-000319,vihaan90,Business Name,0.65,true
ALIAS-001510,PERSON-002040,Deshmukh Online,Nickname,0.95,true
ALIAS-001511,PERSON-001224,manav52,Operational Alias,0.78,true
ALIAS-001512,PERSON-002302,north71,Operational Alias,0.88,true
ALIAS-001513,PERSON-002909,aditya31,Business Name,0.7,true
ALIAS-001514,PERSON-000212,ira_96,Operational Alias,0.82,true
ALIAS-001515,PERSON-001321,kabir55,Nickname,0.77,true
ALIAS-001516,PERSON-001433,shadow49,Business Name,0.73,true
ALIAS-001517,PERSON-000697,sim_443,Business Name,0.68,true
ALIAS-001518,PERSON-002742,ira_21,Business Name,0.67,true
ALIAS-001519,PERSON-000848,Sharma Online,Nickname,0.83,true
ALIAS-001520,PERSON-000009,orbit44,Known As,0.79,true
ALIAS-001521,PERSON-001246,Pawar Online,Online Handle,0.7,true
ALIAS-001522,PERSON-001313,may_932,Business Name,0.79,true
ALIAS-001523,PERSON-000813,nikhil75,Business Name,0.95,true
ALIAS-001524,PERSON-002277,Rao Online,Operational Alias,0.91,true
ALIAS-001525,PERSON-002687,Iyer Online,Online Handle,0.77,true
ALIAS-001526,PERSON-000141,north12,Nickname,0.93,true
ALIAS-001527,PERSON-002137,diya99,Business Name,0.66,true
ALIAS-001528,PERSON-000477,vikram64,Online Handle,0.76,true
ALIAS-001529,PERSON-002710,nee_567,Business Name,0.81,true
ALIAS-001530,PERSON-000815,vihaan37,Business Name,0.97,true
ALIAS-001531,PERSON-000489,aisha48,Online Handle,0.79,true
ALIAS-001532,PERSON-000108,sana72,Operational Alias,0.81,true
ALIAS-001533,PERSON-000751,Das Online,Business Name,0.92,true
ALIAS-001534,PERSON-002330,ishaan58,Online Handle,0.98,true
ALIAS-001535,PERSON-002904,kab_195,Operational Alias,0.86,true
ALIAS-001536,PERSON-002218,nikhil51,Known As,0.78,true
ALIAS-001537,PERSON-001321,raven1,Operational Alias,0.94,true
ALIAS-001538,PERSON-000601,Mehta Online,Operational Alias,0.96,true
ALIAS-001539,PERSON-001662,north27,Operational Alias,0.77,true
ALIAS-001540,PERSON-002382,roh_124,Online Handle,0.65,true
ALIAS-001541,PERSON-002898,rohan98,Known As,0.97,true
ALIAS-001542,PERSON-000950,Mehta Online,Business Name,0.7,true
ALIAS-001543,PERSON-002086,north87,Business Name,0.67,true
ALIAS-001544,PERSON-002656,Sharma Online,Business Name,0.89,true
ALIAS-001545,PERSON-002364,raj4,Online Handle,0.89,true
ALIAS-001546,PERSON-001531,mee_14,Online Handle,0.83,true
ALIAS-001547,PERSON-002419,simran86,Nickname,0.84,true
ALIAS-001548,PERSON-002488,kavya80,Operational Alias,0.89,true
ALIAS-001549,PERSON-000598,man_696,Operational Alias,0.68,true
ALIAS-001550,PERSON-001909,raven34,Operational Alias,0.81,true
ALIAS-001551,PERSON-001677,man_737,Online Handle,0.97,true
ALIAS-001552,PERSON-002740,ira_39,Online Handle,0.69,true
ALIAS-001553,PERSON-001024,ais_34,Business Name,0.66,true
ALIAS-001554,PERSON-001460,Patel Online,Nickname,0.83,true
ALIAS-001555,PERSON-001445,maya28,Operational Alias,0.67,true
ALIAS-001556,PERSON-002623,Pawar Online,Known As,0.81,true
ALIAS-001557,PERSON-000516,kav_262,Operational Alias,0.78,true
ALIAS-001558,PERSON-001431,raven28,Known As,0.78,true
ALIAS-001559,PERSON-001775,nik_762,Operational Alias,0.75,true
ALIAS-001560,PERSON-002698,vihaan72,Operational Alias,0.73,true
ALIAS-001561,PERSON-001771,ais_401,Operational Alias,0.72,true
ALIAS-001562,PERSON-000002,riya94,Nickname,0.84,true
ALIAS-001563,PERSON-002115,north56,Business Name,0.68,true
ALIAS-001564,PERSON-001308,pri_574,Online Handle,0.77,true
ALIAS-001565,PERSON-002335,simran82,Business Name,0.89,true
ALIAS-001566,PERSON-002771,shadow3,Known As,0.8,true
ALIAS-001567,PERSON-002126,tar_495,Known As,0.87,true
ALIAS-001568,PERSON-002910,arj_353,Known As,0.9,true
ALIAS-001569,PERSON-002267,Iyer Online,Known As,0.72,true
ALIAS-001570,PERSON-001231,rohan85,Business Name,0.67,true
ALIAS-001571,PERSON-001741,Pawar Online,Operational Alias,0.8,true
ALIAS-001572,PERSON-002451,orbit64,Operational Alias,0.96,true
ALIAS-001573,PERSON-002530,raj_115,Online Handle,0.87,true
ALIAS-001574,PERSON-001171,orbit66,Nickname,0.97,true
ALIAS-001575,PERSON-002972,arj_422,Operational Alias,0.87,true
ALIAS-001576,PERSON-000881,falcon20,Business Name,0.71,true
ALIAS-001577,PERSON-000759,Das Online,Business Name,0.75,true
ALIAS-001578,PERSON-002552,Kulkarni Online,Known As,0.81,true
ALIAS-001579,PERSON-001051,meera16,Business Name,0.85,true
ALIAS-001580,PERSON-002150,ira_43,Online Handle,0.82,true
ALIAS-001581,PERSON-002186,Sharma Online,Business Name,0.98,true
ALIAS-001582,PERSON-001769,diya28,Online Handle,0.63,true
ALIAS-001583,PERSON-002204,kab_575,Operational Alias,0.66,true
ALIAS-001584,PERSON-000866,kabir6,Nickname,0.77,true
ALIAS-001585,PERSON-000683,Deshmukh Online,Business Name,0.97,true
ALIAS-001586,PERSON-000743,tar_676,Nickname,0.89,true
ALIAS-001587,PERSON-001789,may_69,Nickname,0.8,true
ALIAS-001588,PERSON-000062,Iyer Online,Nickname,0.88,true
ALIAS-001589,PERSON-001566,orbit85,Business Name,0.8,true
ALIAS-001590,PERSON-001245,shadow55,Online Handle,0.9,true
ALIAS-001591,PERSON-000421,Das Online,Online Handle,0.82,true
ALIAS-001592,PERSON-002038,kav_955,Known As,0.86,true
ALIAS-001593,PERSON-001889,kav_273,Nickname,0.74,true
ALIAS-001594,PERSON-002045,sana59,Operational Alias,0.89,true
ALIAS-001595,PERSON-002360,kabir63,Business Name,0.88,true
ALIAS-001596,PERSON-000633,rahul86,Nickname,0.9,true
ALIAS-001597,PERSON-001358,anaya18,Operational Alias,0.87,true
ALIAS-001598,PERSON-000748,Gupta Online,Operational Alias,0.82,true
ALIAS-001599,PERSON-001345,riya98,Nickname,0.62,true
ALIAS-001600,PERSON-002599,north50,Known As,0.78,true
ALIAS-001601,PERSON-000387,north64,Operational Alias,0.75,true
ALIAS-001602,PERSON-000583,raven46,Business Name,0.7,true
ALIAS-001603,PERSON-002852,Deshmukh Online,Nickname,0.82,true
ALIAS-001604,PERSON-002882,Patel Online,Operational Alias,0.65,true
ALIAS-001605,PERSON-001231,shadow54,Nickname,0.78,true
ALIAS-001606,PERSON-000039,neel10,Business Name,0.76,true
ALIAS-001607,PERSON-001966,riya16,Nickname,0.75,true
ALIAS-001608,PERSON-001643,ana_458,Operational Alias,0.86,true
ALIAS-001609,PERSON-000719,priya83,Online Handle,0.92,true
ALIAS-001610,PERSON-002147,diy_432,Nickname,0.63,true
ALIAS-001611,PERSON-001129,Verma Online,Business Name,0.72,true
ALIAS-001612,PERSON-000347,Joshi Online,Nickname,0.93,true
ALIAS-001613,PERSON-002157,may_705,Known As,0.7,true
ALIAS-001614,PERSON-001550,ish_833,Known As,0.74,true
ALIAS-001615,PERSON-001884,san_915,Known As,0.85,true
ALIAS-001616,PERSON-002934,priya13,Online Handle,0.8,true
ALIAS-001617,PERSON-000362,tar_916,Online Handle,0.78,true
ALIAS-001618,PERSON-000539,Joshi Online,Online Handle,0.77,true
ALIAS-001619,PERSON-001369,shadow81,Operational Alias,0.85,true
ALIAS-001620,PERSON-002756,Verma Online,Nickname,0.67,true
ALIAS-001621,PERSON-001009,kar_723,Online Handle,0.87,true
ALIAS-001622,PERSON-002301,Pawar Online,Operational Alias,0.96,true
ALIAS-001623,PERSON-000108,sana3,Business Name,0.88,true
ALIAS-001624,PERSON-002146,north23,Known As,0.82,true
ALIAS-001625,PERSON-002652,orbit71,Online Handle,0.81,true
ALIAS-001626,PERSON-000566,Chauhan Online,Business Name,0.71,true
ALIAS-001627,PERSON-001030,Gupta Online,Operational Alias,0.67,true
ALIAS-001628,PERSON-000473,maya31,Business Name,0.72,true
ALIAS-001629,PERSON-000785,Nair Online,Online Handle,0.78,true
ALIAS-001630,PERSON-001940,arjun35,Known As,0.94,true
ALIAS-001631,PERSON-000914,Yadav Online,Business Name,0.7,true
ALIAS-001632,PERSON-000633,Khan Online,Nickname,0.64,true
ALIAS-001633,PERSON-002728,raj49,Operational Alias,0.89,true
ALIAS-001634,PERSON-001379,ish_824,Business Name,0.91,true
ALIAS-001635,PERSON-001246,riy_399,Online Handle,0.71,true
ALIAS-001636,PERSON-000870,north77,Nickname,0.94,true
ALIAS-001637,PERSON-000034,roh_97,Nickname,0.96,true
ALIAS-001638,PERSON-001904,kab_854,Online Handle,0.83,true
ALIAS-001639,PERSON-001506,kabir42,Business Name,0.82,true
ALIAS-001640,PERSON-001782,raven32,Business Name,0.75,true
ALIAS-001641,PERSON-002006,raven4,Nickname,0.72,true
ALIAS-001642,PERSON-002590,falcon11,Nickname,0.88,true
ALIAS-001643,PERSON-001523,sim_437,Online Handle,0.71,true
ALIAS-001644,PERSON-001500,north76,Operational Alias,0.82,true
ALIAS-001645,PERSON-001750,raven51,Online Handle,0.84,true
ALIAS-001646,PERSON-000402,raven56,Known As,0.81,true
ALIAS-001647,PERSON-002151,sim_143,Operational Alias,0.77,true
ALIAS-001648,PERSON-002589,anaya79,Online Handle,0.78,true
ALIAS-001649,PERSON-002425,Deshmukh Online,Operational Alias,0.89,true
ALIAS-001650,PERSON-001365,north27,Business Name,0.82,true
ALIAS-001651,PERSON-001897,Gupta Online,Known As,0.91,true
ALIAS-001652,PERSON-002608,rohan82,Business Name,0.85,true
ALIAS-001653,PERSON-002674,Patel Online,Known As,0.8,true
ALIAS-001654,PERSON-002885,aar_169,Known As,0.7,true
ALIAS-001655,PERSON-000779,priya89,Known As,0.77,true
ALIAS-001656,PERSON-001062,north47,Nickname,0.98,true
ALIAS-001657,PERSON-002363,falcon25,Nickname,0.62,true
ALIAS-001658,PERSON-000044,Verma Online,Nickname,0.82,true
ALIAS-001659,PERSON-000763,arjun5,Operational Alias,0.75,true
ALIAS-001660,PERSON-002078,Deshmukh Online,Nickname,0.93,true
