vehicle_id,registration_number,vehicle_type,owner_person_id,make_model,color,status,case_id,evidence_id
V00909,KL-36-A-8954,Car,P04220,Toyota Glanza,Grey,Active,C0298,E03167
V00910,MP-58-X-7221,Truck,P04221,Bajaj Pulsar,Silver,Active,C0298,E03168
V00911,WB-72-B-4735,Commercial Vehicle,P04224,Honda City,Black,Active,C0299,nan
V00912,DL-85-Y-7122,Van,P04229,Bajaj Pulsar,Maroon,Active,C0300,E03176
V00913,TN-23-C-8817,Commercial Vehicle,P04233,Bajaj Pulsar,Black,Inactive,C0301,E03179
V00914,WB-35-G-5465,SUV,P04238,Mahindra XUV300,Silver,Inactive,C0302,E03182
V00915,MP-65-O-1665,SUV,P04239,Hyundai i20,Grey,Active,C0302,nan
V00916,TN-74-Q-4874,SUV,P04244,Mahindra XUV300,Blue,Inactive,C0302,nan
V00917,MH-18-D-2230,SUV,P04245,Mahindra XUV300,Silver,Active,C0303,nan
V00918,MH-89-Q-4263,Car,P04246,Mahindra XUV300,Black,Active,C0303,nan
V00919,DL-10-V-8420,Truck,P04252,Bajaj Pulsar,Maroon,Active,C0304,E03197
V00920,MH-43-F-5519,Van,P04255,Tata Nexon,White,Active,C0304,nan
V00921,UP-81-S-4553,Car,P04268,Toyota Glanza,Green,Active,C0305,nan
V00922,TS-88-J-5974,Van,P04273,Kia Sonet,Blue,Inactive,C0306,nan
V00923,WB-41-X-8492,Car,P04276,Hyundai i20,Green,Active,C0307,E03216
V00924,MH-76-U-9010,Truck,P04277,Kia Sonet,Red,Active,C0307,E03217
V00925,RJ-27-C-9681,SUV,P04283,Hyundai i20,Maroon,Active,C0307,nan
V00926,KA-75-P-5064,Truck,P04288,Toyota Glanza,Grey,Active,C0308,E03224
V00927,RJ-85-P-7502,Commercial Vehicle,P04289,Toyota Glanza,Black,Active,C0308,E03225
V00928,KA-60-D-2691,Motorcycle,P04295,Mahindra XUV300,Green,Active,C0309,nan
V00929,GJ-19-P-8440,Car,P04296,Hyundai i20,Silver,Inactive,C0309,nan
V00930,MH-78-J-4713,Car,P04300,Toyota Glanza,Red,Active,C0310,E03230
V00931,MP-02-T-2408,Car,P04303,Mahindra XUV300,Red,Active,C0310,E03231
V00932,MP-75-V-2105,Van,P04304,Bajaj Pulsar,Green,Active,C0310,nan
V00933,RJ-54-O-4835,SUV,P04315,Mahindra XUV300,Maroon,Active,C0312,E03243
V00934,UP-72-C-3639,Car,P04321,Mahindra XUV300,Blue,Active,C0312,nan
V00935,TN-79-P-3352,Commercial Vehicle,P04328,Maruti Swift,Silver,Active,C0313,E03259
V00936,TN-38-I-4234,Truck,P04333,Mahindra XUV300,White,Active,C0313,E03260
V00937,MH-79-Q-6299,Commercial Vehicle,P04339,Tata Nexon,Maroon,Active,C0313,E03261
V00938,UP-23-N-3626,Motorcycle,P00803,Hyundai i20,Blue,Active,C0314,nan
V00939,WB-28-W-8349,Car,P04055,Toyota Glanza,Grey,Active,C0315,E03263
V00940,GJ-02-M-7094,Motorcycle,P04353,Mahindra XUV300,Grey,Active,C0316,nan
V00941,TN-65-F-1153,Car,P04380,Kia Sonet,Green,Active,C0317,E03334
V00942,MH-57-U-5256,Motorcycle,P04384,Bajaj Pulsar,White,Active,C0317,E03335
V00943,MH-71-C-4413,Commercial Vehicle,P04398,Tata Nexon,Black,Active,C0317,nan
V00944,UP-53-O-3148,Motorcycle,P04399,Hyundai i20,Grey,Active,C0317,E03336
V00945,HR-24-R-9912,Car,P04407,Maruti Swift,Red,Active,C0317,nan
V00946,DL-49-F-9695,Truck,P04417,Maruti Swift,White,Active,C0317,nan
V00947,MP-62-C-2429,Van,P04418,Tata Nexon,Black,Active,C0317,nan
V00948,TN-80-L-6496,Truck,P04427,Mahindra XUV300,Silver,Active,C0317,nan
V00949,MP-39-T-8724,SUV,P04436,Mahindra XUV300,Red,Inactive,C0318,E03341
V00950,MH-30-L-5438,Truck,P00888,Toyota Glanza,Maroon,Active,C0319,nan
V00951,MH-71-W-2908,Motorcycle,P04441,Hyundai i20,Red,Active,C0319,nan
V00952,HR-18-N-3051,Van,P04448,Toyota Glanza,Grey,Active,C0319,nan
V00953,MH-48-H-6617,Van,P04451,Kia Sonet,Green,Active,C0319,nan
V00954,MH-36-F-7849,Commercial Vehicle,P04452,Toyota Glanza,Grey,Active,C0319,nan
V00955,TN-32-W-6579,Commercial Vehicle,P04465,Maruti Swift,Grey,Active,C0319,E03364
V00956,WB-99-S-3962,Motorcycle,P04467,Hyundai i20,Maroon,Active,C0319,E03365
V00957,MH-55-L-2447,SUV,P04469,Kia Sonet,Blue,Active,C0319,nan
V00958,GJ-31-M-2098,Van,P04486,Kia Sonet,Green,Active,C0320,nan
V00959,HR-83-Z-7317,Motorcycle,P04487,Toyota Glanza,Green,Active,C0320,E03412
V00960,KA-99-S-2851,Car,P04498,Tata Nexon,Green,Active,C0320,nan
V00961,KL-90-X-3566,Van,P04502,Honda City,Blue,Active,C0320,E03413
V00962,UP-07-A-3846,Commercial Vehicle,P04510,Honda City,Green,Active,C0320,E03414
V00963,MH-43-M-9874,Van,P04517,Hyundai i20,Black,Active,C0320,E03415
V00964,TS-69-V-5391,Car,P04526,Tata Nexon,Silver,Active,C0321,E03426
V00965,MP-02-F-7834,Commercial Vehicle,P04527,Kia Sonet,Grey,Active,C0321,nan
V00966,TS-44-F-1051,Van,P04532,Maruti Swift,Grey,Active,C0321,nan
V00967,KL-88-N-5734,Van,P04537,Honda City,Maroon,Active,C0322,nan
V00968,DL-26-B-7720,Motorcycle,P04542,Kia Sonet,Red,Active,C0323,nan
V00969,WB-76-V-9378,Commercial Vehicle,P04544,Bajaj Pulsar,Grey,Active,C0323,nan
V00970,MH-89-G-7696,Motorcycle,P04547,Tata Nexon,Black,Active,C0324,nan
V00971,MP-43-N-6555,Truck,P04548,Maruti Swift,Black,Active,C0324,nan
V00972,WB-55-S-4071,Van,P04550,Tata Nexon,Silver,Active,C0324,E03445
V00973,HR-19-C-3716,Motorcycle,P04551,Bajaj Pulsar,Black,Active,C0324,nan
V00974,MP-90-W-3390,Motorcycle,P04552,Tata Nexon,Blue,Active,C0324,nan
V00975,UP-98-U-3190,Motorcycle,P04554,Hyundai i20,Black,Active,C0324,nan
V00976,TS-38-F-7888,Commercial Vehicle,P04558,Honda City,Silver,Active,C0324,nan
V00977,MH-57-K-6709,Motorcycle,P04566,Maruti Swift,Grey,Active,C0325,nan
V00978,MH-53-G-1312,Truck,P04567,Kia Sonet,Maroon,Active,C0325,nan
V00979,MH-96-C-3051,Van,P04582,Bajaj Pulsar,Black,Active,C0325,nan
V00980,MH-24-K-2401,Truck,P04583,Honda City,Red,Inactive,C0325,nan
V00981,MP-23-D-8336,Van,P04584,Tata Nexon,Silver,Active,C0326,nan
V00982,UP-19-E-5210,Van,P04591,Maruti Swift,Red,Active,C0327,nan
V00983,MH-27-K-7962,Motorcycle,P04597,Toyota Glanza,Black,Active,C0328,E03504
V00984,KA-92-I-3787,Commercial Vehicle,P04602,Maruti Swift,White,Active,C0328,nan
V00985,WB-31-O-7414,Van,P04605,Kia Sonet,White,Active,C0328,E03505
V00986,MP-28-B-6661,Van,P04607,Toyota Glanza,Blue,Active,C0328,nan
V00987,GJ-43-O-9081,Commercial Vehicle,P04611,Tata Nexon,Green,Active,C0328,nan
V00988,MH-19-Q-5312,Commercial Vehicle,P04612,Mahindra XUV300,Maroon,Active,C0328,E03506
V00989,TS-18-F-4490,Van,P04619,Mahindra XUV300,Silver,Active,C0328,E03507
V00990,MH-37-K-7958,Commercial Vehicle,P04626,Hyundai i20,Black,Active,C0328,E03508
V00991,MP-87-F-5615,Van,P04631,Maruti Swift,Silver,Inactive,C0328,nan
V00992,DL-27-Y-3619,Car,P04633,Mahindra XUV300,Grey,Inactive,C0328,nan
V00993,GJ-81-J-8840,Commercial Vehicle,P04635,Mahindra XUV300,Red,Active,C0328,E03509
V00994,MP-11-I-2881,Motorcycle,P04648,Mahindra XUV300,Red,Active,C0332,E03529
V00995,MP-73-R-3250,SUV,P04655,Bajaj Pulsar,Red,Active,C0332,nan
V00996,DL-12-K-5570,Van,P04656,Hyundai i20,Black,Active,C0332,nan
V00997,MH-74-O-9139,Commercial Vehicle,P04668,Bajaj Pulsar,Maroon,Active,C0332,nan
V00998,KA-56-T-4816,Van,P04669,Kia Sonet,Silver,Active,C0332,nan
V00999,GJ-50-N-2490,Van,P04676,Hyundai i20,Black,Active,C0333,E03534
V01000,UP-58-I-9563,SUV,P04677,Hyundai i20,Green,Active,C0333,nan
V01001,UP-77-Q-3903,Truck,P04678,Bajaj Pulsar,Maroon,Active,C0333,E03535
V01002,GJ-16-Y-4414,Car,P04679,Mahindra XUV300,Black,Active,C0333,nan
V01003,UP-68-S-7754,Truck,P03008,Tata Nexon,Maroon,Active,C0334,nan
V01004,UP-19-J-4383,Truck,P03329,Kia Sonet,Green,Active,C0336,E03541
V01005,GJ-47-M-1595,Motorcycle,P04702,Honda City,White,Active,C0337,nan
V01006,MH-23-Z-7840,Motorcycle,P04703,Honda City,White,Active,C0337,nan
V01007,RJ-84-A-8120,Van,P04704,Maruti Swift,White,Active,C0337,nan
V01008,GJ-12-H-6452,Car,P04717,Maruti Swift,Black,Active,C0337,nan
V01009,MP-63-I-6275,SUV,P04720,Honda City,Red,Inactive,C0338,E03573
V01010,HR-85-U-1510,Motorcycle,P04724,Tata Nexon,White,Active,C0338,E03574
V01011,MH-74-T-4278,Commercial Vehicle,P04727,Toyota Glanza,Grey,Active,C0338,nan
V01012,MP-04-W-8027,SUV,P04746,Honda City,Blue,Active,C0341,nan
V01013,TN-39-Z-3643,SUV,P04748,Mahindra XUV300,Silver,Inactive,C0341,E03587
V01014,WB-48-D-8521,Truck,P04764,Hyundai i20,Black,Active,C0342,E03604
V01015,KL-68-M-4813,Motorcycle,P04771,Bajaj Pulsar,Silver,Active,C0342,nan
V01016,MP-66-M-4559,SUV,P04773,Bajaj Pulsar,White,Active,C0342,nan
V01017,UP-14-Q-3839,SUV,P02333,Hyundai i20,Red,Active,C0343,nan
V01018,MH-64-N-8362,Car,P04774,Maruti Swift,Silver,Active,C0343,nan
V01019,TN-83-E-7611,SUV,P04787,Mahindra XUV300,Blue,Inactive,C0343,nan
V01020,HR-53-V-8771,Commercial Vehicle,P04792,Honda City,Silver,Inactive,C0343,nan
V01021,MP-71-O-7777,Commercial Vehicle,P04803,Tata Nexon,Grey,Active,C0344,nan
V01022,MP-69-H-9727,SUV,P04818,Mahindra XUV300,Green,Active,C0345,nan
V01023,KL-98-Y-6691,Motorcycle,P04819,Mahindra XUV300,Green,Active,C0345,nan
V01024,GJ-96-R-6675,Commercial Vehicle,P04820,Mahindra XUV300,Green,Active,C0345,nan
V01025,TN-28-G-8417,SUV,P04828,Honda City,Silver,Active,C0345,nan
V01026,MP-76-G-1188,Truck,P04829,Mahindra XUV300,Grey,Active,C0345,nan
V01027,MP-03-I-7037,Truck,P04834,Mahindra XUV300,Maroon,Active,C0345,nan
V01028,UP-28-U-8670,Car,P04838,Kia Sonet,Maroon,Active,C0345,nan
V01029,WB-34-I-5350,Car,P04839,Mahindra XUV300,Green,Active,C0346,E03667
V01030,UP-41-O-3580,Truck,P04840,Mahindra XUV300,Red,Active,C0346,E03668
V01031,DL-59-D-5080,Van,P04849,Maruti Swift,Green,Active,C0346,E03669
V01032,UP-40-X-3602,Van,P04851,Tata Nexon,Maroon,Active,C0346,nan
V01033,MP-79-D-6831,Car,P04854,Honda City,Grey,Active,C0347,nan
V01034,TN-52-F-8185,Commercial Vehicle,P04859,Mahindra XUV300,Blue,Active,C0347,nan
V01035,GJ-64-M-2390,Van,P01056,Mahindra XUV300,Silver,Active,C0349,nan
V01036,MP-53-A-8555,Motorcycle,P01354,Hyundai i20,Black,Active,C0349,E03678
V01037,KL-24-H-5409,SUV,P04874,Kia Sonet,Grey,Active,C0349,E03689
V01038,MH-13-P-3157,Van,P04885,Toyota Glanza,Red,Active,C0351,nan
V01039,KA-66-L-6974,SUV,P04890,Honda City,Grey,Active,C0351,nan
V01040,GJ-46-Z-7259,Motorcycle,P04893,Toyota Glanza,Green,Active,C0351,E03700
V01041,UP-28-Z-7581,Truck,P04896,Maruti Swift,Green,Active,C0351,nan
V01042,GJ-94-T-7785,Van,P04897,Bajaj Pulsar,White,Active,C0351,nan
V01043,MH-90-R-8056,Commercial Vehicle,P04905,Kia Sonet,White,Active,C0352,nan
V01044,RJ-95-Q-4701,Van,P04907,Hyundai i20,Black,Active,C0352,nan
V01045,GJ-35-Y-4943,Truck,P04908,Mahindra XUV300,Maroon,Active,C0352,nan
V01046,WB-11-K-3957,Van,P04913,Kia Sonet,Black,Active,C0352,nan
V01047,UP-01-F-3594,Motorcycle,P04914,Honda City,Blue,Active,C0352,nan
V01048,UP-64-K-5620,Car,P04920,Hyundai i20,Green,Active,C0353,E03724
V01049,UP-82-X-8555,SUV,P04923,Honda City,Silver,Active,C0353,E03725
V01050,KL-63-M-1431,Car,P04930,Honda City,Red,Active,C0353,nan
V01051,RJ-18-O-5527,Commercial Vehicle,P04936,Toyota Glanza,Black,Inactive,C0353,nan
V01052,MP-77-B-1537,Van,P04944,Honda City,Red,Active,C0355,nan
V01053,GJ-90-F-2180,Commercial Vehicle,P04945,Hyundai i20,Red,Active,C0355,nan
V01054,UP-23-X-3841,Van,P04947,Bajaj Pulsar,Silver,Active,C0355,nan
V01055,MH-28-C-1067,Truck,P04963,Bajaj Pulsar,Maroon,Active,C0356,nan
V01056,DL-68-Y-6923,SUV,P04966,Bajaj Pulsar,Red,Active,C0356,nan
V01057,GJ-98-M-5401,Truck,P04971,Maruti Swift,Grey,Inactive,C0356,E03748
V01058,MP-27-L-2703,Truck,P04973,Toyota Glanza,Blue,Active,C0357,nan
V01059,MH-64-F-5321,Car,P04974,Honda City,Blue,Active,C0357,nan
V01060,UP-12-D-8174,Motorcycle,P04981,Maruti Swift,Black,Inactive,C0357,E03784
V01061,MH-75-Z-6928,Truck,P04989,Maruti Swift,Silver,Active,C0357,E03785
V01062,TS-12-O-1222,Commercial Vehicle,P04990,Kia Sonet,Blue,Active,C0357,nan
V01063,UP-33-X-2329,Van,P04993,Maruti Swift,Maroon,Inactive,C0357,nan
V01064,UP-23-R-2298,Motorcycle,P04997,Toyota Glanza,Red,Active,C0357,E03786
V01065,GJ-12-P-3522,Truck,P05000,Hyundai i20,Black,Active,C0357,E03787
V01066,KL-58-P-2624,Van,P05004,Bajaj Pulsar,Grey,Inactive,C0357,nan
V01067,TS-01-R-4378,Commercial Vehicle,P05011,Maruti Swift,Grey,Active,C0357,E03788
V01068,UP-57-R-8683,Car,P05019,Kia Sonet,Maroon,Active,C0357,nan
V01069,DL-36-Y-1307,Motorcycle,P02317,Tata Nexon,Red,Active,C0358,E03789
V01070,WB-21-L-2026,Car,P02671,Mahindra XUV300,White,Active,C0358,nan
V01071,MP-49-M-9312,Car,P05022,Maruti Swift,Black,Active,C0359,nan
V01072,TN-24-A-7580,Commercial Vehicle,P05023,Mahindra XUV300,Black,Active,C0359,nan
V01073,TN-27-N-7146,Commercial Vehicle,P05030,Honda City,Blue,Active,C0359,nan
V01074,MH-58-D-5273,Van,P05033,Kia Sonet,White,Active,C0359,nan
V01075,GJ-66-D-5997,Truck,P05034,Toyota Glanza,White,Inactive,C0359,E03801
V01076,DL-82-F-6002,Van,P05035,Toyota Glanza,Black,Inactive,C0359,E03802
V01077,GJ-26-M-1610,SUV,P05040,Honda City,Grey,Active,C0359,E03803
V01078,KA-39-Z-8007,Car,P05048,Hyundai i20,White,Active,C0360,E03808
V01079,GJ-45-L-1680,Motorcycle,P01280,Toyota Glanza,Black,Active,C0361,nan
V01080,HR-36-I-4286,SUV,P05055,Bajaj Pulsar,Blue,Active,C0361,nan
V01081,GJ-24-V-1882,Van,P05066,Kia Sonet,Black,Inactive,C0363,E03842
V01082,TS-36-Y-6424,Commercial Vehicle,P05071,Honda City,Maroon,Inactive,C0363,E03843
V01083,TS-34-U-1416,SUV,P05082,Hyundai i20,Silver,Active,C0363,E03844
V01084,MP-03-P-4186,Van,P05083,Kia Sonet,Maroon,Active,C0363,nan
V01085,MH-93-L-3079,Van,P05087,Hyundai i20,Blue,Active,C0363,E03845
V01086,KA-75-D-5304,Motorcycle,P05088,Kia Sonet,Red,Active,C0363,nan
V01087,MH-99-H-3256,Van,P05097,Honda City,Grey,Active,C0364,E03868
V01088,GJ-27-I-5126,Motorcycle,P05098,Tata Nexon,Blue,Active,C0364,nan
V01089,UP-28-T-9130,SUV,P05103,Hyundai i20,Grey,Inactive,C0364,E03869
V01090,RJ-36-U-9023,Motorcycle,P05119,Honda City,Grey,Active,C0364,nan
V01091,RJ-87-M-8613,SUV,P05122,Bajaj Pulsar,Maroon,Active,C0364,E03870
V01092,MP-93-Y-6987,Car,P05127,Bajaj Pulsar,Silver,Inactive,C0365,E03879
V01093,GJ-90-L-6910,Car,P05134,Maruti Swift,Silver,Active,C0365,nan
V01094,MH-50-K-3002,Van,P05137,Toyota Glanza,Grey,Active,C0366,E03892
V01095,GJ-39-F-7801,Truck,P05146,Hyundai i20,Green,Active,C0366,nan
V01096,MH-94-C-8582,Truck,P05156,Tata Nexon,Green,Active,C0366,E03893
V01097,TN-87-Q-7854,Truck,P00133,Toyota Glanza,Silver,Active,C0369,nan
V01098,TN-69-F-4209,Car,P02147,Honda City,Silver,Active,C0369,nan
V01099,UP-70-W-7413,Motorcycle,P05165,Tata Nexon,Black,Active,C0369,nan
V01100,MH-21-H-3392,Motorcycle,P05167,Hyundai i20,Green,Active,C0370,nan
V01101,TN-86-H-2707,Motorcycle,P05172,Kia Sonet,Grey,Active,C0370,E03915
V01102,TS-37-Y-7360,Van,P05173,Maruti Swift,Black,Active,C0370,nan
V01103,UP-56-E-6591,Motorcycle,P05174,Maruti Swift,Green,Active,C0370,nan
V01104,MP-55-T-5585,Van,P05175,Bajaj Pulsar,Red,Active,C0370,E03916
V01105,RJ-91-E-4679,SUV,P05177,Kia Sonet,Silver,Active,C0370,nan
V01106,MP-71-E-1957,Truck,P05181,Toyota Glanza,Blue,Active,C0370,nan
V01107,GJ-02-Q-5434,Motorcycle,P05182,Tata Nexon,Maroon,Active,C0370,nan
V01108,GJ-19-X-6049,Commercial Vehicle,P05190,Tata Nexon,White,Active,C0370,nan
V01109,MH-93-H-9031,Truck,P03328,Mahindra XUV300,Blue,Active,C0371,E03917
V01110,MH-73-B-1534,Van,P05201,Hyundai i20,Green,Active,C0372,nan
V01111,MP-66-M-6653,Motorcycle,P05202,Toyota Glanza,Silver,Inactive,C0372,nan
V01112,HR-25-N-8275,Van,P05203,Bajaj Pulsar,White,Active,C0372,E03938
V01113,MH-47-C-9979,Van,P05204,Mahindra XUV300,Silver,Active,C0372,E03939
V01114,KA-51-T-2628,Commercial Vehicle,P05212,Maruti Swift,White,Active,C0372,nan
V01115,MH-12-Q-7493,Truck,P05223,Hyundai i20,Black,Inactive,C0373,nan
V01116,MP-63-S-3179,Truck,P05227,Honda City,Grey,Active,C0373,E03947
V01117,WB-81-R-7240,Truck,P05234,Tata Nexon,Grey,Inactive,C0375,E03959
V01118,MH-43-G-5075,Commercial Vehicle,P05237,Tata Nexon,Green,Active,C0375,E03960
V01119,HR-37-I-5257,Truck,P05239,Mahindra XUV300,Silver,Active,C0375,E03961
V01120,MH-62-B-9003,Car,P05245,Mahindra XUV300,Black,Active,C0375,nan
V01121,MH-45-Y-8749,Truck,P05247,Kia Sonet,Red,Active,C0375,E03962
V01122,TS-80-Q-5235,Car,P01488,Kia Sonet,Maroon,Active,C0376,nan
V01123,DL-76-Z-6843,Van,P05253,Mahindra XUV300,Maroon,Active,C0376,nan
V01124,HR-53-D-1706,Truck,P05254,Hyundai i20,White,Inactive,C0376,nan
V01125,MH-04-R-7305,Car,P05255,Toyota Glanza,Maroon,Active,C0376,nan
V01126,MP-27-U-2132,Commercial Vehicle,P05262,Kia Sonet,White,Active,C0376,E03973
V01127,MP-62-P-8071,Truck,P05267,Honda City,Green,Active,C0377,nan
V01128,HR-85-C-5002,SUV,P05269,Toyota Glanza,Green,Active,C0377,E03980
V01129,KA-79-F-6448,Van,P05275,Honda City,Blue,Active,C0378,E03987
V01130,TN-59-P-9891,Commercial Vehicle,P04540,Honda City,Red,Inactive,C0379,nan
V01131,KL-11-I-2665,Car,P05301,Hyundai i20,Silver,Active,C0380,nan
V01132,KL-53-P-7602,Motorcycle,P00015,Bajaj Pulsar,Black,Active,C0382,nan
V01133,KL-59-R-4772,Van,P05312,Hyundai i20,Maroon,Active,C0382,E04015
V01134,TN-39-A-7491,Van,P05315,Bajaj Pulsar,Black,Active,C0382,E04016
V01135,KA-23-J-7366,Van,P05317,Hyundai i20,Maroon,Active,C0382,nan
V01136,UP-19-L-6581,SUV,P05320,Honda City,Blue,Active,C0383,E04033
V01137,KL-13-B-9437,Van,P05328,Tata Nexon,Grey,Active,C0383,E04034
V01138,MH-46-G-8508,Motorcycle,P05329,Tata Nexon,Silver,Active,C0383,E04035
V01139,HR-36-Q-2979,SUV,P05335,Hyundai i20,Red,Active,C0383,E04036
V01140,KL-32-U-2292,Van,P05344,Bajaj Pulsar,Blue,Inactive,C0383,nan
V01141,MH-82-F-7174,Commercial Vehicle,P05351,Hyundai i20,Silver,Active,C0384,nan
V01142,TN-65-I-3970,Car,P05358,Hyundai i20,Black,Active,C0384,E04054
V01143,MH-93-T-5743,Truck,P05375,Hyundai i20,White,Active,C0385,E04064
V01144,GJ-81-U-5061,Motorcycle,P05378,Tata Nexon,Green,Active,C0385,E04065
V01145,UP-97-F-4190,Van,P05380,Honda City,Black,Active,C0385,E04066
V01146,RJ-65-E-1866,Motorcycle,P05383,Honda City,Maroon,Active,C0385,nan
V01147,MH-28-Q-7539,Motorcycle,P05387,Kia Sonet,Blue,Inactive,C0385,nan
V01148,RJ-93-Y-4637,SUV,P05389,Honda City,Grey,Inactive,C0385,E04067
V01149,UP-89-C-3412,SUV,P00149,Hyundai i20,Black,Inactive,C0386,nan
V01150,TN-95-E-1923,Commercial Vehicle,P05396,Tata Nexon,Black,Active,C0386,nan
V01151,RJ-84-D-5665,Motorcycle,P05407,Tata Nexon,Grey,Active,C0386,nan
V01152,UP-15-C-4241,Van,P05409,Hyundai i20,Silver,Active,C0386,E04080
V01153,DL-28-M-9778,Truck,P05410,Tata Nexon,Blue,Active,C0386,E04081
V01154,UP-57-G-3144,Van,P05411,Kia Sonet,Maroon,Active,C0386,nan
V01155,MH-07-M-2381,Car,P05412,Toyota Glanza,Blue,Active,C0387,nan
V01156,MP-45-S-1574,Motorcycle,P05416,Toyota Glanza,Grey,Active,C0388,nan
V01157,MH-40-D-5330,Motorcycle,P05417,Hyundai i20,Blue,Active,C0388,nan
V01158,UP-11-J-5594,Car,P05418,Bajaj Pulsar,Black,Active,C0388,E04090
V01159,KA-60-D-8999,Motorcycle,P05426,Toyota Glanza,Silver,Active,C0389,nan
V01160,WB-21-Q-3944,Truck,P05428,Tata Nexon,Black,Active,C0389,E04106
V01161,MH-41-R-9255,Car,P05457,Tata Nexon,Red,Active,C0390,nan
V01162,HR-58-C-1652,Motorcycle,P05463,Honda City,Black,Inactive,C0390,E04125
V01163,MH-77-Z-7730,SUV,P05468,Hyundai i20,Red,Active,C0390,E04126
V01164,TN-08-A-5139,Truck,P05470,Mahindra XUV300,Black,Active,C0390,E04127
V01165,KA-20-X-5662,Commercial Vehicle,P05474,Maruti Swift,Blue,Active,C0391,nan
V01166,GJ-44-J-4228,Truck,P05475,Hyundai i20,Red,Active,C0391,E04132
V01167,MH-61-F-7710,SUV,P05477,Toyota Glanza,White,Active,C0391,E04133
V01168,GJ-19-F-3182,Car,P05482,Tata Nexon,Blue,Active,C0392,nan
V01169,WB-07-C-1411,Car,P05483,Mahindra XUV300,Blue,Active,C0392,nan
V01170,MP-60-B-1643,Truck,P05496,Honda City,Maroon,Active,C0392,nan
V01171,TS-57-V-6015,SUV,P05498,Honda City,Maroon,Inactive,C0392,E04155
V01172,KA-80-K-4673,Motorcycle,P05499,Toyota Glanza,Black,Active,C0392,E04156
V01173,MH-26-L-5763,Motorcycle,P05516,Tata Nexon,Silver,Active,C0393,E04172
V01174,KL-71-K-6328,Van,P05519,Bajaj Pulsar,Maroon,Active,C0393,nan
V01175,MH-91-E-9050,Truck,P05533,Kia Sonet,Silver,Active,C0394,E04192
V01176,KL-74-H-1805,Car,P05541,Kia Sonet,Silver,Active,C0394,E04193
V01177,KL-14-S-3419,Car,P05547,Tata Nexon,Green,Inactive,C0394,E04194
V01178,TN-20-G-5184,Car,P05549,Toyota Glanza,Silver,Active,C0394,nan
V01179,TN-89-L-8647,Commercial Vehicle,P05550,Maruti Swift,Blue,Active,C0394,E04195
V01180,KA-68-Z-2284,Car,P05564,Maruti Swift,Grey,Active,C0396,E04212
V01181,MP-24-A-6376,Car,P05565,Hyundai i20,Maroon,Active,C0396,nan
V01182,GJ-57-T-5122,SUV,P05567,Mahindra XUV300,Black,Active,C0396,E04213
V01183,TN-43-W-5986,Van,P05569,Bajaj Pulsar,Grey,Active,C0396,nan
V01184,HR-60-I-8000,Commercial Vehicle,P01840,Maruti Swift,Red,Active,C0397,nan
V01185,TS-56-U-3145,Car,P05579,Kia Sonet,Grey,Active,C0397,nan
V01186,KL-41-N-7747,Car,P05581,Honda City,Grey,Active,C0397,nan
V01187,HR-78-P-6454,Commercial Vehicle,P05588,Toyota Glanza,Maroon,Active,C0397,nan
V01188,MP-01-O-5337,SUV,P05596,Hyundai i20,White,Active,C0397,E04235
V01189,RJ-02-C-5827,Motorcycle,P05597,Tata Nexon,Blue,Active,C0397,E04236
V01190,MP-09-E-4339,Van,P05598,Toyota Glanza,Silver,Active,C0397,nan
V01191,MP-31-L-9460,SUV,P05620,Bajaj Pulsar,Red,Active,C0399,nan
V01192,MH-43-T-9397,Car,P05622,Kia Sonet,Maroon,Active,C0399,nan
V01193,MH-64-Z-3140,Commercial Vehicle,P05633,Mahindra XUV300,Green,Active,C0400,nan
V01194,HR-45-E-4403,Van,P00473,Hyundai i20,Black,Active,C0401,nan
V01195,KA-65-X-2638,Commercial Vehicle,P02269,Toyota Glanza,Blue,Inactive,C0401,nan
V01196,DL-04-Z-9589,Truck,P05639,Bajaj Pulsar,White,Active,C0402,E04261
V01197,TS-07-R-1301,Van,P05655,Maruti Swift,Maroon,Active,C0403,E04298
V01198,TN-70-X-9373,SUV,P05657,Mahindra XUV300,Maroon,Active,C0403,nan
V01199,MP-67-B-8046,Van,P05667,Hyundai i20,Grey,Active,C0403,E04299
V01200,HR-62-I-8911,Car,P05672,Kia Sonet,Silver,Active,C0403,nan
V01201,TS-08-Z-9668,Car,P05674,Mahindra XUV300,Maroon,Active,C0403,nan
V01202,WB-77-F-3441,Car,P05675,Honda City,Maroon,Active,C0403,E04300
V01203,DL-87-X-7530,Van,P05683,Honda City,White,Active,C0403,E04301
V01204,KL-49-A-1583,Truck,P05688,Toyota Glanza,Maroon,Active,C0403,nan
V01205,KA-58-E-8735,Car,P05692,Hyundai i20,Black,Active,C0403,nan
V01206,WB-18-C-7906,Car,P05694,Kia Sonet,Green,Inactive,C0403,E04302
V01207,MH-91-E-3466,SUV,P05705,Hyundai i20,Red,Active,C0403,E04303
V01208,MP-22-U-5718,SUV,P05710,Honda City,Red,Active,C0404,nan
V01209,HR-47-A-9056,Car,P05711,Kia Sonet,Green,Active,C0404,nan
V01210,KL-37-J-2435,Van,P05712,Bajaj Pulsar,Red,Active,C0404,nan
V01211,KL-55-C-4830,Van,P05716,Mahindra XUV300,Grey,Inactive,C0405,nan
V01212,WB-27-G-9572,Motorcycle,P05719,Toyota Glanza,Red,Active,C0405,nan
