cdr_id,caller_id,receiver_id,start_time,duration_seconds,call_type,location_id,case_id,evidence_id
CDR010015,PH04490,PH04467,2026-08-24T02:31:43,63,Outgoing,L0337,C0408,nan
CDR010016,PH04485,PH04476,2026-07-20T21:55:21,900,Outgoing,L0584,C0408,nan
CDR010017,PH04487,PH04480,2026-01-03T14:59:18,125,Incoming,L0584,C0408,nan
CDR010018,PH04481,PH04466,2026-01-30T20:25:47,25,Outgoing,L0337,C0408,nan
CDR010019,PH04474,PH04468,2026-03-01T19:22:22,600,Outgoing,L0427,C0408,nan
CDR010020,PH04481,PH04468,2026-04-23T00:30:31,32,Outgoing,L0584,C0408,nan
CDR010021,PH04479,PH04476,2026-10-25T21:49:40,18,Incoming,L0337,C0408,nan
CDR010022,PH04484,PH04467,2026-04-29T10:43:51,90,Outgoing,L0049,C0408,nan
CDR010023,PH04485,PH04480,2026-05-22T11:59:47,240,Incoming,L0584,C0408,nan
CDR010024,PH04468,PH04475,2026-03-10T21:44:31,420,Incoming,L0584,C0408,nan
CDR010025,PH04491,PH04475,2026-05-02T03:53:32,600,Incoming,L0337,C0408,nan
CDR010026,PH04484,PH04470,2026-07-12T09:49:07,125,Outgoing,L0584,C0408,nan
CDR010027,PH04473,PH04481,2026-06-15T15:03:01,900,Incoming,L0049,C0408,nan
CDR010028,PH04479,PH04466,2026-05-03T03:55:08,512,Outgoing,L0584,C0408,nan
CDR010029,PH04469,PH04491,2026-03-03T17:19:05,180,Incoming,L0584,C0408,nan
CDR010030,PH04491,PH04474,2026-05-31T12:47:53,180,Outgoing,L0584,C0408,nan
CDR010031,PH04482,PH04471,2026-07-17T14:41:08,47,Incoming,L0584,C0408,nan
CDR010032,PH04488,PH04475,2026-04-20T01:18:11,18,Outgoing,L0584,C0408,nan
CDR010033,PH04491,PH04473,2026-07-09T08:28:02,420,Incoming,L0427,C0408,nan
CDR010034,PH04503,PH04496,2026-08-02T23:38:46,90,Outgoing,L0516,C0409,nan
CDR010035,PH04504,PH04494,2026-05-13T18:37:03,812,Incoming,L0516,C0409,nan
CDR010036,PH04499,PH04493,2026-07-16T23:32:28,90,Outgoing,L0516,C0409,nan
CDR010037,PH04506,PH04505,2026-03-04T09:43:11,180,Incoming,L0516,C0409,nan
CDR010038,PH04508,PH04507,2026-06-03T01:23:06,600,Incoming,L0530,C0409,nan
CDR010039,PH04505,PH04499,2026-12-14T22:51:10,63,Incoming,L0107,C0409,nan
CDR010040,PH04495,PH04507,2026-03-21T15:13:20,90,Incoming,L0107,C0409,nan
CDR010041,PH04503,PH04501,2026-12-19T11:42:13,600,Incoming,L0530,C0409,nan
CDR010042,PH04507,PH04495,2026-08-13T14:27:41,720,Incoming,L0107,C0409,nan
CDR010043,PH04498,PH04493,2026-05-16T11:13:41,47,Outgoing,L0107,C0409,nan
CDR010044,PH04497,PH04502,2026-04-21T04:54:08,812,Outgoing,L0516,C0409,nan
CDR010045,PH04498,PH04493,2026-10-17T10:12:04,812,Outgoing,L0530,C0409,nan
CDR010046,PH04500,PH04508,2026-11-06T09:27:05,512,Outgoing,L0107,C0409,nan
CDR010047,PH04496,PH04503,2026-03-22T01:00:55,240,Outgoing,L0183,C0409,nan
CDR010048,PH04499,PH04504,2026-09-22T04:01:55,47,Outgoing,L0516,C0409,nan
CDR010049,PH04500,PH04507,2026-02-28T22:20:22,90,Incoming,L0107,C0409,E09505
CDR010050,PH04501,PH04502,2026-06-27T01:57:17,180,Incoming,L0107,C0409,nan
CDR010051,PH04498,PH04494,2026-04-23T21:04:22,512,Incoming,L0516,C0409,E09506
CDR010052,PH04496,PH04505,2026-05-18T18:03:35,63,Outgoing,L0516,C0409,E09507
CDR010053,PH04505,PH04503,2026-04-29T04:55:47,310,Incoming,L0183,C0409,nan
CDR010054,PH04496,PH04501,2026-05-02T05:59:47,63,Incoming,L0516,C0409,nan
CDR010055,PH04494,PH04503,2026-11-05T03:25:57,512,Outgoing,L0107,C0409,nan
CDR010056,PH04506,PH04494,2026-05-10T20:17:05,812,Outgoing,L0516,C0409,nan
CDR010057,PH04503,PH04508,2026-08-23T21:21:29,47,Incoming,L0530,C0409,nan
CDR010058,PH04499,PH04493,2026-09-12T10:46:03,180,Incoming,L0107,C0409,nan
CDR010059,PH04508,PH04495,2026-06-18T03:45:22,25,Outgoing,L0530,C0409,nan
CDR010060,PH04504,PH04505,2026-04-17T01:20:51,25,Outgoing,L0183,C0409,nan
CDR010061,PH04493,PH04503,2026-04-17T23:13:41,720,Outgoing,L0516,C0409,nan
CDR010062,PH04500,PH04499,2026-04-19T05:19:29,90,Incoming,L0530,C0409,nan
CDR010063,PH04508,PH04496,2026-07-15T09:24:34,18,Outgoing,L0530,C0409,nan
CDR010064,PH04505,PH04501,2026-01-14T06:56:04,18,Incoming,L0516,C0409,nan
CDR010065,PH04507,PH04498,2026-12-07T20:58:30,47,Outgoing,L0183,C0409,nan
CDR010066,PH04499,PH04494,2026-01-24T13:00:13,420,Incoming,L0530,C0409,nan
CDR010067,PH04504,PH04505,2026-12-07T20:20:52,180,Incoming,L0530,C0409,nan
CDR010068,PH04504,PH04502,2026-06-08T03:46:19,812,Incoming,L0183,C0409,nan
CDR010069,PH04507,PH04502,2026-08-12T17:50:46,180,Incoming,L0530,C0409,nan
CDR010070,PH04498,PH04499,2026-05-22T05:50:07,18,Outgoing,L0516,C0409,E09508
CDR010071,PH04498,PH04499,2026-06-15T20:48:32,600,Outgoing,L0183,C0409,nan
CDR010072,PH04504,PH04495,2026-12-28T05:36:07,720,Incoming,L0183,C0409,nan
CDR010073,PH04507,PH04506,2026-07-08T09:41:01,125,Incoming,L0530,C0409,nan
CDR010074,PH04504,PH04502,2026-07-29T10:27:34,812,Incoming,L0530,C0409,nan
CDR010075,PH04507,PH04508,2026-03-27T11:23:58,812,Outgoing,L0107,C0409,nan
CDR010076,PH04498,PH04493,2026-07-10T06:11:38,600,Incoming,L0107,C0409,nan
CDR010077,PH04504,PH04505,2026-12-05T21:57:18,512,Incoming,L0516,C0409,nan
CDR010078,PH04507,PH04500,2026-10-24T16:41:24,25,Outgoing,L0107,C0409,nan
CDR010079,PH04494,PH04498,2026-04-10T14:55:17,63,Incoming,L0183,C0409,nan
CDR010080,PH04501,PH04506,2026-02-02T00:45:08,180,Incoming,L0183,C0409,nan
CDR010081,PH04499,PH04495,2026-05-27T11:39:26,18,Outgoing,L0183,C0409,nan
CDR010082,PH04496,PH04507,2026-07-09T02:44:58,125,Outgoing,L0530,C0409,nan
CDR010083,PH04506,PH04498,2026-03-28T16:58:50,90,Incoming,L0183,C0409,nan
CDR010084,PH04501,PH04496,2026-03-22T18:47:22,720,Incoming,L0530,C0409,nan
CDR010085,PH04493,PH04504,2026-04-15T22:28:50,900,Incoming,L0183,C0409,nan
CDR010086,PH04521,PH04519,2026-11-14T02:50:02,180,Outgoing,L0007,C0411,nan
CDR010087,PH04518,PH04519,2026-08-25T14:29:48,310,Outgoing,L0149,C0411,nan
CDR010088,PH04513,PH04510,2026-07-08T04:07:05,90,Incoming,L0143,C0411,nan
CDR010089,PH04517,PH04510,2026-07-19T08:53:28,47,Outgoing,L0007,C0411,nan
CDR010090,PH04510,PH04511,2026-10-25T13:50:18,125,Outgoing,L0149,C0411,nan
CDR010091,PH04512,PH04510,2026-06-14T07:59:23,47,Incoming,L0143,C0411,nan
CDR010092,PH04521,PH04520,2026-06-25T04:45:20,512,Incoming,L0007,C0411,E09525
CDR010093,PH04513,PH04520,2026-03-26T20:49:53,720,Outgoing,L0007,C0411,nan
CDR010094,PH04514,PH04515,2026-11-25T03:36:38,420,Incoming,L0344,C0411,nan
CDR010095,PH04509,PH04511,2026-12-15T14:57:18,420,Outgoing,L0149,C0411,nan
CDR010096,PH04519,PH04513,2026-05-19T07:40:28,310,Outgoing,L0007,C0411,nan
CDR010097,PH04519,PH04515,2026-08-13T06:30:12,240,Incoming,L0007,C0411,nan
CDR010098,PH04516,PH04513,2026-06-30T17:05:14,90,Outgoing,L0143,C0411,nan
CDR010099,PH04519,PH04510,2026-08-13T15:13:23,25,Outgoing,L0143,C0411,nan
CDR010100,PH04516,PH04518,2026-03-28T03:24:37,512,Outgoing,L0143,C0411,nan
CDR010101,PH04509,PH04517,2026-02-04T18:26:06,420,Incoming,L0344,C0411,E09526
CDR010102,PH04517,PH04511,2026-09-27T05:53:05,240,Outgoing,L0149,C0411,nan
CDR010103,PH04520,PH04518,2026-03-01T10:02:52,420,Incoming,L0149,C0411,E09527
CDR010104,PH04519,PH04518,2026-08-07T18:26:31,720,Incoming,L0149,C0411,nan
CDR010105,PH04518,PH04515,2026-07-17T09:53:46,600,Outgoing,L0344,C0411,nan
CDR010106,PH04519,PH04512,2026-03-05T16:24:04,63,Incoming,L0344,C0411,nan
CDR010107,PH04515,PH04514,2026-06-16T05:14:29,25,Incoming,L0007,C0411,nan
CDR010108,PH04510,PH04509,2026-02-05T00:34:30,125,Outgoing,L0149,C0411,nan
CDR010109,PH04515,PH04514,2026-06-01T03:17:35,812,Incoming,L0143,C0411,E09528
CDR010110,PH04519,PH04514,2026-01-29T01:26:32,310,Incoming,L0007,C0411,E09529
CDR010111,PH04509,PH04512,2026-03-16T12:42:04,18,Incoming,L0149,C0411,nan
CDR010112,PH04511,PH04517,2026-08-05T16:08:33,25,Outgoing,L0007,C0411,E09530
CDR010113,PH04519,PH04514,2026-06-02T12:07:16,812,Outgoing,L0344,C0411,nan
CDR010114,PH04518,PH04510,2026-06-21T01:28:07,812,Incoming,L0344,C0411,E09531
CDR010115,PH04518,PH04513,2026-05-31T11:01:36,25,Incoming,L0007,C0411,E09532
CDR010116,PH04521,PH04517,2026-04-13T11:55:58,310,Incoming,L0149,C0411,E09533
CDR010117,PH04509,PH04515,2026-05-14T04:06:40,512,Incoming,L0344,C0411,nan
CDR010118,PH04513,PH04517,2026-02-12T22:08:17,420,Incoming,L0149,C0411,nan
CDR010119,PH04518,PH04512,2026-12-24T21:56:12,420,Incoming,L0143,C0411,nan
CDR010120,PH04515,PH04511,2026-05-06T22:58:31,32,Incoming,L0007,C0411,nan
CDR010121,PH04513,PH04511,2026-08-01T12:39:33,18,Outgoing,L0149,C0411,nan
CDR010122,PH04521,PH04509,2026-05-12T13:42:05,47,Outgoing,L0149,C0411,nan
CDR010123,PH04517,PH04518,2026-05-22T17:29:17,32,Outgoing,L0143,C0411,E09534
CDR010124,PH04518,PH04519,2026-05-21T12:32:47,18,Outgoing,L0149,C0411,nan
CDR010125,PH04517,PH04515,2026-11-08T15:34:59,720,Outgoing,L0007,C0411,nan
CDR010126,PH04523,PH04522,2026-07-10T09:58:59,240,Incoming,L0486,C0412,nan
CDR010127,PH04523,PH04522,2026-03-03T15:50:15,310,Incoming,L0568,C0412,E09543
CDR010128,PH04522,PH04523,2026-07-15T20:40:26,812,Incoming,L0394,C0412,nan
CDR010129,PH04523,PH04522,2026-07-11T04:38:36,63,Incoming,L0568,C0412,nan
CDR010130,PH04522,PH04523,2026-08-03T15:51:59,512,Incoming,L0394,C0412,E09544
CDR010131,PH04523,PH04522,2026-04-13T02:21:25,900,Incoming,L0486,C0412,nan
CDR010132,PH04522,PH04523,2026-11-01T23:56:56,512,Incoming,L0394,C0412,nan
CDR010133,PH04523,PH04522,2026-05-23T06:18:44,240,Outgoing,L0561,C0412,nan
CDR010134,PH04523,PH04522,2026-12-01T01:55:02,25,Incoming,L0568,C0412,E09545
CDR010135,PH04523,PH04522,2026-10-11T00:40:05,240,Incoming,L0561,C0412,nan
CDR010136,PH04522,PH04523,2026-10-07T10:29:45,32,Incoming,L0561,C0412,E09546
CDR010137,PH04522,PH04523,2026-05-15T16:23:31,180,Incoming,L0486,C0412,E09547
CDR010138,PH04526,PH04525,2026-07-18T07:55:14,310,Incoming,L0228,C0413,nan
CDR010139,PH04526,PH04524,2026-05-13T22:28:12,47,Incoming,L0220,C0413,nan
CDR010140,PH04526,PH04524,2026-12-28T09:35:27,63,Outgoing,L0570,C0413,nan
CDR010141,PH04524,PH04526,2026-08-21T05:04:31,900,Incoming,L0220,C0413,nan
CDR010142,PH04524,PH04526,2026-09-26T10:46:16,512,Outgoing,L0570,C0413,nan
CDR010143,PH04525,PH04526,2026-05-05T15:48:12,720,Incoming,L0220,C0413,nan
CDR010144,PH04525,PH04526,2026-03-14T01:33:53,25,Outgoing,L0570,C0413,nan
CDR010145,PH04526,PH04524,2026-03-29T12:53:03,240,Incoming,L0220,C0413,nan
CDR010146,PH04524,PH04525,2026-07-11T10:05:57,240,Outgoing,L0220,C0413,nan
CDR010147,PH04524,PH04525,2026-07-23T01:24:18,720,Outgoing,L0228,C0413,nan
CDR010148,PH04527,PH04531,2026-07-20T08:32:18,310,Outgoing,L0305,C0414,nan
CDR010149,PH04528,PH04531,2026-08-21T10:31:25,47,Incoming,L0356,C0414,E09557
CDR010150,PH04531,PH04530,2026-08-18T04:12:03,47,Outgoing,L0305,C0414,E09558
CDR010151,PH04528,PH04530,2026-06-05T11:37:30,47,Incoming,L0062,C0414,nan
CDR010152,PH04528,PH04529,2026-06-12T10:44:56,240,Incoming,L0356,C0414,nan
CDR010153,PH04531,PH04529,2026-05-29T19:36:43,90,Incoming,L0363,C0414,nan
CDR010154,PH04527,PH04528,2026-05-31T19:05:31,900,Incoming,L0305,C0414,nan
CDR010155,PH04530,PH04531,2026-07-09T04:40:59,180,Outgoing,L0363,C0414,nan
CDR010156,PH04527,PH04530,2026-07-02T14:49:08,32,Outgoing,L0305,C0414,nan
CDR010157,PH04527,PH04528,2026-06-07T22:35:13,25,Outgoing,L0062,C0414,nan
CDR010158,PH04527,PH04530,2026-07-02T19:17:55,25,Outgoing,L0363,C0414,nan
CDR010159,PH04531,PH04528,2026-06-06T13:30:01,32,Incoming,L0305,C0414,nan
CDR010160,PH04527,PH04528,2026-08-12T11:55:48,240,Outgoing,L0062,C0414,nan
CDR010161,PH04528,PH04529,2026-07-15T19:30:10,900,Outgoing,L0062,C0414,nan
CDR010162,PH04531,PH04530,2026-08-28T21:35:32,63,Outgoing,L0356,C0414,nan
CDR010163,PH04527,PH04530,2026-07-09T20:26:35,125,Outgoing,L0363,C0414,nan
CDR010164,PH04529,PH04531,2026-06-15T07:27:57,512,Outgoing,L0062,C0414,nan
CDR010165,PH04532,PH04533,2026-07-07T06:03:12,600,Outgoing,L0410,C0415,nan
CDR010166,PH04532,PH04533,2026-11-28T15:21:46,310,Incoming,L0410,C0415,nan
CDR010167,PH04533,PH04532,2026-04-13T15:46:24,900,Incoming,L0408,C0415,E09561
CDR010168,PH04533,PH04532,2026-10-27T23:40:30,47,Outgoing,L0088,C0415,E09562
CDR010169,PH04533,PH04532,2026-03-21T05:06:09,47,Outgoing,L0410,C0415,nan
CDR010170,PH04532,PH04533,2026-10-09T23:28:34,600,Outgoing,L0577,C0415,E09563
CDR010171,PH04532,PH04533,2026-03-24T20:40:44,812,Outgoing,L0410,C0415,nan
CDR010172,PH04533,PH04532,2026-11-15T00:43:15,18,Outgoing,L0577,C0415,nan
CDR010173,PH04532,PH04533,2026-07-21T10:57:55,600,Incoming,L0410,C0415,nan
CDR010174,PH04533,PH04532,2026-05-13T20:30:38,125,Incoming,L0408,C0415,nan
CDR010175,PH04535,PH04552,2026-12-29T17:52:43,25,Incoming,L0450,C0416,nan
CDR010176,PH04547,PH04548,2026-03-23T08:31:51,900,Outgoing,L0497,C0416,E09565
CDR010177,PH04550,PH04543,2026-12-10T20:52:17,600,Outgoing,L0497,C0416,nan
CDR010178,PH04551,PH04544,2026-06-21T13:57:12,240,Incoming,L0450,C0416,nan
CDR010179,PH04548,PH04543,2026-05-13T10:16:42,600,Outgoing,L0450,C0416,nan
CDR010180,PH04542,PH04547,2026-06-20T03:17:53,25,Incoming,L0497,C0416,E09566
CDR010181,PH04546,PH04550,2026-07-08T17:49:08,32,Incoming,L0204,C0416,nan
CDR010182,PH04534,PH04537,2026-04-22T02:09:40,720,Outgoing,L0497,C0416,nan
CDR010183,PH04550,PH04552,2026-04-26T03:53:44,720,Outgoing,L0479,C0416,nan
CDR010184,PH04537,PH04538,2026-09-20T03:48:58,240,Incoming,L0204,C0416,nan
CDR010185,PH04538,PH04537,2026-10-17T00:40:17,900,Incoming,L0204,C0416,nan
CDR010186,PH04538,PH04535,2026-04-25T02:16:00,47,Outgoing,L0497,C0416,nan
CDR010187,PH04541,PH04542,2026-12-06T16:36:23,25,Outgoing,L0497,C0416,nan
CDR010188,PH04545,PH04551,2026-05-14T19:33:04,240,Incoming,L0497,C0416,nan
CDR010189,PH04549,PH04544,2026-09-03T03:32:22,310,Outgoing,L0450,C0416,E09567
CDR010190,PH04538,PH04540,2026-03-30T13:44:46,812,Incoming,L0479,C0416,nan
CDR010191,PH04538,PH04544,2026-06-23T03:47:02,812,Outgoing,L0497,C0416,nan
CDR010192,PH04546,PH04542,2026-04-05T18:44:29,90,Outgoing,L0204,C0416,nan
CDR010193,PH04545,PH04543,2026-06-04T16:54:40,512,Incoming,L0450,C0416,nan
CDR010194,PH04550,PH04551,2026-01-17T18:43:05,32,Incoming,L0450,C0416,nan
CDR010195,PH04542,PH04536,2026-06-01T04:09:36,125,Outgoing,L0450,C0416,nan
CDR010196,PH04535,PH04551,2026-04-08T15:49:34,812,Outgoing,L0204,C0416,nan
CDR010197,PH04535,PH04552,2026-03-20T01:31:45,32,Incoming,L0497,C0416,E09568
CDR010198,PH04553,PH04548,2026-10-06T03:17:49,25,Outgoing,L0479,C0416,nan
CDR010199,PH04539,PH04537,2026-07-21T10:04:49,25,Incoming,L0497,C0416,nan
CDR010200,PH04534,PH04542,2026-03-15T01:35:28,90,Outgoing,L0450,C0416,nan
CDR010201,PH04546,PH04552,2026-10-04T17:41:23,32,Outgoing,L0450,C0416,nan
CDR010202,PH04550,PH04546,2026-02-24T09:55:08,512,Outgoing,L0479,C0416,nan
CDR010203,PH04553,PH04549,2026-12-10T20:10:46,32,Outgoing,L0479,C0416,nan
CDR010204,PH04537,PH04543,2026-08-22T06:26:23,18,Outgoing,L0497,C0416,E09569
CDR010205,PH04534,PH04545,2026-03-29T04:10:27,420,Incoming,L0479,C0416,nan
CDR010206,PH04537,PH04550,2026-08-28T04:59:37,90,Outgoing,L0497,C0416,nan
CDR010207,PH04551,PH04553,2026-08-06T14:41:33,32,Outgoing,L0450,C0416,nan
CDR010208,PH04540,PH04550,2026-02-27T21:07:02,720,Outgoing,L0450,C0416,nan
CDR010209,PH04547,PH04553,2026-05-18T20:19:38,812,Outgoing,L0479,C0416,E09570
CDR010210,PH04538,PH04540,2026-09-24T11:49:59,420,Incoming,L0204,C0416,nan
CDR010211,PH04550,PH04549,2026-08-31T17:52:39,310,Incoming,L0204,C0416,E09571
CDR010212,PH04545,PH04547,2026-12-31T12:26:11,90,Outgoing,L0450,C0416,nan
CDR010213,PH04535,PH04538,2026-12-03T15:19:55,812,Outgoing,L0497,C0416,E09572
CDR010214,PH04535,PH04551,2026-01-21T06:19:07,25,Incoming,L0204,C0416,nan
CDR010215,PH04539,PH04548,2026-08-19T01:42:52,125,Outgoing,L0450,C0416,nan
CDR010216,PH04555,PH04563,2026-07-12T16:45:16,125,Outgoing,L0158,C0417,nan
CDR010217,PH04559,PH04558,2026-07-03T16:33:16,63,Outgoing,L0450,C0417,E09582
CDR010218,PH04555,PH04566,2026-07-04T22:04:11,180,Incoming,L0441,C0417,nan
CDR010219,PH04558,PH04554,2026-08-28T16:07:41,90,Outgoing,L0254,C0417,nan
CDR010220,PH04562,PH04554,2026-08-26T19:55:02,420,Incoming,L0450,C0417,nan
CDR010221,PH04562,PH04563,2026-08-14T16:51:14,180,Incoming,L0254,C0417,nan
CDR010222,PH04559,PH04554,2026-08-31T22:14:58,25,Incoming,L0158,C0417,nan
CDR010223,PH04561,PH04565,2026-07-26T19:20:03,125,Incoming,L0441,C0417,E09583
CDR010224,PH04558,PH04565,2026-07-18T01:01:28,180,Incoming,L0158,C0417,nan
CDR010225,PH04566,PH04558,2026-07-09T05:23:01,600,Outgoing,L0450,C0417,nan
CDR010226,PH04555,PH04566,2026-08-06T03:32:14,720,Incoming,L0254,C0417,nan
CDR010227,PH04557,PH04556,2026-07-30T23:21:32,240,Outgoing,L0158,C0417,nan
CDR010228,PH04560,PH04556,2026-08-18T12:48:48,90,Outgoing,L0450,C0417,nan
CDR010229,PH04566,PH04561,2026-08-31T15:53:03,125,Outgoing,L0450,C0417,nan
CDR010230,PH04557,PH04556,2026-07-24T18:08:26,180,Outgoing,L0158,C0417,nan
CDR010231,PH04564,PH04563,2026-07-13T08:55:12,310,Outgoing,L0450,C0417,nan
CDR010232,PH04555,PH04566,2026-08-12T02:45:13,600,Incoming,L0158,C0417,nan
CDR010233,PH04560,PH04554,2026-07-13T03:17:39,512,Outgoing,L0441,C0417,E09584
CDR010234,PH04554,PH04555,2026-07-24T22:02:34,90,Incoming,L0450,C0417,nan
CDR010235,PH04565,PH04556,2026-07-06T10:09:04,90,Incoming,L0441,C0417,nan
CDR010236,PH04559,PH04565,2026-08-30T16:27:44,25,Incoming,L0158,C0417,nan
CDR010237,PH04563,PH04559,2026-07-21T03:12:35,125,Incoming,L0158,C0417,E09585
CDR010238,PH04565,PH04555,2026-07-05T20:01:29,25,Outgoing,L0158,C0417,nan
CDR010239,PH04566,PH04558,2026-07-13T17:38:33,25,Incoming,L0450,C0417,nan
CDR010240,PH04563,PH04562,2026-07-15T00:32:40,900,Outgoing,L0450,C0417,nan
CDR010241,PH04561,PH04566,2026-08-21T05:58:37,310,Outgoing,L0254,C0417,nan
CDR010242,PH04565,PH04561,2026-07-24T14:57:32,600,Outgoing,L0158,C0417,nan
CDR010243,PH04564,PH04566,2026-08-09T05:51:53,600,Incoming,L0450,C0417,E09586
CDR010244,PH04561,PH04562,2026-07-17T14:48:50,32,Outgoing,L0254,C0417,nan
CDR010245,PH04556,PH04560,2026-07-12T09:08:40,63,Outgoing,L0158,C0417,nan
CDR010246,PH04557,PH04561,2026-08-03T22:36:16,600,Incoming,L0254,C0417,nan
CDR010247,PH04561,PH04562,2026-08-28T02:51:28,420,Incoming,L0254,C0417,nan
CDR010248,PH04554,PH04556,2026-08-12T09:42:51,420,Outgoing,L0441,C0417,nan
CDR010249,PH04560,PH04564,2026-07-19T06:11:34,180,Incoming,L0254,C0417,nan
CDR010250,PH04559,PH04566,2026-07-31T18:57:25,32,Outgoing,L0441,C0417,nan
CDR010251,PH04557,PH04562,2026-07-24T05:44:50,240,Outgoing,L0254,C0417,nan
CDR010252,PH04558,PH04556,2026-08-08T02:41:40,25,Incoming,L0158,C0417,nan
CDR010253,PH04556,PH04558,2026-07-12T02:58:19,47,Incoming,L0254,C0417,nan
CDR010254,PH04564,PH04557,2026-07-29T21:36:52,25,Incoming,L0254,C0417,E09587
CDR010255,PH04557,PH04556,2026-07-31T02:39:03,18,Outgoing,L0254,C0417,nan
CDR010256,PH04563,PH04560,2026-08-14T22:02:44,310,Outgoing,L0158,C0417,nan
CDR010257,PH04561,PH04562,2026-08-12T01:27:58,180,Outgoing,L0158,C0417,nan
CDR010258,PH04565,PH04564,2026-08-03T10:35:48,18,Incoming,L0158,C0417,nan
CDR010259,PH04565,PH04555,2026-07-18T18:30:48,25,Outgoing,L0441,C0417,nan
CDR010260,PH04559,PH04554,2026-07-29T00:09:13,63,Incoming,L0450,C0417,nan
CDR010261,PH04560,PH04566,2026-07-19T05:14:04,900,Outgoing,L0158,C0417,nan
CDR010262,PH04554,PH04555,2026-07-11T21:58:11,18,Incoming,L0158,C0417,nan
CDR010263,PH04561,PH04566,2026-07-22T05:10:41,600,Incoming,L0254,C0417,nan
CDR010264,PH04562,PH04558,2026-08-21T22:57:03,32,Outgoing,L0450,C0417,nan
CDR010265,PH04562,PH04558,2026-07-29T11:40:35,63,Outgoing,L0450,C0417,E09588
CDR010266,PH04574,PH04567,2026-07-13T19:57:13,25,Outgoing,L0480,C0418,E09606
CDR010267,PH04573,PH04571,2026-07-30T15:59:33,32,Incoming,L0480,C0418,nan
CDR010268,PH04573,PH04567,2026-03-01T19:43:58,125,Outgoing,L0292,C0418,nan
CDR010269,PH04574,PH04569,2026-07-28T15:21:58,25,Incoming,L0444,C0418,nan
CDR010270,PH04574,PH04570,2026-06-15T10:38:30,812,Incoming,L0188,C0418,nan
CDR010271,PH04574,PH04573,2026-02-14T07:55:36,310,Incoming,L0444,C0418,nan
CDR010272,PH04568,PH04573,2026-04-04T05:43:16,720,Incoming,L0188,C0418,nan
CDR010273,PH04572,PH04568,2026-02-25T18:11:34,125,Outgoing,L0480,C0418,nan
CDR010274,PH04574,PH04567,2026-04-12T17:25:37,900,Outgoing,L0480,C0418,nan
CDR010275,PH04574,PH04571,2026-04-10T06:26:13,720,Outgoing,L0480,C0418,nan
CDR010276,PH04570,PH04574,2026-06-26T17:13:41,240,Incoming,L0444,C0418,nan
CDR010277,PH04567,PH04570,2026-02-25T09:11:53,600,Incoming,L0292,C0418,E09607
CDR010278,PH04573,PH04574,2026-07-14T18:47:45,32,Incoming,L0292,C0418,nan
CDR010279,PH04573,PH04568,2026-07-06T08:30:16,310,Incoming,L0188,C0418,nan
CDR010280,PH04571,PH04570,2026-01-30T07:44:10,32,Incoming,L0292,C0418,nan
CDR010281,PH04572,PH04574,2026-04-26T11:50:12,720,Incoming,L0292,C0418,nan
CDR010282,PH04573,PH04574,2026-03-24T17:01:16,125,Incoming,L0444,C0418,nan
CDR010283,PH04571,PH04568,2026-06-10T13:45:51,25,Incoming,L0444,C0418,nan
CDR010284,PH04567,PH04571,2026-06-22T19:40:00,25,Incoming,L0444,C0418,nan
CDR010285,PH04571,PH04573,2026-07-12T21:35:08,240,Outgoing,L0292,C0418,nan
CDR010286,PH04593,PH04576,2026-06-07T08:48:11,18,Outgoing,L0271,C0419,nan
CDR010287,PH04592,PH04576,2026-02-17T06:04:21,720,Incoming,L0271,C0419,nan
CDR010288,PH04586,PH04581,2026-08-24T20:04:49,420,Incoming,L0475,C0419,E09616
CDR010289,PH04593,PH04589,2026-02-08T22:54:26,240,Outgoing,L0271,C0419,nan
CDR010290,PH04584,PH04576,2026-05-16T15:46:01,47,Incoming,L0225,C0419,nan
CDR010291,PH04592,PH04575,2026-03-11T15:03:34,512,Outgoing,L0475,C0419,nan
CDR010292,PH04589,PH04584,2026-02-12T04:19:48,720,Outgoing,L0271,C0419,nan
CDR010293,PH04578,PH04577,2026-07-28T17:35:00,25,Outgoing,L0536,C0419,nan
CDR010294,PH04582,PH04590,2026-02-16T07:15:57,32,Outgoing,L0271,C0419,E09617
CDR010295,PH04579,PH04593,2026-05-24T17:04:21,720,Outgoing,L0475,C0419,nan
CDR010296,PH04580,PH04595,2026-05-20T23:32:21,420,Incoming,L0225,C0419,E09618
CDR010297,PH04594,PH04583,2026-07-27T20:00:17,32,Incoming,L0536,C0419,nan
CDR010298,PH04588,PH04585,2026-02-23T15:44:14,420,Incoming,L0536,C0419,nan
CDR010299,PH04588,PH04590,2026-02-11T15:52:33,25,Incoming,L0536,C0419,nan
CDR010300,PH04576,PH04578,2026-06-05T09:17:19,310,Outgoing,L0536,C0419,nan
CDR010301,PH04592,PH04593,2026-08-01T19:38:51,180,Incoming,L0225,C0419,nan
CDR010302,PH04594,PH04579,2026-04-26T03:20:15,32,Incoming,L0536,C0419,nan
CDR010303,PH04587,PH04577,2026-06-10T18:14:59,32,Outgoing,L0225,C0419,nan
CDR010304,PH04594,PH04586,2026-06-12T08:15:52,180,Outgoing,L0475,C0419,nan
CDR010305,PH04592,PH04576,2026-02-08T11:45:02,18,Incoming,L0536,C0419,nan
CDR010306,PH04593,PH04585,2026-06-02T14:43:52,32,Outgoing,L0475,C0419,nan
