relationship_id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,timestamp,case_id,evidence_id,confidence,source
R039316,ACC01856,account,ACC01855,account,FUNDS_TRANSFERRED,2025-06-04T21:30:30,C0231,nan,0.71,nan
R039317,P03210,person,P03209,person,ASSOCIATED_WITH,2025-06-04T21:30:30,C0231,nan,0.85,nan
R039318,ACC01852,account,ACC01859,account,FUNDS_TRANSFERRED,2025-06-09T13:04:31,C0231,nan,0.62,nan
R039319,P03205,person,P03215,person,ASSOCIATED_WITH,2025-06-09T13:04:31,C0231,nan,0.93,nan
R039320,ACC01853,account,ACC01847,account,FUNDS_TRANSFERRED,2025-04-13T04:20:47,C0231,E07860,0.83,nan
R039321,ACC01852,account,ACC01857,account,FUNDS_TRANSFERRED,2025-12-18T15:08:12,C0231,nan,0.98,nan
R039322,ACC01853,account,ACC01857,account,FUNDS_TRANSFERRED,2025-08-01T14:56:34,C0231,E07862,0.67,nan
R039323,ACC01857,account,ACC01849,account,FUNDS_TRANSFERRED,2025-11-19T20:38:42,C0231,nan,0.73,nan
R039324,P03211,person,P03196,person,ASSOCIATED_WITH,2025-11-19T20:38:42,C0231,nan,0.88,nan
R039325,ACC01848,account,ACC01859,account,FUNDS_TRANSFERRED,2025-04-24T13:46:52,C0231,nan,0.63,nan
R039326,P03194,person,P03215,person,ASSOCIATED_WITH,2025-04-24T13:46:52,C0231,nan,0.77,nan
R039327,ACC01852,account,ACC01858,account,FUNDS_TRANSFERRED,2025-02-03T23:27:19,C0231,nan,0.9,nan
R039328,P03205,person,P03212,person,ASSOCIATED_WITH,2025-02-03T23:27:19,C0231,nan,0.88,nan
R039329,ACC01849,account,ACC01844,account,FUNDS_TRANSFERRED,2025-06-08T05:18:05,C0231,nan,0.62,nan
R039330,ACC01861,account,ACC01863,account,FUNDS_TRANSFERRED,2025-08-05T19:21:30,C0232,E07869,0.83,nan
R039331,ACC01862,account,ACC01863,account,FUNDS_TRANSFERRED,2025-08-30T04:41:11,C0232,nan,0.71,nan
R039332,ACC01863,account,ACC01861,account,FUNDS_TRANSFERRED,2025-08-09T02:24:17,C0232,E07870,0.85,nan
R039333,ACC01862,account,ACC01861,account,FUNDS_TRANSFERRED,2025-06-28T11:08:20,C0232,E07871,0.88,nan
R039334,ACC01862,account,ACC01861,account,FUNDS_TRANSFERRED,2025-08-12T07:40:43,C0232,nan,0.88,nan
R039335,ACC01861,account,ACC01862,account,FUNDS_TRANSFERRED,2025-08-13T15:45:18,C0232,nan,0.83,nan
R039336,ACC01866,account,ACC01864,account,FUNDS_TRANSFERRED,2025-04-07T21:10:51,C0233,nan,0.86,nan
R039337,ACC01865,account,ACC01867,account,FUNDS_TRANSFERRED,2025-02-10T11:56:14,C0233,nan,0.89,nan
R039338,ACC01864,account,ACC01865,account,FUNDS_TRANSFERRED,2025-02-26T13:33:54,C0233,nan,0.62,nan
R039339,ACC01864,account,ACC01866,account,FUNDS_TRANSFERRED,2025-06-10T09:28:49,C0233,nan,0.6,nan
R039340,ACC01870,account,ACC01871,account,FUNDS_TRANSFERRED,2025-03-22T09:15:53,C0235,E07880,0.65,nan
R039341,P03238,person,P03239,person,ASSOCIATED_WITH,2025-03-22T09:15:53,C0235,nan,0.89,nan
R039342,ACC01872,account,ACC01870,account,FUNDS_TRANSFERRED,2025-04-24T08:47:34,C0235,nan,0.91,nan
R039343,ACC01871,account,ACC01870,account,FUNDS_TRANSFERRED,2025-08-20T23:21:45,C0235,nan,0.6,nan
R039344,P03239,person,P03238,person,ASSOCIATED_WITH,2025-08-20T23:21:45,C0235,nan,0.9,nan
R039345,ACC01870,account,ACC01869,account,FUNDS_TRANSFERRED,2025-02-15T06:33:50,C0235,nan,0.84,nan
R039346,ACC01870,account,ACC01871,account,FUNDS_TRANSFERRED,2025-04-06T04:45:26,C0235,nan,0.64,nan
R039347,P03238,person,P03239,person,ASSOCIATED_WITH,2025-04-06T04:45:26,C0235,nan,0.61,nan
R039348,ACC01870,account,ACC01869,account,FUNDS_TRANSFERRED,2025-04-24T06:22:44,C0235,nan,0.8,nan
R039349,P03238,person,P03236,person,ASSOCIATED_WITH,2025-04-24T06:22:44,C0235,nan,0.68,nan
R039350,ACC01873,account,ACC01874,account,FUNDS_TRANSFERRED,2025-04-25T20:01:09,C0236,nan,0.9,nan
R039351,ACC01873,account,ACC01874,account,FUNDS_TRANSFERRED,2025-04-27T20:45:47,C0236,nan,0.62,nan
R039352,P02265,person,P03241,person,ASSOCIATED_WITH,2025-04-27T20:45:47,C0236,nan,0.67,nan
R039353,ACC01881,account,ACC01883,account,FUNDS_TRANSFERRED,2025-07-30T13:52:49,C0237,nan,0.89,nan
R039354,ACC01884,account,ACC01878,account,FUNDS_TRANSFERRED,2025-06-17T18:56:52,C0237,E07889,0.97,nan
R039355,ACC01881,account,ACC01883,account,FUNDS_TRANSFERRED,2025-07-16T11:58:34,C0237,nan,0.86,nan
R039356,P03255,person,P03260,person,ASSOCIATED_WITH,2025-07-16T11:58:34,C0237,nan,0.78,nan
R039357,ACC01878,account,ACC01884,account,FUNDS_TRANSFERRED,2025-08-09T23:12:07,C0237,nan,0.9,nan
R039358,P03250,person,P03261,person,ASSOCIATED_WITH,2025-08-09T23:12:07,C0237,nan,0.96,nan
R039359,ACC01887,account,ACC01888,account,FUNDS_TRANSFERRED,2025-08-25T23:29:14,C0237,E07890,0.82,nan
R039360,ACC01887,account,ACC01878,account,FUNDS_TRANSFERRED,2025-06-04T22:11:03,C0237,nan,0.74,nan
R039361,ACC01885,account,ACC01880,account,FUNDS_TRANSFERRED,2025-06-22T10:12:54,C0237,nan,0.77,nan
R039362,ACC01881,account,ACC01886,account,FUNDS_TRANSFERRED,2025-07-25T11:37:24,C0237,nan,0.6,nan
R039363,P03255,person,P03264,person,ASSOCIATED_WITH,2025-07-25T11:37:24,C0237,nan,0.6,nan
R039364,ACC01886,account,ACC01883,account,FUNDS_TRANSFERRED,2025-08-05T14:24:11,C0237,nan,0.9,nan
R039365,P03264,person,P03260,person,ASSOCIATED_WITH,2025-08-05T14:24:11,C0237,nan,0.68,nan
R039366,ACC01877,account,ACC01883,account,FUNDS_TRANSFERRED,2025-06-30T23:58:42,C0237,nan,0.99,nan
R039367,P03248,person,P03260,person,ASSOCIATED_WITH,2025-06-30T23:58:42,C0237,nan,0.66,nan
R039368,ACC01889,account,ACC01887,account,FUNDS_TRANSFERRED,2025-06-25T13:23:03,C0237,E07892,0.81,nan
R039369,P03268,person,P03265,person,ASSOCIATED_WITH,2025-06-25T13:23:03,C0237,nan,0.64,nan
R039370,ACC01885,account,ACC01876,account,FUNDS_TRANSFERRED,2025-06-29T15:22:32,C0237,E07893,0.7,nan
R039371,ACC01886,account,ACC01889,account,FUNDS_TRANSFERRED,2025-06-10T21:28:15,C0237,nan,0.7,nan
R039372,ACC01875,account,ACC01878,account,FUNDS_TRANSFERRED,2025-08-10T14:13:06,C0237,nan,0.7,nan
R039373,ACC01879,account,ACC01883,account,FUNDS_TRANSFERRED,2025-07-16T06:06:36,C0237,nan,0.67,nan
R039374,P03252,person,P03260,person,ASSOCIATED_WITH,2025-07-16T06:06:36,C0237,nan,0.86,nan
R039375,ACC01880,account,ACC01883,account,FUNDS_TRANSFERRED,2025-06-09T14:23:26,C0237,E07894,0.81,nan
R039376,P03254,person,P03260,person,ASSOCIATED_WITH,2025-06-09T14:23:26,C0237,nan,0.66,nan
R039377,ACC01883,account,ACC01884,account,FUNDS_TRANSFERRED,2025-08-13T17:49:48,C0237,nan,0.87,nan
R039378,P03260,person,P03261,person,ASSOCIATED_WITH,2025-08-13T17:49:48,C0237,nan,0.7,nan
R039379,ACC01884,account,ACC01876,account,FUNDS_TRANSFERRED,2025-08-22T17:29:46,C0237,nan,0.67,nan
R039380,P03261,person,P03246,person,ASSOCIATED_WITH,2025-08-22T17:29:46,C0237,nan,0.89,nan
R039381,ACC01884,account,ACC01878,account,FUNDS_TRANSFERRED,2025-07-30T01:00:29,C0237,E07895,0.91,nan
R039382,ACC01886,account,ACC01889,account,FUNDS_TRANSFERRED,2025-08-12T20:32:53,C0237,nan,0.92,nan
R039383,ACC01878,account,ACC01875,account,FUNDS_TRANSFERRED,2025-06-17T21:09:40,C0237,nan,0.73,nan
R039384,P03250,person,P03242,person,ASSOCIATED_WITH,2025-06-17T21:09:40,C0237,nan,0.82,nan
R039385,ACC01884,account,ACC01878,account,FUNDS_TRANSFERRED,2025-08-28T20:11:58,C0237,nan,0.87,nan
R039386,ACC01888,account,ACC01876,account,FUNDS_TRANSFERRED,2025-06-22T09:02:30,C0237,E07897,0.87,nan
R039387,ACC01884,account,ACC01875,account,FUNDS_TRANSFERRED,2025-08-26T20:37:10,C0237,nan,0.65,nan
R039388,ACC01885,account,ACC01880,account,FUNDS_TRANSFERRED,2025-08-28T13:30:03,C0237,nan,0.75,nan
R039389,ACC01886,account,ACC01887,account,FUNDS_TRANSFERRED,2025-08-25T22:30:01,C0237,nan,0.71,nan
R039390,P03264,person,P03265,person,ASSOCIATED_WITH,2025-08-25T22:30:01,C0237,nan,0.76,nan
R039391,ACC01894,account,ACC01900,account,FUNDS_TRANSFERRED,2025-12-22T08:20:45,C0238,nan,0.79,nan
R039392,P03279,person,P03290,person,ASSOCIATED_WITH,2025-12-22T08:20:45,C0238,nan,0.92,nan
R039393,ACC01893,account,ACC01899,account,FUNDS_TRANSFERRED,2025-08-13T03:55:01,C0238,nan,0.74,nan
R039394,ACC01895,account,ACC01898,account,FUNDS_TRANSFERRED,2025-08-20T01:32:24,C0238,nan,0.86,nan
R039395,ACC01898,account,ACC01895,account,FUNDS_TRANSFERRED,2025-07-09T21:07:37,C0238,nan,0.97,nan
R039396,P03287,person,P03282,person,ASSOCIATED_WITH,2025-07-09T21:07:37,C0238,nan,0.64,nan
R039397,ACC01896,account,ACC01894,account,FUNDS_TRANSFERRED,2025-08-23T21:44:48,C0238,nan,0.73,nan
R039398,ACC01901,account,ACC01893,account,FUNDS_TRANSFERRED,2025-08-25T19:42:07,C0238,nan,0.83,nan
R039399,ACC01891,account,ACC01892,account,FUNDS_TRANSFERRED,2025-12-18T02:28:53,C0238,E07909,0.74,nan
R039400,ACC01898,account,ACC01896,account,FUNDS_TRANSFERRED,2025-08-13T18:06:58,C0238,nan,0.78,nan
R039401,ACC01896,account,ACC01890,account,FUNDS_TRANSFERRED,2025-06-18T15:24:18,C0238,nan,0.84,nan
R039402,P03285,person,P00701,person,ASSOCIATED_WITH,2025-06-18T15:24:18,C0238,nan,0.9,nan
R039403,ACC01892,account,ACC01890,account,FUNDS_TRANSFERRED,2025-01-08T07:42:05,C0238,nan,0.63,nan
R039404,ACC01899,account,ACC01898,account,FUNDS_TRANSFERRED,2025-04-19T09:51:02,C0238,E07910,0.73,nan
R039405,ACC01894,account,ACC01898,account,FUNDS_TRANSFERRED,2025-11-17T03:41:59,C0238,nan,0.68,nan
R039406,P03279,person,P03287,person,ASSOCIATED_WITH,2025-11-17T03:41:59,C0238,nan,0.71,nan
R039407,ACC01901,account,ACC01892,account,FUNDS_TRANSFERRED,2025-06-09T10:25:24,C0238,nan,0.93,nan
R039408,ACC01894,account,ACC01890,account,FUNDS_TRANSFERRED,2025-03-24T00:21:45,C0238,E07911,0.74,nan
R039409,P03279,person,P00701,person,ASSOCIATED_WITH,2025-03-24T00:21:45,C0238,nan,0.85,nan
R039410,ACC01895,account,ACC01901,account,FUNDS_TRANSFERRED,2025-03-11T07:20:24,C0238,nan,0.93,nan
R039411,ACC01890,account,ACC01891,account,FUNDS_TRANSFERRED,2025-05-04T12:11:38,C0238,nan,0.92,nan
R039412,P00701,person,P03270,person,ASSOCIATED_WITH,2025-05-04T12:11:38,C0238,nan,0.82,nan
R039413,ACC01895,account,ACC01898,account,FUNDS_TRANSFERRED,2025-07-18T15:00:33,C0238,E07912,0.86,nan
R039414,P03282,person,P03287,person,ASSOCIATED_WITH,2025-07-18T15:00:33,C0238,nan,0.62,nan
R039415,ACC01900,account,ACC01901,account,FUNDS_TRANSFERRED,2025-08-27T15:32:38,C0238,E07913,0.98,nan
R039416,ACC01893,account,ACC01899,account,FUNDS_TRANSFERRED,2025-02-27T02:41:22,C0238,E07914,0.77,nan
R039417,P03273,person,P03289,person,ASSOCIATED_WITH,2025-02-27T02:41:22,C0238,nan,0.63,nan
R039418,ACC01916,account,ACC01911,account,FUNDS_TRANSFERRED,2025-07-03T00:25:06,C0239,E07924,0.72,nan
R039419,ACC01916,account,ACC01919,account,FUNDS_TRANSFERRED,2025-11-21T09:58:08,C0239,nan,0.85,nan
R039420,P03317,person,P03323,person,ASSOCIATED_WITH,2025-11-21T09:58:08,C0239,nan,0.64,nan
R039421,ACC01907,account,ACC01913,account,FUNDS_TRANSFERRED,2025-04-10T04:35:13,C0239,nan,0.61,nan
R039422,ACC01918,account,ACC01904,account,FUNDS_TRANSFERRED,2025-08-08T12:53:00,C0239,nan,0.88,nan
R039423,P03322,person,P03298,person,ASSOCIATED_WITH,2025-08-08T12:53:00,C0239,nan,0.84,nan
R039424,ACC01903,account,ACC01917,account,FUNDS_TRANSFERRED,2025-04-17T00:10:43,C0239,E07925,0.87,nan
R039425,P03297,person,P03321,person,ASSOCIATED_WITH,2025-04-17T00:10:43,C0239,nan,0.95,nan
R039426,ACC01910,account,ACC01912,account,FUNDS_TRANSFERRED,2025-01-28T18:59:10,C0239,nan,0.88,nan
R039427,ACC01913,account,ACC01910,account,FUNDS_TRANSFERRED,2025-09-04T05:25:03,C0239,nan,0.73,nan
R039428,P03312,person,P03307,person,ASSOCIATED_WITH,2025-09-04T05:25:03,C0239,nan,0.66,nan
R039429,ACC01904,account,ACC01913,account,FUNDS_TRANSFERRED,2025-10-24T14:42:28,C0239,nan,0.99,nan
R039430,ACC01908,account,ACC01917,account,FUNDS_TRANSFERRED,2025-10-04T02:22:17,C0239,nan,0.79,nan
R039431,ACC01911,account,ACC01909,account,FUNDS_TRANSFERRED,2025-11-23T00:48:22,C0239,nan,0.95,nan
R039432,ACC01902,account,ACC01911,account,FUNDS_TRANSFERRED,2025-02-11T08:21:25,C0239,E07927,0.98,nan
R039433,ACC01914,account,ACC01906,account,FUNDS_TRANSFERRED,2025-04-19T18:46:58,C0239,nan,0.88,nan
R039434,P03313,person,P03300,person,ASSOCIATED_WITH,2025-04-19T18:46:58,C0239,nan,0.71,nan
R039435,ACC01906,account,ACC01907,account,FUNDS_TRANSFERRED,2025-02-13T21:26:11,C0239,nan,0.79,nan
R039436,P03300,person,P03304,person,ASSOCIATED_WITH,2025-02-13T21:26:11,C0239,nan,0.86,nan
R039437,ACC01916,account,ACC01907,account,FUNDS_TRANSFERRED,2025-08-12T03:06:48,C0239,nan,0.89,nan
R039438,P03317,person,P03304,person,ASSOCIATED_WITH,2025-08-12T03:06:48,C0239,nan,0.96,nan
R039439,ACC01913,account,ACC01911,account,FUNDS_TRANSFERRED,2025-07-01T10:22:59,C0239,nan,0.83,nan
R039440,P03312,person,P03309,person,ASSOCIATED_WITH,2025-07-01T10:22:59,C0239,nan,0.83,nan
R039441,ACC01918,account,ACC01902,account,FUNDS_TRANSFERRED,2025-05-22T06:07:59,C0239,E07930,0.82,nan
R039442,P03322,person,P03295,person,ASSOCIATED_WITH,2025-05-22T06:07:59,C0239,nan,0.9,nan
R039443,ACC01907,account,ACC01909,account,FUNDS_TRANSFERRED,2025-06-18T19:18:03,C0239,nan,0.67,nan
R039444,P03304,person,P03306,person,ASSOCIATED_WITH,2025-06-18T19:18:03,C0239,nan,0.78,nan
R039445,ACC01913,account,ACC01919,account,FUNDS_TRANSFERRED,2025-04-01T05:40:27,C0239,nan,0.68,nan
R039446,P03312,person,P03323,person,ASSOCIATED_WITH,2025-04-01T05:40:27,C0239,nan,0.9,nan
R039447,ACC01904,account,ACC01917,account,FUNDS_TRANSFERRED,2025-02-21T10:10:03,C0239,nan,0.65,nan
R039448,ACC01907,account,ACC01914,account,FUNDS_TRANSFERRED,2025-08-05T01:57:51,C0239,nan,0.77,nan
R039449,P03304,person,P03313,person,ASSOCIATED_WITH,2025-08-05T01:57:51,C0239,nan,0.96,nan
R039450,ACC01914,account,ACC01915,account,FUNDS_TRANSFERRED,2025-02-17T14:00:52,C0239,nan,0.64,nan
R039451,P03313,person,P03316,person,ASSOCIATED_WITH,2025-02-17T14:00:52,C0239,nan,0.92,nan
R039452,ACC01906,account,ACC01903,account,FUNDS_TRANSFERRED,2025-12-27T19:41:28,C0239,E07931,0.71,nan
R039453,P03300,person,P03297,person,ASSOCIATED_WITH,2025-12-27T19:41:28,C0239,nan,0.81,nan
R039454,ACC01913,account,ACC01904,account,FUNDS_TRANSFERRED,2025-05-21T07:59:43,C0239,nan,0.74,nan
R039455,ACC01907,account,ACC01911,account,FUNDS_TRANSFERRED,2025-03-06T18:06:35,C0239,nan,0.81,nan
R039456,ACC01905,account,ACC01906,account,FUNDS_TRANSFERRED,2025-08-02T19:05:08,C0239,nan,0.6,nan
R039457,P03299,person,P03300,person,ASSOCIATED_WITH,2025-08-02T19:05:08,C0239,nan,0.84,nan
R039458,ACC01921,account,ACC01922,account,FUNDS_TRANSFERRED,2025-08-07T16:24:36,C0241,nan,0.61,nan
R039459,ACC01922,account,ACC01921,account,FUNDS_TRANSFERRED,2025-06-12T09:36:01,C0241,nan,0.9,nan
R039460,ACC01921,account,ACC01922,account,FUNDS_TRANSFERRED,2025-07-31T05:03:49,C0241,nan,0.82,nan
R039461,ACC01922,account,ACC01921,account,FUNDS_TRANSFERRED,2025-07-31T23:18:09,C0241,nan,0.88,nan
R039462,ACC01921,account,ACC01922,account,FUNDS_TRANSFERRED,2025-06-08T07:31:29,C0241,nan,0.72,nan
R039463,P03328,person,P03329,person,ASSOCIATED_WITH,2025-06-08T07:31:29,C0241,nan,0.67,nan
R039464,ACC01925,account,ACC01927,account,FUNDS_TRANSFERRED,2025-08-20T19:29:14,C0242,nan,0.65,nan
R039465,ACC01935,account,ACC01929,account,FUNDS_TRANSFERRED,2025-05-20T06:22:57,C0242,nan,0.65,nan
R039466,ACC01935,account,ACC01925,account,FUNDS_TRANSFERRED,2025-06-24T18:15:09,C0242,nan,0.89,nan
R039467,P03358,person,P03336,person,ASSOCIATED_WITH,2025-06-24T18:15:09,C0242,nan,0.68,nan
R039468,ACC01932,account,ACC01926,account,FUNDS_TRANSFERRED,2025-06-21T12:05:00,C0242,nan,0.89,nan
R039469,P03355,person,P03337,person,ASSOCIATED_WITH,2025-06-21T12:05:00,C0242,nan,0.94,nan
R039470,ACC01923,account,ACC01928,account,FUNDS_TRANSFERRED,2025-08-27T16:23:47,C0242,nan,0.89,nan
R039471,ACC01932,account,ACC01930,account,FUNDS_TRANSFERRED,2025-06-30T08:05:44,C0242,nan,0.76,nan
R039472,ACC01927,account,ACC01931,account,FUNDS_TRANSFERRED,2025-04-09T23:37:21,C0242,nan,0.8,nan
R039473,ACC01931,account,ACC01923,account,FUNDS_TRANSFERRED,2025-03-30T14:21:57,C0242,nan,0.66,nan
R039474,ACC01934,account,ACC01933,account,FUNDS_TRANSFERRED,2025-11-19T13:04:52,C0242,nan,0.6,nan
R039475,ACC01932,account,ACC01934,account,FUNDS_TRANSFERRED,2025-05-20T00:40:56,C0242,nan,0.97,nan
R039476,ACC01935,account,ACC01933,account,FUNDS_TRANSFERRED,2025-04-27T04:18:08,C0242,nan,0.69,nan
R039477,P03358,person,P03356,person,ASSOCIATED_WITH,2025-04-27T04:18:08,C0242,nan,0.66,nan
R039478,ACC01929,account,ACC01932,account,FUNDS_TRANSFERRED,2025-12-23T21:41:31,C0242,nan,0.84,nan
R039479,P03343,person,P03355,person,ASSOCIATED_WITH,2025-12-23T21:41:31,C0242,nan,0.92,nan
R039480,ACC01932,account,ACC01929,account,FUNDS_TRANSFERRED,2025-12-09T10:46:24,C0242,E07955,0.8,nan
R039481,ACC01929,account,ACC01930,account,FUNDS_TRANSFERRED,2025-04-27T20:46:28,C0242,nan,0.87,nan
R039482,ACC01935,account,ACC01923,account,FUNDS_TRANSFERRED,2025-08-21T01:12:01,C0242,E07957,0.6,nan
R039483,ACC01928,account,ACC01934,account,FUNDS_TRANSFERRED,2025-06-10T05:45:17,C0242,nan,0.71,nan
R039484,P03342,person,P03357,person,ASSOCIATED_WITH,2025-06-10T05:45:17,C0242,nan,0.84,nan
R039485,ACC01929,account,ACC01923,account,FUNDS_TRANSFERRED,2025-05-24T22:19:19,C0242,nan,0.91,nan
R039486,ACC01938,account,ACC01937,account,FUNDS_TRANSFERRED,2025-02-03T01:43:31,C0243,nan,0.86,nan
R039487,ACC01938,account,ACC01937,account,FUNDS_TRANSFERRED,2025-04-10T00:29:03,C0243,nan,0.85,nan
R039488,ACC01938,account,ACC01937,account,FUNDS_TRANSFERRED,2025-04-06T11:07:21,C0243,nan,0.79,nan
R039489,ACC01937,account,ACC01938,account,FUNDS_TRANSFERRED,2025-04-11T14:36:42,C0243,nan,0.78,nan
R039490,P00091,person,P03359,person,ASSOCIATED_WITH,2025-04-11T14:36:42,C0243,nan,0.67,nan
R039491,ACC01938,account,ACC01937,account,FUNDS_TRANSFERRED,2025-07-31T04:44:26,C0243,nan,0.86,nan
R039492,ACC01937,account,ACC01938,account,FUNDS_TRANSFERRED,2025-06-26T05:27:54,C0243,nan,0.72,nan
R039493,ACC01938,account,ACC01937,account,FUNDS_TRANSFERRED,2025-12-28T16:43:46,C0243,nan,0.94,nan
R039494,ACC01947,account,ACC01944,account,FUNDS_TRANSFERRED,2025-03-28T06:16:03,C0244,nan,0.85,nan
R039495,ACC01968,account,ACC01963,account,FUNDS_TRANSFERRED,2025-07-26T14:02:28,C0244,nan,0.69,nan
R039496,ACC01944,account,ACC01962,account,FUNDS_TRANSFERRED,2025-04-06T13:32:45,C0244,E07990,0.68,nan
R039497,ACC01968,account,ACC01960,account,FUNDS_TRANSFERRED,2025-07-27T06:11:29,C0244,nan,0.63,nan
R039498,ACC01939,account,ACC01960,account,FUNDS_TRANSFERRED,2025-06-24T22:10:42,C0244,E07992,0.83,nan
R039499,ACC01944,account,ACC01963,account,FUNDS_TRANSFERRED,2025-03-31T01:50:46,C0244,E07993,0.83,nan
R039500,ACC01955,account,ACC01947,account,FUNDS_TRANSFERRED,2025-05-31T19:49:56,C0244,E07994,0.86,nan
R039501,P03397,person,P03388,person,ASSOCIATED_WITH,2025-05-31T19:49:56,C0244,nan,0.79,nan
R039502,ACC01939,account,ACC01965,account,FUNDS_TRANSFERRED,2025-04-26T10:14:53,C0244,nan,0.7,nan
R039503,ACC01941,account,ACC01943,account,FUNDS_TRANSFERRED,2025-06-19T02:49:05,C0244,nan,0.73,nan
R039504,P03374,person,P03382,person,ASSOCIATED_WITH,2025-06-19T02:49:05,C0244,nan,0.96,nan
R039505,ACC01966,account,ACC01963,account,FUNDS_TRANSFERRED,2025-03-23T09:46:51,C0244,nan,0.85,nan
R039506,ACC01966,account,ACC01968,account,FUNDS_TRANSFERRED,2025-08-19T11:26:46,C0244,nan,0.78,nan
R039507,ACC01965,account,ACC01957,account,FUNDS_TRANSFERRED,2025-04-16T22:37:48,C0244,nan,0.92,nan
R039508,ACC01967,account,ACC01962,account,FUNDS_TRANSFERRED,2025-08-18T22:23:42,C0244,nan,0.65,nan
R039509,ACC01960,account,ACC01940,account,FUNDS_TRANSFERRED,2025-03-20T02:22:18,C0244,nan,0.62,nan
R039510,P03405,person,P03372,person,ASSOCIATED_WITH,2025-03-20T02:22:18,C0244,nan,0.75,nan
R039511,ACC01946,account,ACC01968,account,FUNDS_TRANSFERRED,2025-04-15T22:48:04,C0244,nan,0.7,nan
R039512,ACC01960,account,ACC01940,account,FUNDS_TRANSFERRED,2025-08-01T14:17:16,C0244,nan,0.66,nan
R039513,ACC01943,account,ACC01960,account,FUNDS_TRANSFERRED,2025-03-31T07:34:46,C0244,nan,0.75,nan
R039514,P03382,person,P03405,person,ASSOCIATED_WITH,2025-03-31T07:34:46,C0244,nan,0.87,nan
R039515,ACC01958,account,ACC01956,account,FUNDS_TRANSFERRED,2025-08-11T22:20:13,C0244,nan,0.85,nan
R039516,ACC01947,account,ACC01964,account,FUNDS_TRANSFERRED,2025-03-27T15:02:45,C0244,E07997,0.71,nan
R039517,ACC01951,account,ACC01948,account,FUNDS_TRANSFERRED,2025-07-16T08:26:00,C0244,nan,0.67,nan
R039518,P03392,person,P03389,person,ASSOCIATED_WITH,2025-07-16T08:26:00,C0244,nan,0.85,nan
R039519,ACC01950,account,ACC01944,account,FUNDS_TRANSFERRED,2025-06-27T07:36:59,C0244,nan,0.85,nan
R039520,ACC01943,account,ACC01959,account,FUNDS_TRANSFERRED,2025-03-25T18:18:31,C0244,nan,0.91,nan
R039521,P03382,person,P03404,person,ASSOCIATED_WITH,2025-03-25T18:18:31,C0244,nan,0.96,nan
R039522,ACC01947,account,ACC01946,account,FUNDS_TRANSFERRED,2025-08-20T19:09:28,C0244,nan,0.9,nan
R039523,P03388,person,P03385,person,ASSOCIATED_WITH,2025-08-20T19:09:28,C0244,nan,0.86,nan
R039524,ACC01940,account,ACC01968,account,FUNDS_TRANSFERRED,2025-04-22T10:10:19,C0244,nan,0.62,nan
R039525,ACC01947,account,ACC01962,account,FUNDS_TRANSFERRED,2025-08-26T01:42:54,C0244,nan,0.76,nan
R039526,ACC01957,account,ACC01946,account,FUNDS_TRANSFERRED,2025-08-13T10:56:34,C0244,nan,0.73,nan
R039527,ACC01964,account,ACC01941,account,FUNDS_TRANSFERRED,2025-03-19T21:02:12,C0244,nan,0.83,nan
R039528,ACC01949,account,ACC01941,account,FUNDS_TRANSFERRED,2025-04-06T00:41:20,C0244,nan,0.75,nan
R039529,ACC01947,account,ACC01955,account,FUNDS_TRANSFERRED,2025-08-08T11:19:41,C0244,nan,0.85,nan
R039530,P03388,person,P03397,person,ASSOCIATED_WITH,2025-08-08T11:19:41,C0244,nan,0.73,nan
R039531,ACC01956,account,ACC01940,account,FUNDS_TRANSFERRED,2025-05-28T07:57:47,C0244,nan,0.84,nan
R039532,ACC01952,account,ACC01961,account,FUNDS_TRANSFERRED,2025-03-31T03:00:11,C0244,nan,0.76,nan
R039533,P03393,person,P03409,person,ASSOCIATED_WITH,2025-03-31T03:00:11,C0244,nan,0.98,nan
R039534,ACC01960,account,ACC01941,account,FUNDS_TRANSFERRED,2025-07-31T03:15:17,C0244,nan,0.74,nan
R039535,P03405,person,P03374,person,ASSOCIATED_WITH,2025-07-31T03:15:17,C0244,nan,0.76,nan
R039536,ACC01969,account,ACC01971,account,FUNDS_TRANSFERRED,2025-05-18T01:43:51,C0245,nan,0.78,nan
R039537,ACC01973,account,ACC01971,account,FUNDS_TRANSFERRED,2025-07-24T08:23:56,C0245,nan,0.63,nan
R039538,ACC01973,account,ACC01980,account,FUNDS_TRANSFERRED,2025-09-27T17:57:46,C0245,nan,0.83,nan
R039539,ACC01981,account,ACC01977,account,FUNDS_TRANSFERRED,2025-02-25T13:53:47,C0245,nan,0.85,nan
R039540,P03439,person,P03432,person,ASSOCIATED_WITH,2025-02-25T13:53:47,C0245,nan,0.83,nan
R039541,ACC01976,account,ACC01983,account,FUNDS_TRANSFERRED,2025-07-17T20:06:08,C0245,nan,0.98,nan
R039542,ACC01970,account,ACC01969,account,FUNDS_TRANSFERRED,2025-05-10T10:56:48,C0245,nan,0.94,nan
R039543,ACC01980,account,ACC01979,account,FUNDS_TRANSFERRED,2025-10-12T21:49:55,C0245,nan,0.75,nan
R039544,P03436,person,P03434,person,ASSOCIATED_WITH,2025-10-12T21:49:55,C0245,nan,0.63,nan
R039545,ACC01976,account,ACC01969,account,FUNDS_TRANSFERRED,2025-01-26T04:21:24,C0245,nan,0.95,nan
