alias_id,person_id,alias,alias_type,source,evidence_id,confidence
A01301,P07011,aanya83,Nickname,Public Directory,nan,0.66
A01302,P07024,vanya74,Social Media Username,Public Directory,nan,0.75
A01303,P07027,ishaan51,Nickname,Business Listing,E05340,0.57
A01304,P07030,raj36,Business Alias,Social Platform,nan,0.68
A01305,P07041,vidhi38,Business Alias,Social Platform,nan,0.85
A01306,P07046,rahul48,Social Media Username,Public Directory,E05352,0.68
A01307,P07047,diya17,Business Alias,Social Platform,nan,0.9
A01308,P07064,avni93,Business Alias,Business Listing,nan,0.77
A01309,P07088,vikram27,Social Media Username,Business Listing,E05380,0.73
A01310,P07089,akash62,Nickname,Social Platform,nan,0.82
A01311,P07091,saurabh32,Social Media Username,Social Platform,nan,0.67
A01312,P07092,vidhi31,Social Media Username,Public Directory,nan,0.72
A01313,P07095,tanvi66,Social Media Username,Public Directory,nan,0.72
A01314,P07115,siddharth26,Business Alias,Social Platform,E05401,0.75
A01315,P07124,manav88,Social Media Username,Public Directory,nan,0.6
A01316,P07137,pranav70,Social Media Username,Public Directory,nan,0.89
A01317,P07140,ishaan22,Nickname,Public Directory,E05423,0.58
A01318,P07146,saurabh79,Social Media Username,Business Listing,nan,0.93
A01319,P07150,kabir93,Social Media Username,Business Listing,nan,0.85
A01320,P07151,avni34,Social Media Username,Social Platform,nan,0.73
A01321,P07155,aditya54,Business Alias,Social Platform,E05429,0.86
A01322,P07158,raj70,Nickname,Business Listing,E05433,0.97
A01323,P07160,ishaan78,Social Media Username,Public Directory,nan,0.8
A01324,P07162,riya89,Social Media Username,Business Listing,nan,0.94
A01325,P07165,nisha45,Social Media Username,Social Platform,nan,0.91
A01326,P07174,mohit57,Social Media Username,Public Directory,nan,0.66
A01327,P07180,vidhi35,Business Alias,Public Directory,nan,0.92
A01328,P07189,mohit95,Social Media Username,Business Listing,nan,0.96
A01329,P07195,sana62,Nickname,Business Listing,E05461,0.7
A01330,P07197,ishita46,Nickname,Business Listing,nan,0.55
A01331,P07203,nisha85,Business Alias,Public Directory,E05467,0.64
A01332,P07214,kiara96,Nickname,Business Listing,nan,0.78
A01333,P07217,rahul38,Social Media Username,Public Directory,nan,0.59
A01334,P07218,nisha91,Nickname,Social Platform,nan,0.58
A01335,P07224,ishita43,Nickname,Social Platform,E05482,0.56
A01336,P07225,diya58,Social Media Username,Business Listing,nan,0.94
A01337,P07227,raj92,Social Media Username,Public Directory,nan,0.87
A01338,P07230,aanya87,Social Media Username,Business Listing,E05486,0.7
A01339,P07231,aniket61,Business Alias,Social Platform,nan,0.9
A01340,P07238,shreya88,Nickname,Business Listing,E05492,0.63
A01341,P07249,vidhi29,Social Media Username,Public Directory,nan,0.55
A01342,P07252,aman41,Social Media Username,Business Listing,nan,0.58
A01343,P07262,tara88,Nickname,Social Platform,nan,0.63
A01344,P07269,saurabh91,Nickname,Social Platform,E05512,0.64
A01345,P07278,nisha93,Nickname,Business Listing,nan,0.95
A01346,P07284,aanya41,Social Media Username,Public Directory,E05522,0.95
A01347,P07289,kabir62,Nickname,Public Directory,nan,0.62
A01348,P07292,nikhil94,Nickname,Social Platform,nan,0.82
A01349,P07303,nisha51,Business Alias,Public Directory,nan,0.68
A01350,P07308,simran77,Nickname,Public Directory,E05541,0.92
A01351,P07310,karan88,Business Alias,Public Directory,nan,0.93
A01352,P07314,aarav75,Business Alias,Public Directory,nan,0.89
A01353,P07324,aanya93,Nickname,Public Directory,nan,0.76
A01354,P07327,aditya60,Nickname,Business Listing,nan,0.62
A01355,P07340,harsh91,Nickname,Business Listing,nan,0.61
A01356,P07342,aarav84,Social Media Username,Social Platform,nan,0.67
A01357,P07343,varun66,Business Alias,Public Directory,nan,0.72
A01358,P07349,avni59,Business Alias,Public Directory,nan,0.96
A01359,P07355,naina25,Social Media Username,Business Listing,nan,0.74
A01360,P07358,shreya73,Nickname,Public Directory,E05571,0.76
A01361,P07364,ishita13,Business Alias,Public Directory,E05578,0.82
A01362,P07368,sameer70,Business Alias,Public Directory,E05581,0.75
A01363,P07373,kavya60,Nickname,Business Listing,nan,0.8
A01364,P07374,simran36,Nickname,Social Platform,E05585,0.64
A01365,P07375,vanya48,Social Media Username,Public Directory,nan,0.72
A01366,P07380,aniket76,Social Media Username,Public Directory,nan,0.82
A01367,P07386,arnav85,Business Alias,Public Directory,nan,0.78
A01368,P07387,mohit54,Social Media Username,Social Platform,E05595,0.84
A01369,P07399,aditya68,Social Media Username,Public Directory,E05602,0.59
A01370,P07410,nikhil49,Business Alias,Public Directory,E05615,0.84
A01371,P07414,isha75,Nickname,Public Directory,E05619,0.68
A01372,P07424,vikram32,Nickname,Public Directory,nan,0.6
A01373,P07431,harsh42,Nickname,Public Directory,E05628,0.89
A01374,P07435,akash43,Social Media Username,Social Platform,E05631,0.61
A01375,P07441,ishita78,Business Alias,Social Platform,nan,0.9
A01376,P07461,kabir40,Social Media Username,Public Directory,nan,0.75
A01377,P07463,pallavi64,Business Alias,Business Listing,E05652,0.74
A01378,P07464,mahi64,Social Media Username,Social Platform,nan,0.7
A01379,P07479,avni73,Business Alias,Business Listing,nan,0.86
A01380,P07493,tanvi78,Business Alias,Social Platform,nan,0.6
A01381,P07499,karan18,Nickname,Public Directory,nan,0.91
A01382,P07500,sameer38,Social Media Username,Public Directory,nan,0.79
A01383,P07505,saurabh55,Social Media Username,Public Directory,E05684,0.56
A01384,P07516,avni70,Business Alias,Business Listing,nan,0.78
A01385,P07532,anushka78,Nickname,Public Directory,nan,0.97
A01386,P07543,akash39,Business Alias,Social Platform,nan,0.65
A01387,P07557,nikhil97,Nickname,Business Listing,E05715,0.88
A01388,P07558,simran80,Business Alias,Business Listing,E05716,0.74
A01389,P07569,raj35,Social Media Username,Business Listing,nan,0.86
A01390,P07575,vivek82,Social Media Username,Business Listing,nan,0.69
A01391,P07584,anushka93,Nickname,Social Platform,E05729,0.94
A01392,P07594,tara86,Business Alias,Business Listing,nan,0.87
A01393,P07601,rahul54,Business Alias,Social Platform,nan,0.83
A01394,P07611,naveen91,Business Alias,Public Directory,E05750,0.74
A01395,P07616,anushka47,Nickname,Business Listing,nan,0.63
